,E007_Time[h],E007_6803_deltaKaiA3B3_rep1,E007_6803_deltaKaiA3B3_rep2,E007_6803_deltaKaiA3B3_rep3,E007_6803_deltaKaiA3B3_rep4,E007_6803_deltaKaiA3B3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3_rep1,E008_6803_deltaKaiA3B3_rep2,E008_6803_deltaKaiA3B3_rep3,E008_6803_deltaKaiA3B3_rep4,E011_Time[h],E011_6803_deltaKaiA3B3_rep1,E011_6803_deltaKaiA3B3_rep2,E011_6803_deltaKaiA3B3_rep3,E011_6803_deltaKaiA3B3_rep4,E011_6803_deltaKaiA3B3_rep5
765,63.97194444444444,0.3552503371467956,-0.214555317001211,0.0643574523298295,-0.1079788955160332,0.3121505812760297,63.97222222222222,0.2509373087679856,0.0668119642262433,0.2709895806870793,0.2569745686576783,63.97222222222222,0.4713484615788568,0.1503920323119164,0.4625808494382294,-0.0857921786073195,0.5468946726023131
766,64.05527777777777,0.3659779263849633,-0.1980021626898154,0.0795553744770822,-0.0945899423209091,0.3210593579746315,64.05555555555556,0.2601801452975329,0.0779340045036428,0.2867745146947982,0.2710507426228167,64.05555555555556,0.4727026002883301,0.1695948117752673,0.4751226911063326,-0.0765264628775953,0.5440392367085081
767,64.1386111111111,0.3797247629625279,-0.1622589671042281,0.081842882732337,-0.0829164952929461,0.3606293343103978,64.13888888888889,0.2722184679529065,0.0904447501344668,0.2993404236827394,0.286918165023489,64.13888888888889,0.4746817409853597,0.2076894055703846,0.4736700205195938,-0.0745104031436069,0.5532310425979603
768,64.22472222222223,0.3996906828216218,-0.1555255033838851,0.1034198199920442,-0.0743595778907702,0.4042609411471183,64.22222222222221,0.2842519112657058,0.0991434906627193,0.3108871407763593,0.2963765214626818,64.22222222222221,0.4814867600320575,0.2386777198933086,0.4808239674090429,-0.0585437468698235,0.5366715448672158
769,64.30805555555555,0.4174755225911017,-0.1486015450420664,0.1470860286895161,-0.0335202175973127,0.4155546115401894,64.30833333333334,0.2928801097245141,0.1226295141504862,0.3226144997947359,0.3152254976239618,64.30583333333333,0.4915185377604699,0.2489616664638023,0.4793856667538669,-0.051426239370523,0.5153622038409394
770,64.39138888888888,0.4384791195865487,-0.1280868659658936,0.1532413507949272,-0.0157994459198217,0.4197107807366212,64.39166666666667,0.300102697774893,0.1451021071779325,0.332722335250561,0.3276647792714806,64.39166666666667,0.4911779584725761,0.2645431625253613,0.4683562587814059,-0.0435576238097981,0.538304485571918
771,64.47472222222223,0.4459013118102699,-0.1151812404163363,0.1422856278153174,-0.0209982983898494,0.408929886175027,64.475,0.308319309819382,0.1583605548433115,0.3436104823501478,0.3360940522499703,64.475,0.4906659104402818,0.2686241308452097,0.4955368889671602,-0.0855376412015421,0.5316998618410588
772,64.55805555555555,0.4513419379512923,-0.1160844430282052,0.165818700794583,-0.0341178145632621,0.4058123674856331,64.55833333333334,0.3179295802175105,0.1696041407629547,0.3566787769934285,0.3395130024847487,64.55833333333334,0.48598328590543,0.2954064997142959,0.4921287080347814,-0.0833660304094651,0.5395498101573827
773,64.64138888888888,0.4570008373853703,-0.1213962488101547,0.1810404103134849,-0.0173590380202365,0.4087586664902728,64.64166666666667,0.3267331432857785,0.1938321470712798,0.368927055773953,0.3563213159817116,64.64166666666667,0.4877309810797917,0.3248922029472996,0.5125328719560751,-0.1006425281470827,0.536855813758039
774,64.72472222222223,0.4644778501749816,-0.0723164331446865,0.1825505964896476,-0.0055230163652591,0.4365692272023939,64.725,0.339529633297673,0.2120438544207865,0.3825551559788858,0.3689186788273406,64.725,0.4955098961450719,0.360683179882627,0.527350541951007,-0.0859668689777181,0.5480193616082913
775,64.80805555555555,0.4789728170693283,-0.0618447717881393,0.1931490989775543,-0.0164108012271295,0.4542444958270478,64.80833333333334,0.3577186844836584,0.2334385419820557,0.3939629155890168,0.3837047771886961,64.80833333333334,0.500720935252907,0.3885813753824139,0.5611828844876947,-0.0519387853145083,0.5438419484015224
776,64.89138888888888,0.4962855795043365,-0.0549810408707012,0.2294357569685505,0.0485765517410452,0.4747849207609007,64.89166666666667,0.379699931031179,0.2574154874437499,0.4119501732787479,0.3954792973134243,64.89166666666667,0.5063650065248599,0.4031887398325224,0.579231071282412,-0.0427580074203997,0.5459250745592379
777,64.97472222222223,0.5110159796026572,-0.0143250168964036,0.2460104091908451,0.0890379828618487,0.5095909525922214,64.975,0.3874730070846627,0.2723739670126213,0.4299167684161012,0.3978419255297529,64.975,0.5018430220524304,0.4075072291425451,0.5884962792995895,-0.0264242634081444,0.5580702462310608
778,65.06083333333333,0.5201638601736657,-0.0088764767431209,0.277072893909511,0.0871724284335475,0.5154630441008949,65.05833333333334,0.4036375467455164,0.2931132554134956,0.4368625410627204,0.402792348246491,65.05833333333334,0.5107558978970506,0.429338804745797,0.5871796907518091,0.0096627207596957,0.5546789752947341
779,65.14416666666666,0.5289290647134622,-0.0176351976625719,0.2826230489264774,0.0723788207301008,0.5178016502584111,65.14444444444445,0.4119931840721282,0.3040326258892889,0.4465873319738638,0.4125302519530299,65.14194444444445,0.5241045540900823,0.4288854335993321,0.5782824930998116,0.0261032212707486,0.5637527793561247
780,65.22749999999999,0.5497114374048679,0.0027990427196825,0.3230607115805387,0.0870560880011571,0.5256072282278724,65.22777777777777,0.4221395530798648,0.3195313502009946,0.4588909825984093,0.4206553232193454,65.22777777777777,0.5382899146328166,0.4591490881839215,0.5740058790524927,0.0390975164628314,0.5550931817492146
781,65.31083333333333,0.5663108231174315,0.0100264664042347,0.3019857187473517,0.0990031544720561,0.5468802373639899,65.3111111111111,0.4262762877410754,0.3348086986276928,0.4707733350788511,0.4195672486959921,65.3111111111111,0.5385129074964787,0.5041317465040707,0.5863510465669037,0.0638458868239517,0.5641017115361073
782,65.39416666666666,0.5755270674074255,0.0344472950178342,0.3105979068394342,0.1070189403438261,0.5626211392130832,65.39444444444445,0.4306030219850905,0.3398639399665432,0.4774342322513053,0.4322657151141089,65.39444444444445,0.5399744646222266,0.5434353920880117,0.5957191988482475,0.0903486149923087,0.5505799035070236
783,65.47749999999999,0.5877600165178454,0.0344617498133893,0.3058971118061649,0.1183023617931819,0.5558303975130794,65.47777777777777,0.4409193896982177,0.3472963415327887,0.4926735176455032,0.4405504092854181,65.47777777777777,0.5436755219211464,0.5606620139877052,0.6025115443498884,0.1118059857562961,0.5579292981803069
784,65.56083333333333,0.5934095173784111,0.0636700516699604,0.3028831691337857,0.133852330972533,0.5543084781935188,65.5611111111111,0.4446250247237484,0.3639051691597592,0.5058910354847967,0.4498210181022233,65.5611111111111,0.5444170192742591,0.6010136067788368,0.6203292967733397,0.1448182860544925,0.5587514418024221
785,65.64416666666666,0.5966754176055689,0.0928724210927682,0.3079559138454008,0.1446677560099708,0.5648558493755498,65.64444444444445,0.4639195608619528,0.3830896871988625,0.5098866306861556,0.464877228537411,65.64444444444445,0.5503999005325158,0.618092170560826,0.6161736750682757,0.1609858049756683,0.5618478863479498
786,65.72749999999999,0.6119575655024856,0.1122690782131862,0.3099151805009771,0.1341475410092839,0.580272981371929,65.72777777777777,0.4754026318700838,0.3980491585195909,0.5344601488601644,0.4739187276444493,65.72777777777777,0.5594251135167972,0.6542997109568145,0.6038459034325205,0.1895088337587894,0.5656201895195926
787,65.81083333333333,0.6184558100590583,0.1318602427887449,0.3273608031973399,0.1280905860499449,0.5995603466870234,65.8111111111111,0.4914738714623732,0.407582844509518,0.541611436311033,0.4855452025573862,65.8111111111111,0.5608936100179208,0.6958382391136773,0.5947472113120591,0.2109876657930049,0.56846991474817
788,65.89694444444444,0.6287700009519015,0.1436461342031318,0.3382926155681796,0.1288957871871165,0.5989184200168116,65.89444444444445,0.507132913310035,0.4142900050743026,0.5545403400365843,0.4889563404908591,65.89444444444445,0.5610063457966303,0.7111097717020138,0.6166788334010278,0.2158225966176614,0.5753986311926274
789,65.98027777777777,0.6428999885443578,0.1412269714661876,0.3227104507840475,0.1277620364516523,0.598547678248877,65.98055555555555,0.5169793910412606,0.4215698986376878,0.5758467077282592,0.4953518287400783,65.97805555555556,0.554564280583604,0.7285163309161553,0.6148420096417202,-0.0093860760777108,0.579807913740023
790,66.06361111111111,0.6462456238864932,0.1470029732139132,0.3178141415523576,0.1256882218500941,0.6056486004624158,66.06388888888888,0.5260129382412256,0.4318217821414952,0.5847303877711204,0.4975313546808451,66.06388888888888,0.5551683780794517,0.7512599444741554,0.6084379852245843,0.0187619475466162,0.5906993430055394
791,66.14694444444444,0.6416067587150984,0.1579743577084641,0.3420035201173821,0.1088732273646751,0.6016216679282327,66.14722222222223,0.5312331884520828,0.4400449110456327,0.5867912292438473,0.5072946057695407,66.14722222222223,0.5606196059547139,0.7849426456178035,0.6036680105882248,0.0252669694805563,0.5904745053324774
792,66.23027777777777,0.641583245453687,0.1657413428381507,0.3496784182602593,0.113115932953314,0.5942673641087409,66.23055555555555,0.5394397751729676,0.4560385393280853,0.5958290819187368,0.5118412695431226,66.23055555555555,0.5655189358498636,0.7827664731126104,0.6013333414194004,0.0561292938642195,0.5891349927922596
793,66.31361111111111,0.6399749372124971,0.1747041461174412,0.355438667298989,0.117215214549622,0.6135861746579674,66.31388888888888,0.5536323318599969,0.4718019194849261,0.6042437962617044,0.5205710336191389,66.31388888888888,0.5618673433753018,0.7933334712478175,0.6296352386530247,0.1047492269878993,0.6112824031844235
794,66.39694444444444,0.6343816877884942,0.1786629846869586,0.3412840980884321,0.1145699440628997,0.6369785874215423,66.39722222222223,0.5742104919262673,0.4877343025303104,0.6234352234322853,0.5248835856957162,66.39722222222223,0.5604658081113687,0.8132456898363942,0.6377749684721663,0.0993270772920838,0.6249183400366274
795,66.48027777777777,0.6230033516653644,0.1820180753134822,0.3384145410203095,0.1111789893781353,0.6440450924367083,66.48055555555555,0.5805738887418537,0.499434937996475,0.62600321528363,0.527978613551565,66.48055555555555,0.5655153136083286,0.8451051842150388,0.6515538023080534,0.1222631553674504,0.6256444126046568
796,66.56361111111111,0.6322397840135202,0.1827696343899494,0.3352298260232075,0.0998412143560055,0.6735861819323175,66.56388888888888,0.5859221556338153,0.5063030739337386,0.6325476243625122,0.5358558050459743,66.56388888888888,0.5704168473863783,0.8373140152441791,0.6377730168400626,0.1449577739548708,0.6314622358724085
797,66.64694444444444,0.6420908406900967,0.2079178779354505,0.3563297825625702,0.0967554788328804,0.6910023503288307,66.64722222222223,0.5962549258861887,0.516737956910506,0.6434683039093194,0.5481148481188205,66.64722222222223,0.5649714009356499,0.8588742493079675,0.6554338939957313,0.2840112479454017,0.6151734305519021
798,66.73305555555555,0.6515563782389538,0.2192630215952353,0.3613142396407077,0.0723206386208134,0.6968940942383195,66.73055555555555,0.6053718327399932,0.5269388320132611,0.6385651078580578,0.5525554307905594,66.73055555555555,0.561779969716208,0.875587958314288,0.6707377209507512,0.2924238943802941,0.6199796230832765
799,66.81638888888888,0.6588362538906755,0.2408052806407069,0.3795830257967927,0.080935545507554,0.6834619124644639,66.81666666666666,0.6118725093932281,0.5357049428465723,0.6490378908363562,0.5511772411622285,66.81416666666667,0.5612435531580432,0.8830572196947489,0.7010857901289671,0.3271960324509898,0.6460824456347921
800,66.89972222222222,0.6665303255625701,0.2411448699694258,0.3939359691068532,0.0849990472565382,0.6939063060025508,66.89999999999999,0.6173565890008743,0.5402355315330931,0.6508865081654573,0.5535799674154502,66.89999999999999,0.5663631546610802,0.8944841164046906,0.7246793992023822,0.3689279834991185,0.6374835361028277
801,66.98305555555555,0.6556384518586729,0.2942820041051086,0.3967728971837844,0.1185099876068902,0.7256277780394846,66.98333333333333,0.6242237046748917,0.5453298387135532,0.6569108158602252,0.5629632978124295,66.98333333333333,0.5631397815951764,0.9386707369231791,0.755719851091153,0.3796200710165048,0.6359845381118809
802,67.06638888888888,0.6595604920697382,0.3396168971976273,0.4070936371773437,0.1120672062734233,0.688826833953769,67.06666666666666,0.6280734894842195,0.5575871035467708,0.6613106706291377,0.5669269206959502,67.06666666666666,0.5677744453001206,0.9500191752530088,0.7780084539635902,0.40807262064516,0.6421871010145723
803,67.14972222222222,0.6560963061732512,0.3281497630230117,0.3866980157741464,0.0970695389466407,0.6853039813155222,67.14999999999999,0.6321055764547807,0.5806065637096457,0.6682859298742938,0.5758705244893787,67.14999999999999,0.5652681610856312,0.9715315309207038,0.7945465212361636,0.4268859601772867,0.642692879891636
804,67.23305555555555,0.661645754833414,0.3398808149834453,0.4043858591976764,0.1291158172927366,0.6942597298864741,67.23333333333333,0.6387195985694782,0.5927874553971594,0.6718364516914141,0.579593797696669,67.23333333333333,0.5572219482313628,1.0024099089765146,0.8009353715734959,0.4448604195552814,0.6209035355519352
805,67.31638888888888,0.6734086994011578,0.3662102661072722,0.4289569932082734,0.1214048689535927,0.7152945916199572,67.31666666666666,0.6439151887681922,0.6081290133223762,0.6873620948698329,0.5862964289023529,67.31666666666666,0.5554368299868938,1.0266564199944228,0.8171763288883642,0.4631963308717279,0.5994207345324452
806,67.39972222222222,0.6809850019141355,0.3919383290489852,0.4376112431031399,0.1351355175467806,0.7464090806609212,67.39999999999999,0.6482919799477864,0.6182304707164474,0.6928627188925055,0.5921781067715455,67.39999999999999,0.5499138335717428,1.0414731800721322,0.8406707223416993,0.4760940283694007,0.5868461490982616
807,67.48305555555555,0.6793745250967264,0.4134652160892417,0.4577484337163421,0.1689065826655614,0.7336037133459213,67.48333333333333,0.6540496049621076,0.6308910593285987,0.7011381839360014,0.599638520049943,67.48333333333333,0.5482539901753545,1.0356623108310803,0.8536198863425954,0.470953848441266,0.5875814572426037
808,67.56916666666666,0.683177132360032,0.4097911391348477,0.4801683894188077,0.1557168798788852,0.7124790082031207,67.56666666666666,0.6587876966219781,0.6373100094261462,0.7003883508705133,0.6080773575638267,67.56666666666666,0.5378583349571089,1.0632259394164305,0.8760251605482937,0.4997761296304832,0.5888283426868093
809,67.6525,0.6909926878018835,0.4185163097187708,0.4748709341183255,0.1955652207313907,0.7220354859522964,67.65277777777777,0.6567058876952039,0.6420865497944839,0.7108130812598495,0.6154943082200571,67.65027777777777,0.5407279070463117,1.0655661984970752,0.8946878898641943,0.5685612126303992,0.5691884948803334
810,67.73583333333333,0.6814210562068284,0.4484409390001317,0.4748558912595488,0.2136504127434083,0.6948736695048303,67.73611111111111,0.6688038109065704,0.6590199077370902,0.7222122373614389,0.6166890610060812,67.73611111111111,0.5446637495422053,1.082085226265634,0.907209424443854,0.7735094402845497,0.5608636090007558
811,67.81916666666666,0.6804621030461417,0.4657652377642093,0.4775230838239893,0.2375712594109568,0.6835940839637153,67.81944444444444,0.6774810989378413,0.671909309075529,0.7319856821263273,0.6234613049899252,67.81944444444444,0.5438669095139629,1.1121851664384563,0.9193911196889802,0.7792211575866649,0.55505538595377
812,67.9025,0.6753156944778241,0.4888894164224361,0.4816723343300211,0.2241265602057403,0.6763972566235539,67.90277777777777,0.6933373844277666,0.671753978149444,0.7401332791991775,0.6368107293201984,67.90277777777777,0.5365384380006899,1.1446681682556186,0.9332343362494396,0.8044967116806644,0.5471655323731937
813,67.98583333333333,0.6729816973465994,0.4648136850124026,0.4969034648328827,0.19211511057516,0.6658837169705596,67.98611111111111,0.7127722999720724,0.6835531378165604,0.751254892918272,0.6419370232260923,67.98611111111111,0.5292793900114201,1.1759363864809234,0.9289404400232512,0.8309364518606587,0.5203957606209604
814,68.06916666666666,0.6720599791839172,0.4737382531978564,0.475816296924671,0.2207357019422993,0.6454539966825537,68.06944444444444,0.7219854781234679,0.6963060094526873,0.7607503883155119,0.6550398760173795,68.06944444444444,0.5238908245251206,1.1871919814019054,0.9425108021565938,0.8895407295709484,0.5205477887871262
815,68.1525,0.6795504082079479,0.4780633302686978,0.4850106517343486,0.2721871217059349,0.6473086296289655,68.15277777777777,0.7243765513916393,0.7002118129517203,0.7698196311164168,0.6527189770844182,68.15277777777777,0.5233738044906896,1.202637118829824,0.9493467990437968,0.9211098984060258,0.5084233406898698
816,68.23583333333333,0.6882528533235891,0.4921891251409854,0.489086349927737,0.2600681532405319,0.6558481518708363,68.23611111111111,0.730745152243259,0.7142697667256322,0.7770624877401235,0.6595740158981465,68.23611111111111,0.521129396826959,1.222473970099669,0.9702498123273472,0.954444314110572,0.500624145875484
817,68.31916666666666,0.6915671841224625,0.4987158463569349,0.5096432117075219,0.265377575896246,0.6386731016608163,68.31944444444444,0.7388909131019731,0.7256790877044819,0.7862788252993881,0.6706046820100852,68.31944444444444,0.514158672422693,1.233904712070158,0.981021228897887,0.9633443345794586,0.4943519396183847
818,68.40527777777777,0.7004932708829139,0.5164437020849166,0.5134810568132511,0.3021141649989185,0.6129840194431638,68.40277777777777,0.7370134663484149,0.7364389913364118,0.7888685116005831,0.685210665052336,68.40277777777777,0.5124627061365821,1.2485315271237345,0.991062440894216,0.9720103198577514,0.4900084629211079
819,68.48861111111111,0.7054309845700126,0.5441729001194587,0.5109997045213297,0.2968766918500835,0.6129814478537499,68.48888888888888,0.7429124443201935,0.7413486915876422,0.7912314151437011,0.6839916547375862,68.48638888888888,0.5086425767972523,1.269156603166575,0.994174845703284,0.980442632140703,0.4819954625143071
820,68.57194444444444,0.7061801968355506,0.5597036478812416,0.5401989736450296,0.2682639237269647,0.6310659317200505,68.57222222222222,0.7455874793118997,0.7482074009424821,0.7963674051223553,0.6939473408591033,68.57222222222222,0.5002993672032606,1.2991821336285785,1.0209598459602012,0.9898416357737612,0.418914690856755
821,68.65527777777777,0.7077407800180456,0.5704361524171044,0.5534786825344824,0.2896746238824714,0.6370380180611525,68.65555555555555,0.7568382035751089,0.7594143304033185,0.803276351423773,0.6954774132907398,68.65555555555555,0.5004341641230984,1.3368103174633754,1.0110188495482304,1.0096076972525585,0.4271679061353477
822,68.73861111111111,0.7089126071427414,0.607570620400044,0.5490386490766819,0.3155075515452067,0.6498982560877524,68.73888888888888,0.7592642493183703,0.774368689490625,0.8109581246288008,0.7045815619869251,68.73888888888888,0.5008480582951823,1.3548433591483238,1.0263532695987907,1.029141185222922,0.4131568722650984
823,68.82194444444444,0.713695551921604,0.6183072581292108,0.5358786906954864,0.3053614619194586,0.662247197202158,68.82222222222222,0.7616652487072193,0.7714696862429548,0.822012596011906,0.7080594769826775,68.82222222222222,0.4927421444278637,1.3802834686845094,1.0223645244914552,1.0456424704808676,0.4112833588891413
824,68.90527777777777,0.7196894887533254,0.6190462715299136,0.5385986243516115,0.3242351061852075,0.666485394998285,68.90555555555555,0.7730408338641681,0.7791165272169462,0.8268396375411726,0.7139108483935916,68.90555555555555,0.4833175211994294,1.386732861596747,1.015054037853954,1.0377119259726038,0.3939491413787294
825,68.98861111111111,0.7264942927233197,0.6681878661536156,0.5441982665426381,0.3607272314981234,0.6468134052616581,68.98888888888888,0.767590636868712,0.7841084174873185,0.8304391218783009,0.7213353664158495,68.98888888888888,0.4789752912580921,1.405193758933577,0.9920232385621716,1.0239499267945282,0.3833560008332352
826,69.07194444444444,0.7281098396037258,0.6757322471779346,0.5398774333030085,0.3184365809895637,0.6338317859694105,69.07222222222222,0.7637142897573259,0.7882445606468763,0.8320109223786121,0.7233327213262117,69.07222222222222,0.4703165612219968,1.449668387267271,0.9740735607401496,1.0229568501932311,0.3783057240801525
827,69.15527777777777,0.7149360058534101,0.6832796194066477,0.5372359402040238,0.2989618937665743,0.6247410972902885,69.15555555555555,0.7680114245234668,0.7995241588065038,0.8315549130910473,0.7403026034820215,69.15555555555555,0.4661424416792236,1.4797589786938272,0.9684064437600796,1.0275330755654912,0.3594001036750949
828,69.24138888888889,0.7119726686179568,0.7032301872696873,0.5242736023538507,0.3119019049118951,0.6333419015846444,69.23888888888888,0.7642816731175688,0.8037464125951725,0.8432709687581599,0.7504447033212074,69.23888888888888,0.456054047187781,1.4944677708329754,0.9684233322423164,1.005478984458278,0.3582409379017968
829,69.32472222222222,0.7204197057296788,0.7423841548231419,0.5375902343975187,0.3384553454839515,0.6376347634044415,69.325,0.7637246674470489,0.8111105211599283,0.8511589648161283,0.7577587113622797,69.32249999999999,0.435652496275611,1.5081970068281667,0.9739256760553644,1.0047949605687498,0.3432300307721089
830,69.40805555555555,0.7086769957076136,0.7443417257492548,0.532985650516915,0.33802094251686,0.6382202494932512,69.40833333333333,0.7673400393763044,0.8172156821659087,0.8610187773947462,0.774644318204327,69.40833333333333,0.4257389114405848,1.5335489353465863,0.9773149303158846,1.065081389744262,0.3609691920260007
831,69.49138888888889,0.7051444177575205,0.7349031033564282,0.5356596644307919,0.3419974190204236,0.6330989287862561,69.49166666666666,0.7733274207267132,0.8234610917963289,0.8656502833174251,0.784501214527026,69.49166666666666,0.416114419150508,1.5487258105791453,0.9615925553886916,1.0499386599823564,0.3328602371315667
832,69.57472222222222,0.7064218517718858,0.749468490579218,0.525012089394762,0.3577834939801361,0.6174713724102464,69.575,0.7762864432766335,0.8312459447524907,0.8708533601011971,0.7937290910906318,69.575,0.4095801498431181,1.551729892240481,0.9527600168867604,1.0473671614307651,0.34250498728502
833,69.65805555555555,0.7021091783299185,0.7770380899783347,0.5144427382013007,0.3915778823571854,0.634938153683624,69.65833333333333,0.7858167387614062,0.8373694342537761,0.8606278859567101,0.7917276387359817,69.65833333333333,0.3989372379260815,1.5633634455689616,0.9394187856712164,1.0775672863874108,0.3413052694106903
834,69.74138888888889,0.7038062786975511,0.7690121037406483,0.5151514231797464,0.4013792950884401,0.6230998481163983,69.74166666666666,0.7921179388733495,0.8446307520376479,0.8573737397882315,0.7928965483844985,69.74166666666666,0.3941868217769977,1.581028741326686,0.9123703378513448,1.0891394293004082,0.3386629161610271
835,69.82472222222222,0.7153130348274417,0.7647907336791822,0.519937956196296,0.4259864390864645,0.6025570334101878,69.825,0.7819896752617641,0.8470290883596544,0.8612908011936475,0.7904355110381829,69.825,0.3867300437433969,1.623928055799473,0.8984161547845815,1.089883986768062,0.3163797659166021
836,69.90805555555555,0.7066293293589727,0.7841741812331204,0.5476021486540092,0.439398017239511,0.5839102894582239,69.90833333333333,0.7874315795329292,0.8465636319934275,0.8553789504644613,0.7945442177796207,69.90833333333333,0.3615680501427412,1.63206367079688,0.8919577230765197,1.0792013575388677,0.3038576627861066
837,69.99138888888889,0.7141550456182493,0.8053626474677982,0.5227438114928109,0.4740127284115185,0.5913601983453403,69.99166666666666,0.7846432832501093,0.8510335702306815,0.8548380685857934,0.7940223597719824,69.99166666666666,0.3593019912624229,1.6426378736521825,0.8883965345809111,1.0630919425115126,0.2920984566063526
838,70.0775,0.7138900676181013,0.8153563330747091,0.5203627551894849,0.4922292674421196,0.5809073443479891,70.075,0.7794244179335433,0.8552380888812114,0.8532680372363871,0.7994696282590161,70.075,0.3663330213597713,1.646852957222391,0.8633340863996557,1.067956144734872,0.270304002942268
839,70.16083333333333,0.722234280058086,0.8423554383715033,0.5420587897576784,0.4944463251466338,0.5867523139342252,70.16111111111111,0.7761746150604565,0.8635763722728939,0.8422687387886015,0.8032857145650558,70.15861111111111,0.3672622986620397,1.6821112198882404,0.8561718808828152,1.0747943694080144,0.2544761630869043
840,70.24416666666666,0.7283875683244808,0.868560163301985,0.5426317247478969,0.5094625883160693,0.586495695763717,70.24444444444444,0.778893506065049,0.8644476032516922,0.8388400563084111,0.8042703100950148,70.24444444444444,0.3626909853664197,1.6960149655541965,0.8709114256286022,1.0564070238801972,0.2324168040614317
841,70.3275,0.7321498184902882,0.880570707436116,0.5390813692475158,0.5690767397171252,0.5843380806877378,70.32777777777777,0.7901807223385087,0.8696509631816514,0.8403818735554138,0.8048231063343922,70.32777777777777,0.3522202476400308,1.7099665036484508,0.8619542334833885,1.0553945176508708,0.2207277986151387
842,70.41083333333333,0.7325209173152357,0.9015872699700151,0.5414075318807656,0.5826874580921882,0.6160800617491766,70.41111111111111,0.7870358952289953,0.8737856319448996,0.8392940749828212,0.8077437948492667,70.41111111111111,0.3420512556199251,1.7167681491229243,0.8655018225416973,1.09415726236967,0.2244110252254363
843,70.49416666666666,0.7401007522457768,0.9204100497259584,0.531010020808736,0.5892934181593368,0.6049222341825232,70.49444444444444,0.7836586560416586,0.8714507879416464,0.8389765457374688,0.8086320672862991,70.49444444444444,0.341785183413085,1.7420222224532689,0.8503557161462117,1.0552956718364297,0.2038683680978515
844,70.5775,0.747089211415084,0.9456392451523712,0.5362886437293888,0.5938932906123345,0.5926651954138841,70.57777777777777,0.7836486360386201,0.8718456080901807,0.8334291716598046,0.810487615372735,70.57777777777777,0.3374232090964265,1.7679310496388585,0.8423174428877656,1.0630101620011685,0.1955017171660363
845,70.66083333333333,0.7636861836430602,0.9516750543238438,0.535443207877539,0.6098857421206394,0.5745095450609741,70.66111111111111,0.7822054664389888,0.8745692678268813,0.8392518392838987,0.8137101309164001,70.66111111111111,0.3291665147167973,1.8306969622028009,0.8319885366053507,1.0459011509640974,0.1837129680917569
846,70.74416666666666,0.7572915584363293,0.9643176749411148,0.5644735200248667,0.6216694353293956,0.5558558849331162,70.74444444444444,0.7823287784188475,0.8862209411062076,0.8468444358374372,0.8192993058057055,70.74444444444444,0.3220162862909749,1.849522297191927,0.8387705363861153,1.0381690589756207,0.1785040222649029
847,70.8275,0.7555052259882403,0.9441673043310848,0.5633793864799144,0.6450430288594389,0.5387048190312426,70.82777777777777,0.7750182031112676,0.8929998004006984,0.8514068492417255,0.8246548320096412,70.82777777777777,0.3155737138056689,1.8602093971768,0.8344649865653604,0.9004143084363289,0.1686767868034831
848,70.91361111111111,0.753127077178866,0.9576241394468084,0.569960613088085,0.6590051773072916,0.5434569535478938,70.91111111111111,0.7754733716062938,0.9011050167009796,0.85833896811169,0.8293764015777805,70.91111111111111,0.3112399912175213,1.876760610251707,0.8408734367265412,0.9046373238970083,0.1554331745536245
849,70.99694444444444,0.7523570035750036,0.9798883768674967,0.5816170052316418,0.6777545312451677,0.565712896867222,70.99722222222222,0.7770939149509574,0.9081357595157566,0.858640681755868,0.8440637066402809,70.99472222222222,0.3004163164531039,1.9055782900346692,0.8143974417012725,1.0028385320586306,0.1365751040895786
850,71.08027777777778,0.7615948974301759,0.9861602127985158,0.5669483678297181,0.6992897372209693,0.5838732595649885,71.08055555555555,0.7754794641492644,0.9150911968718174,0.8657118801764228,0.8547164394078782,71.08055555555555,0.2913038914089222,1.9394647956674325,0.7850385615693198,1.0392183617723612,0.1365044997137083
851,71.16361111111111,0.7644406516846253,0.9572398430713884,0.5833545053382987,0.6806094377582876,0.571938654408561,71.16388888888889,0.7732296501622048,0.911370495314036,0.8657524540691327,0.8593342921718948,71.16388888888889,0.2839039219514118,1.9674224918154684,0.7541983616586083,1.0383772440395562,0.1282232914565013
852,71.24694444444444,0.7696941599653244,0.922127463143794,0.5970352217502362,0.7103122713564032,0.5889096963569234,71.24722222222222,0.7733441039077517,0.9137728199053664,0.8641622948233965,0.8611169573042327,71.24722222222222,0.2684176179169433,2.014253748667983,0.7458784125452155,1.04591561201176,0.1023334150765656
853,71.33027777777778,0.7759553165859664,0.9546232680995684,0.5981903205952458,0.7251968724902899,0.5845870025606617,71.33055555555555,0.7704224562608525,0.901097334226846,0.8599412945222298,0.8532641272573795,71.33055555555555,0.2600461931118136,2.0395609419379035,0.705680290053375,1.0520339009907107,0.0814368120606302
854,71.41361111111111,0.7654240165469717,0.9833274526487016,0.5878196049398989,0.7150618716106014,0.5771711923619747,71.41388888888889,0.7762643380534409,0.9015432003775968,0.8580893459422636,0.8551754945644012,71.41388888888889,0.2549908653122518,2.083346452861889,0.6840055752554769,1.0455325484283349,0.0599354296235383
855,71.49694444444444,0.7585001555354811,0.97144021112734,0.5725228773876334,0.7159058951436923,0.5668628872946734,71.49722222222222,0.7732693800744281,0.9015095789748216,0.8496063425537512,0.8584507518389473,71.49722222222222,0.2502528562644247,2.2004126682003253,0.6648558544720651,1.0288119939267508,0.0468312207082583
