,E007_Time[h],E007_6803_WT_rep1,E007_6803_WT_rep2,E007_6803_WT_rep3,E007_6803_WT_rep4,E007_6803_WT_rep5,E008_Time[h],E008_6803_WT_rep1,E008_6803_WT_rep2,E008_6803_WT_rep3,E008_6803_WT_rep4,E011_Time[h],E011_6803_WT_rep1,E011_6803_WT_rep2,E011_6803_WT_rep3,E011_6803_WT_rep4,E011_6803_WT_rep5
552,46.16361111111111,-2.975895720283778,-2.739742655915679,-2.69199248345935,-2.857806360029027,-2.791055105999498,46.16388888888888,-3.715086443741757,-3.625385404565152,-3.5992487321627897,-3.7585295056595713,46.16388888888888,-3.453566682995242,-3.413937262461303,-3.928025571052652,-3.527917876797177,-3.432683097512694
553,46.246944444444445,-2.894913867304365,-2.652266454571147,-2.6127366777018715,-2.770153244375267,-2.695822939551232,46.24722222222222,-3.644682084391306,-3.55863986638992,-3.527591330058402,-3.684089075581276,46.24722222222222,-3.370833308362643,-3.330656011868206,-3.8376484830816446,-3.4350552231054765,-3.348490592493704
554,46.33027777777777,-2.809944240441847,-2.567800393223543,-2.5274803638573147,-2.6890893087969454,-2.603978453319339,46.33055555555556,-3.581496409328623,-3.488701257628379,-3.4459497626050903,-3.6046435307465927,46.33055555555556,-3.2758221956668176,-3.233083474398193,-3.742454293399151,-3.343491222418568,-3.257808268980539
555,46.41361111111111,-2.7253872047351115,-2.4709447868482006,-2.445023915220228,-2.6022149121692424,-2.5195219612473307,46.41388888888888,-3.5107298970990506,-3.415370031778563,-3.364324524205707,-3.5327933528431945,46.41388888888888,-3.182134004530382,-3.139620265291684,-3.6768433504031215,-3.2448265407043344,-3.1632367941365502
556,46.496944444444445,-2.6444431325390183,-2.389499957621024,-2.364367712627597,-2.509730421200339,-2.433653784800165,46.49722222222222,-3.4445830345762314,-3.338046650773609,-3.285916117656121,-3.452339032512024,46.49722222222222,-3.0887694027557053,-3.0430670079643543,-3.5820160117626094,-3.1450618526946656,-3.064376843375377
557,46.58027777777777,-2.5561124035243985,-2.308266234918485,-2.268312144458851,-2.412436210431415,-2.337374252964241,46.58055555555556,-3.3696563169621103,-3.261531584981753,-3.2193250541452305,-3.377681069347283,46.58055555555556,-2.9963290663249094,-2.9468243340071343,-3.458772644417758,-3.050397841885461,-2.964429100360947
558,46.66638888888889,-2.468195404678056,-2.218443955317629,-2.174057606635855,-2.319732662236653,-2.2488837022474,46.66388888888888,-3.2993502477869314,-3.1858253132063323,-3.161951853254954,-3.288019971896444,46.66388888888888,-2.904813679399867,-2.847892883186215,-3.3443136245798097,-2.95043520053663,-2.8645942570074725
559,46.74972222222222,-2.3768925303027677,-2.12503346259607,-2.075604502622916,-2.226020166823232,-2.1555824766789287,46.75,-3.2268653389092417,-3.1147283226857825,-3.0803970429602345,-3.204556257660245,46.7475,-2.8060239343222064,-2.74507330344304,-3.225839337731104,-2.853174629672089,-2.7690730134794537
560,46.83305555555555,-2.287004182017279,-2.03603510773199,-1.987353243426781,-2.1286991222313345,-2.0632709278095565,46.83333333333333,-3.1586021105158864,-3.0330411090936424,-2.995461159629036,-3.123690453092688,46.83333333333333,-2.7051605316133087,-2.650966250894311,-3.1671501786250777,-2.750816839079765,-2.667666078191678
561,46.91638888888889,-2.199730768756311,-1.9480492489041443,-1.8995042475966384,-2.0367699343341417,-1.965349414711456,46.91666666666666,-3.082561091122014,-2.94696417653855,-2.907944748022347,-3.0300230936010406,46.91666666666666,-2.600224179974305,-2.555772389831982,-3.0398465512862645,-2.6461625473115937,-2.57117416780922
562,46.99972222222222,-2.1112727067705563,-1.859876251491856,-1.809457941224111,-1.944233016837836,-1.860618303978244,47.0,-3.002542817571073,-2.862298037564244,-2.82384836129418,-2.93835472354584,47.0,-2.500015596286084,-2.456692392723268,-2.911328869010296,-2.54841248168352,-2.4661980072474394
563,47.08305555555555,-2.021630419626679,-1.7627164880750208,-1.712614757943266,-1.8496887912815976,-1.76667796972498,47.08333333333333,-2.9121478350348107,-2.7738432131495623,-2.7333725609915653,-2.849485896240884,47.08333333333333,-2.3905355056092805,-2.355726940210637,-2.8139975543638966,-2.434967378275497,-2.360338329671986
564,47.16638888888889,-1.930004338207316,-1.6631703384341012,-1.6087751389306095,-1.7525376870376106,-1.667728793588166,47.16666666666666,-2.829376697013279,-2.6808002327084446,-2.6297179170545637,-2.76221717395324,47.16666666666666,-2.292784641184287,-2.267676721111818,-2.697253039184893,-2.3196279819314887,-2.249995876498796
565,47.24972222222222,-1.8417949007110743,-1.5686381895501338,-1.5115395329050882,-1.649580141311057,-1.5715711647257486,47.25,-2.7444299653348283,-2.593569634089929,-2.5378850078162527,-2.666949127903241,47.25,-2.191963744431248,-2.17754243241979,-2.5898957645822067,-2.214795046259465,-2.1435713973940893
566,47.33305555555555,-1.7402025526525369,-1.4779204356047213,-1.4157083961280876,-1.5426165991401182,-1.4724054798171178,47.33333333333333,-2.6659082101561093,-2.504951963578156,-2.455074420002737,-2.567682338264484,47.33333333333333,-2.08467356495006,-2.067124779302792,-2.468526180935851,-2.0966693336314077,-2.0390656502743774
567,47.41638888888889,-1.6386277468622563,-1.3800174779800387,-1.314682192403433,-1.4378475133959778,-1.3720321430631055,47.41666666666666,-2.5720120099620747,-2.420547775892367,-2.3666867487331444,-2.465417394163833,47.41666666666666,-1.980914860520372,-1.9782244751043163,-2.374544747896945,-1.986451615183305,-1.9208794013064563
568,47.5025,-1.5420709434867574,-1.282329725258831,-1.216861393077391,-1.3364733447828183,-1.2726515661859894,47.5,-2.481741951565977,-2.3227576341869027,-2.2897225975196225,-2.363554893681421,47.5,-1.874488397101587,-1.868042241343113,-2.2503519343876994,-1.8763426708151565,-1.803413424907408
569,47.58583333333333,-1.449932609988537,-1.1812575932244145,-1.113446477038665,-1.2366945618378231,-1.1750641684294876,47.58611111111111,-2.3932986301093715,-2.227182110051204,-2.2035825782673437,-2.25849544385064,47.58361111111111,-1.7667949488328598,-1.7633788077131896,-2.131948218601422,-1.764943289190969,-1.6908685037446034
570,47.66916666666666,-1.3514132211460643,-1.0792015048606722,-1.0110379307184014,-1.133311640931175,-1.0732703765587637,47.66944444444445,-2.2942826490621124,-2.123621783509812,-2.0998673112745028,-2.1826396606581526,47.66944444444445,-1.6544352980331,-1.663434912083809,-2.000534088002518,-1.6500542677387604,-1.5838454287356998
571,47.7525,-1.2521132590537818,-0.9767618903520594,-0.9018362480901856,-1.0363250662660577,-0.9744706248604232,47.75277777777777,-2.1992946202223544,-2.027877243022369,-2.0011774252323207,-2.089988169043885,47.75277777777777,-1.541210235200966,-1.5540113004994875,-1.8853100393264888,-1.5354764126505565,-1.471344999048643
572,47.83583333333333,-1.153633213122104,-0.8731391870836025,-0.7916419306700413,-0.9311353298786548,-0.8678653551425166,47.83611111111111,-2.106135163716555,-1.9351490854836195,-1.899713557225037,-1.993341602901033,47.83611111111111,-1.4277205590148712,-1.4527087271800032,-1.7694765785799371,-1.4222105388823891,-1.3539680221016628
573,47.91916666666666,-1.0461735800774146,-0.769133839640896,-0.684655487516435,-0.8219429316381502,-0.7582550167345372,47.91944444444445,-2.0144049079994706,-1.8412379162234036,-1.810476352729916,-1.8867006050760535,47.91944444444445,-1.315367076332984,-1.355327954520385,-1.6624342210405558,-1.3066574701543057,-1.2363153135632776
574,48.0025,-0.9421348639620726,-0.6597462998101056,-0.5796774352302708,-0.7179483792467289,-0.6514400664874214,48.00277777777777,-1.9225044898541608,-1.7471443490066652,-1.704066465617247,-1.7828658273686726,48.00277777777777,-1.2079506021932216,-1.2434697530909204,-1.524183491257136,-1.1872180389503575,-1.1219876973522949
575,48.08583333333333,-0.8297175761344078,-0.5501770265779664,-0.4787082979548926,-0.6051521882395743,-0.5452209687735476,48.08611111111111,-1.829834554391984,-1.6528690060334488,-1.6022845581503389,-1.6774379305318807,48.08611111111111,-1.0944719598132564,-1.118534901637156,-1.386324923049572,-1.0596930865186045,-1.002186005637805
576,48.16916666666666,-0.7197222352687236,-0.4426264861317851,-0.375748607376085,-0.4991548819848709,-0.43279819548674,48.16944444444445,-1.734995755052598,-1.5508125179388972,-1.4997313009855264,-1.5708175842719354,48.16944444444445,-0.9879319805905116,-1.007324187079888,-1.2638590595088468,-0.9418834628711206,-0.8921110788391874
577,48.2525,-0.613349367355293,-0.3272951518594358,-0.2765989027220729,-0.386756991683804,-0.3233722260422642,48.25277777777777,-1.6419887536039657,-1.4519755237932557,-1.392807373172166,-1.45920546724836,48.25277777777777,-0.8747315041021668,-0.889638404515173,-1.166186452997045,-0.823390026783982,-0.7715637656261096
578,48.33861111111111,-0.5093995057003649,-0.2111835043493677,-0.1688597307635205,-0.2721590563705588,-0.2127435473768301,48.33611111111111,-1.5402142201423468,-1.3481586711018685,-1.2805134621526364,-1.343802267073941,48.33611111111111,-0.7582713781051504,-0.7668783572143253,-1.0497076651473451,-0.6928136457972797,-0.6509449229185249
579,48.42194444444444,-0.3908731909261568,-0.1032920313905942,-0.0595316458135311,-0.1589616229123192,-0.1001126539485912,48.42222222222222,-1.442472833092305,-1.2495626158051825,-1.1912502637623428,-1.222808680314733,48.41972222222222,-0.6371524585361462,-0.6594448566239102,-0.9380232668640264,-0.5723551962151113,-0.5314554158866754
580,48.50527777777778,-0.279570970970859,0.011178772027299,0.0555847902723508,-0.0489652460092697,0.001319952262855,48.50555555555555,-1.343165279206702,-1.1435880222787422,-1.0934184822297093,-1.1138254124900584,48.50555555555555,-0.5153756095115885,-0.535938722365753,-0.807933838322463,-0.4608155631055816,-0.4108961179510853
581,48.58861111111111,-0.1738934010886349,0.124228403714154,0.1578890080961418,0.0624295118054015,0.1169537617564711,48.58888888888889,-1.241892253566702,-1.0414355633331946,-0.9938188301761856,-0.9980531780725008,48.58888888888889,-0.3973417033276698,-0.4275607822369341,-0.6964399689691259,-0.3419956403008082,-0.2920679107825705
582,48.67194444444444,-0.062841043849621,0.235656354279245,0.267580430717419,0.1726220801655107,0.2219882575097724,48.67222222222222,-1.13785445958177,-0.9321059202142856,-0.8924520286162418,-0.8926927004879132,48.67222222222222,-0.284051620460327,-0.3091118722097941,-0.5395422575215825,-0.2156963303969162,-0.1693716843022328
583,48.75527777777778,0.0479855308600766,0.3472621071312755,0.3764584736533169,0.2876118808718723,0.3432229149788329,48.75555555555555,-1.0310526089896708,-0.8245997826028628,-0.7847188069573752,-0.7877447121154135,48.75555555555555,-0.1653062495652565,-0.19159283643192,-0.4386413119684964,-0.0783185447540383,-0.0494083366814614
584,48.83861111111111,0.1595857458383774,0.4558451384783779,0.4927225448785339,0.405398327892298,0.4548572020982825,48.83888888888889,-0.9278874218564718,-0.7173178486148721,-0.6778199030001019,-0.6646099542873855,48.83888888888889,-0.0431064874779051,-0.070004527226165,-0.30753774956963,0.050736796503683,0.0726212256580678
585,48.92194444444444,0.2719590165672311,0.5608049173281175,0.6043720448253249,0.5177808273616034,0.5680905792813078,48.92222222222222,-0.8263596265765383,-0.6086608248013631,-0.5649560629379641,-0.5494891772894782,48.92222222222222,0.0735467607865282,0.037652194909367,-0.1910321968558416,0.1786687644880957,0.1933160880443936
586,49.00527777777778,0.3869047512126123,0.6673409054874859,0.7106063663835085,0.639758777581602,0.6747224994196532,49.00555555555555,-0.7256699598725387,-0.4982294261484828,-0.4473280413575258,-0.4229831403606077,49.00555555555555,0.1888525820330906,0.160176461301313,-0.0613252896290855,0.2898764215470401,0.3188753275552651
587,49.08861111111111,0.5010223506245258,0.7724525575629069,0.817824894900461,0.7519315690211066,0.7857524078836176,49.08888888888889,-0.6260191667954423,-0.3866243760774797,-0.3419366012383743,-0.2816926116929555,49.08888888888889,0.3074100548870788,0.2797673951010562,0.0553823270375842,0.4129588212643448,0.4366980130181467
588,49.17472222222222,0.6109112083370032,0.8775393209602332,0.9306270081811204,0.8620985843159297,0.8915797425220577,49.17222222222222,-0.520208000724518,-0.2808464064447026,-0.2327825139531192,-0.1668183684319681,49.17222222222222,0.4214182497940331,0.4008241112847235,0.1622899988000194,0.5409150084598319,0.5629832050102156
589,49.25805555555555,0.7143707105681052,0.9842006358847464,1.0342120764879832,0.9738591982688848,1.0002039336623878,49.25833333333333,-0.413837223367337,-0.1672962575416017,-0.1114665592673928,-0.059361196676359,49.25583333333333,0.5386762290197421,0.5167457166531846,0.2731970620429736,0.6675440191893124,0.6929299558583595
590,49.341388888888886,0.8278002362199188,1.086635935341161,1.1349794625411067,1.0842127778497848,1.1074244041105774,49.34166666666666,-0.3015076047597701,-0.0537746780947271,-0.0087895253398527,0.0678781085218948,49.34166666666666,0.6589830466502431,0.6401313098320508,0.4015028438801046,0.7932448807445922,0.818337309639181
591,49.42472222222222,0.9371991568785588,1.1920446451336182,1.2379285215181095,1.1921586821954424,1.2146405691511537,49.425,-0.1894199232659891,0.0535175747342713,0.1006477912778224,0.1818987431575455,49.425,0.7723377485918197,0.7559799812716812,0.5250066621539721,0.9224166116534628,0.9426043021789956
592,49.50805555555555,1.0495668368141682,1.2980261838656917,1.342458601054168,1.3074962626096691,1.3208518365471995,49.50833333333333,-0.0881749655784661,0.1657797353486443,0.2086445856409291,0.2992998942720841,49.50833333333333,0.8981393725710032,0.8664908132471771,0.6315078254360409,1.0440582216797103,1.0677299610538311
593,49.591388888888886,1.1641026329809183,1.4055799629403831,1.4483690412420205,1.4200248625632774,1.4280576065403552,49.59166666666666,0.017826473282025,0.2734110297165397,0.3170000444117438,0.4116807399537341,49.59166666666666,1.0129869481345706,0.9796628798583822,0.7442056330266764,1.1633687118231113,1.182513305589428
594,49.67472222222222,1.2832058950170089,1.5091053865601245,1.5488591746319649,1.53674381769408,1.5408572718508182,49.675,0.1227835899664084,0.3856106753710047,0.4249133458595169,0.5254404493374525,49.675,1.1314794966495496,1.091895247029886,0.8744993749551504,1.2813470743194322,1.3017533468612417
595,49.75805555555555,1.3936759652446655,1.6188018517267784,1.65712832623186,1.6438524558068877,1.6498502176773404,49.75833333333333,0.2304955727973104,0.4927778814099888,0.5305836598604777,0.658178182604931,49.75833333333333,1.250016031303209,1.2011869725110218,0.9797883319796332,1.4055922926404327,1.4246490876944402
596,49.841388888888886,1.501712178670144,1.7230687482416367,1.7677758135071242,1.759150096873513,1.7592358216972313,49.84166666666666,0.3269616017690542,0.6041118484963401,0.6414101478978302,0.774093090984597,49.84166666666666,1.3739955571030706,1.317937105875866,1.100671775587202,1.5433033414938608,1.545999522663902
597,49.92472222222222,1.613913862983726,1.823705458705421,1.8724009463807347,1.8698360530327665,1.8636134540663596,49.925,0.4253808485476638,0.7102117688578056,0.7575919630617591,0.8901843167516099,49.925,1.489617070876904,1.432744688523239,1.244348967993837,1.6702791868234572,1.6766036380942233
598,50.01083333333333,1.7176803385597217,1.932511358518284,1.9836030272332308,1.9735096285904592,1.9663824774191472,50.00833333333333,0.5287524764708597,0.8144768262870308,0.8685282500494227,1.0068509932278638,50.00833333333333,1.613079561272719,1.5400087536767035,1.367619162144418,1.7987187858089533,1.7988604120597071
599,50.094166666666666,1.82901091845647,2.041685815879806,2.0903813509027103,2.081570120019402,2.0679422468685744,50.09444444444444,0.6362756405480654,0.9191061961415636,0.9770181451649564,1.111892244781986,50.09194444444445,1.7321820087587778,1.6305283263845696,1.495881601712732,1.9224210868660705,1.9229688143843744
600,50.1775,1.9355049084163367,2.145028191789,2.197935204684833,2.190016815959406,2.1688921100061767,50.17777777777778,0.7375494874604003,1.0214990453438504,1.0878607763194743,1.2191071868293404,50.17777777777778,1.8399233856235928,1.7615024235198893,1.6099355211014674,2.041385029646522,2.045727806641956
601,50.26083333333333,2.0481616068657145,2.247137840044307,2.2998638683328174,2.296448997217281,2.270631406902049,50.26111111111111,0.8399731555606846,1.1344545323812365,1.1870552630310682,1.3266949258320229,50.26111111111111,1.9557026559759152,1.863730053780456,1.7233801454422162,2.1624095450380127,2.1663363421558994
602,50.344166666666666,2.163180304915027,2.347014107243597,2.404366614057444,2.399665936766838,2.37695947010484,50.34444444444444,0.9477457748734376,1.240971807305967,1.2846007164248034,1.4266545592988629,50.34444444444444,2.070918775744749,1.9594102176888089,1.8486146905954723,2.2844935551642367,2.2873933659993595
603,50.4275,2.273560286358724,2.4482563327841715,2.5136427065270497,2.500466899748889,2.478875624641756,50.42777777777778,1.0460664670948785,1.3518500117351873,1.3850962392327255,1.5367851757854278,50.42777777777778,2.1857706926793474,2.0721419075922336,1.9810383631506323,2.410035973384881,2.414497814995208
604,50.51083333333333,2.3799008276752804,2.5450638488627635,2.607691402867534,2.6050511434712407,2.577579188018561,50.51111111111111,1.156934345592922,1.4598882788509415,1.4915409257938554,1.639285854894015,50.51111111111111,2.295257346349205,2.182324107662755,2.104850360425999,2.553835704295623,2.53504861771603
605,50.594166666666666,2.482601198027204,2.638035980475532,2.6997119526623568,2.710817917408705,2.680069470219573,50.59444444444444,1.2591485154071862,1.5654857334001728,1.589333862054191,1.7437556672736578,50.59444444444444,2.399977668144069,2.284155793897146,2.219649870468779,2.6732916437281293,2.647244694484124
606,50.6775,2.5878606592610254,2.741772045418067,2.7973035979525385,2.81076646320309,2.784345773707671,50.67777777777778,1.370908073248987,1.6684414916947254,1.689274125566707,1.858793674620124,50.67777777777778,2.51253058127393,2.378635934116919,2.341236072055076,2.7844026787500606,2.7590849573714977
607,50.76083333333333,2.6972784659073072,2.8342713542853923,2.889065573236658,2.907296014663206,2.883807393424287,50.76111111111111,1.46921210750134,1.777954661611342,1.807160785491356,1.9713989296759145,50.76111111111111,2.618115000769026,2.4831634879683326,2.454408134689902,2.897767687665067,2.865168310199876
608,50.84694444444444,2.799053865180639,2.9319332104719567,2.980197105470856,3.0096057977648627,2.9838536167894096,50.84444444444444,1.5748596982189589,1.8844243425916656,1.9075929025950664,2.090970476230264,50.84444444444444,2.729529833479845,2.58913740692239,2.562565218607169,3.010185540012791,2.9734936485406958
609,50.930277777777775,2.895386096979636,3.0249569101716407,3.0674974140688307,3.108495030650868,3.0760837237015863,50.93055555555555,1.677049917128257,1.9848496256422397,2.0027695292517462,2.193907349119144,50.92805555555555,2.8367739780771184,2.692556634274836,2.6681064747696936,3.119255096568861,3.0798598597151017
610,51.01361111111111,2.9914743938869424,3.121741742377754,3.158365710901844,3.2023629236310303,3.16909698653792,51.013888888888886,1.7745818276273444,2.0866295933345054,2.0978897094422755,2.3000085742252576,51.013888888888886,2.9386463250518307,2.795020105146161,2.7930310448691964,3.232975209344902,3.188265822793958
611,51.09694444444444,3.087917981169232,3.215486988883038,3.250201200298715,3.2958086791821577,3.2544926701540717,51.09722222222222,1.8772544847860368,2.178763319804804,2.194152478754516,2.393673168478042,51.09722222222222,3.0433457567152065,2.908926746481597,2.8903380613263003,3.348344721588528,3.296910408597841
612,51.180277777777775,3.181116076777204,3.3075919242796625,3.3426030790458245,3.384231491948061,3.334270031884255,51.18055555555555,1.9766669353458437,2.2748498707543785,2.293956864383305,2.485300139853671,51.18055555555555,3.143671147198723,3.0104754770511244,2.982626647290532,3.4611624677833435,3.3999924796970373
613,51.26361111111111,3.275867891345586,3.392255815959228,3.425370536387114,3.469230548739546,3.4176283215412444,51.263888888888886,2.0670182177199736,2.3726883034493675,2.389301885130456,2.584488487375048,51.263888888888886,3.239221362454101,3.112865207449463,3.10389591664032,3.569627273648946,3.4947108904115494
614,51.34694444444444,3.368572628193136,3.4744779241127626,3.4991027540240824,3.5556050285344223,3.5023667814163693,51.34722222222222,2.164107361993336,2.4658776667208127,2.4825865514047583,2.6788372011118144,51.34722222222222,3.345795260253312,3.2050948400960784,3.231144973982997,3.675337956140921,3.5914644868110885
615,51.430277777777775,3.4644294833226352,3.5566575017307285,3.582398906115792,3.6443541024774966,3.5902846462795166,51.43055555555555,2.2633333899225407,2.559217000964652,2.583609865221981,2.770945262180345,51.43055555555555,3.442991690188572,3.306363269235179,3.3449729146547984,3.782893323450848,3.687252106715084
616,51.51361111111111,3.5486376454208965,3.635993794603014,3.658258159278863,3.7266769338805767,3.6715811433791288,51.513888888888886,2.3618953149358948,2.643705338141728,2.675570820204869,2.869011642743749,51.513888888888886,3.544609493672346,3.4042693809357187,3.4559788247208605,3.8858921750062967,3.788472579692676
617,51.59694444444444,3.62979629585876,3.70888604131894,3.739679672587476,3.8057726782224712,3.751455492442204,51.59722222222222,2.451192142133405,2.732941701777777,2.7860684015831443,2.962635306011868,51.59722222222222,3.642047503937344,3.502812053091392,3.566561780975228,3.984533301470825,3.880324727062716
618,51.68305555555556,3.7163046086910905,3.7813334732672543,3.8182625975733737,3.889440483148985,3.8271069056743015,51.68055555555555,2.5402228682867776,2.813325106963439,2.8671015861935043,3.05301520624128,51.68055555555555,3.7387045460365247,3.59339015542064,3.681720850940844,4.087615484743985,3.972207361893771
619,51.76638888888888,3.803961750656786,3.850735314636138,3.8898060782258552,3.9732794884729263,3.9067345877595328,51.766666666666666,2.629386481839416,2.898454560354252,2.9478693424796254,3.1361502887352954,51.76416666666667,3.8291794368430954,3.700002549466648,3.787055092869557,4.185137497961318,4.069319289004119
620,51.84972222222222,3.886966881178768,3.9184907824131994,3.962709250991784,4.050888826174101,3.9841377358605663,51.85,2.712481962906426,2.9773290601706552,3.0237706304921588,3.22243948984396,51.85,3.923070985050507,3.792448088597343,3.8829635557421183,4.280298105494358,4.164459304961751
621,51.93305555555556,3.970319152363987,3.9847990863854754,4.0251712447755805,4.119467620399318,4.050715539618629,51.93333333333333,2.799908283274611,3.059947596197984,3.109804401888736,3.3116817369640508,51.93333333333333,4.009177991172463,3.880925618005395,3.982045279268181,4.37869606295063,4.254226198084372
622,52.01638888888888,4.046017709003423,4.050059429139438,4.085591180939226,4.188214987462382,4.116467181153503,52.016666666666666,2.883064406402473,3.141709149786476,3.195369599933963,3.4014759485390837,52.016666666666666,4.097699247542906,3.9742339747082216,4.080099293886304,4.473330117173648,4.337618748439404
623,52.09972222222222,4.114861688572081,4.110871006060986,4.149968173302264,4.257730035844099,4.1823918350635285,52.1,2.966949287420216,3.2224126938512687,3.283465159499422,3.471621034059304,52.1,4.182233538316035,4.060371987547981,4.167524620763947,4.557599006242916,4.416235727843974
624,52.18305555555556,4.177450221228996,4.170633005335446,4.208101328141796,4.324411866192275,4.246488668425603,52.18333333333333,3.052961873129741,3.303257192872398,3.369090007063676,3.546915894061694,52.18333333333333,4.2655796394662895,4.140538477191577,4.258920271797472,4.644301459473933,4.497275899864926
625,52.26638888888888,4.23718242981723,4.222344607947579,4.274789744192482,4.378459571321716,4.306756840795178,52.266666666666666,3.137101102004645,3.3752416028948,3.4376430607122592,3.62635942012997,52.266666666666666,4.342136318788359,4.209932256130659,4.353285249612149,4.718836197418188,4.576938019818818
626,52.34972222222222,4.304257429863874,4.2862049876815735,4.328832512646546,4.443872236214226,4.366795504206262,52.35,3.2111659041902296,3.451964871528308,3.5205232301376883,3.697150494894583,52.35,4.430102335897178,4.278352128681613,4.4482185475621465,4.801601931863159,4.655420834771917
627,52.43305555555556,4.373874329580046,4.341013311121044,4.384028717153772,4.500248938018613,4.423403803171423,52.43333333333333,3.294555201503494,3.52642593794766,3.5815294166394533,3.766087992032716,52.43333333333333,4.508476442227932,4.354796890985577,4.531719149730537,4.890397365832314,4.726323083540208
628,52.51916666666666,4.433832229860892,4.386168737649044,4.4323774338215,4.552788746050683,4.477980874681781,52.516666666666666,3.363867907433133,3.600423732892489,3.634660513124023,3.831770776268288,52.516666666666666,4.5834573810360535,4.421065331008428,4.627386030929294,4.960621193585116,4.794443496689388
629,52.6025,4.480330224285584,4.435270419448051,4.488477731214633,4.602890721793238,4.532525848207017,52.602777777777774,3.438902927139547,3.6701571786673295,3.712715404104842,3.877597703371949,52.60027777777778,4.660443887397218,4.502356228540789,4.737418156699301,5.030272100617019,4.866780796534865
630,52.68583333333333,4.537167399117324,4.474917501499968,4.527928670355635,4.650553918896083,4.589237845695369,52.68611111111111,3.510259157454831,3.736225189141616,3.788092965702335,3.948567620161087,52.68611111111111,4.729034688207349,4.573268355198023,4.801214483310339,5.114148763659461,4.931733697141757
631,52.76916666666666,4.5919428333033405,4.522509121586138,4.575129304724529,4.698777383176025,4.628515981573626,52.769444444444446,3.58093548688278,3.80102666974968,3.8515920656438976,4.010479364499823,52.769444444444446,4.793828502182626,4.652400474420244,4.8821739577610925,5.187049850679881,5.000500904324904
632,52.8525,4.641655598474893,4.564844410287327,4.615878680258896,4.744360152616864,4.678559362747139,52.852777777777774,3.6483307955988886,3.861760517490757,3.916611563263907,4.08153176529901,52.852777777777774,4.863024039859459,4.715551341472305,4.928495517779149,5.248574020881701,5.06428111564885
633,52.93583333333333,4.686304758947265,4.598322490983735,4.654375835353882,4.78450125736941,4.711567088599814,52.93611111111111,3.7116439554503504,3.916225620928979,3.972550309503719,4.144123642516237,52.93611111111111,4.92802000359452,4.781319703443801,5.003778091821003,5.305919924704339,5.132073020427857
634,53.01916666666666,4.73488937171977,4.633742479854988,4.682819800862188,4.822199719751462,4.747138250994112,53.019444444444446,3.7726738299560574,3.973620860193376,4.027007146911659,4.1860538071558295,53.019444444444446,4.986215087564725,4.843504299249076,5.071020599072048,5.365086203823199,5.1944752997259
635,53.1025,4.7768084864757485,4.67150348588014,4.71760960009408,4.859854554247827,4.7834719342710565,53.102777777777774,3.834219274306605,4.021945106977881,4.080980909643037,4.231121061268844,53.102777777777774,5.046807977767233,4.907903859627214,5.143021949446582,5.428671491149681,5.255886626356666
636,53.18583333333333,4.814661145582569,4.709204610837682,4.750744248817378,4.894464767510307,4.826167215250219,53.18611111111111,3.89087913536428,4.075997224541327,4.129470423460136,4.272124197953069,53.18611111111111,5.107397352019452,4.961917107142044,5.205581043587806,5.489074410831174,5.318905664883551
637,53.26916666666666,4.845646384091626,4.751044949305532,4.776822755257468,4.927029358357705,4.860423163229735,53.269444444444446,3.9494522516630752,4.126376067707443,4.186674505732216,4.294262001353033,53.269444444444446,5.163781879959037,5.023942756182137,5.273696772867824,5.539493578251057,5.37493107161967
638,53.35527777777778,4.876363229738349,4.779023588661036,4.799044120097293,4.960347317775826,4.885038839986292,53.352777777777774,4.00713745340868,4.171280482864859,4.231191965435517,4.340733246659994,53.352777777777774,5.215960223043892,5.07297951296081,5.343368019387643,5.587127600028703,5.419761494627846
639,53.43861111111111,4.903010702942184,4.812939609080971,4.824207336477357,4.9878176289174725,4.910613299775137,53.43888888888889,4.060333562478483,4.213509307967104,4.265021603153253,4.396336700111947,53.436388888888885,5.270731034552169,5.128826075516125,5.384193655977178,5.634175074019471,5.467795573720622
640,53.52194444444444,4.925987816806614,4.837592083541543,4.852711389995726,5.017639267102446,4.930145589330072,53.52222222222222,4.107039392421573,4.2534613725326125,4.316562211075615,4.4312711189936165,53.52222222222222,5.316092959582262,5.166081133710886,5.421772546195237,5.680234589314715,5.513831940460246
641,53.60527777777777,4.9506935771191465,4.854980077818391,4.870955258708023,5.046211199817551,4.952834747863454,53.605555555555554,4.152453748458736,4.2997354976447095,4.360412572999771,4.475735251636468,53.605555555555554,5.365644635052817,5.21374336923264,5.485303544329538,5.72050472624178,5.560869218158685
642,53.68861111111111,4.975726982351317,4.874502650486579,4.893137913127431,5.068932386716588,4.9738798070662025,53.68888888888889,4.20557542748246,4.339930495951625,4.40197146432987,4.510327837418696,53.68888888888889,5.406384689702725,5.264011455593677,5.562185495396701,5.766184056364,5.598106021877615
643,53.77194444444444,4.993887023658687,4.888558852920604,4.912458316224697,5.081801779620359,4.989479791107788,53.77222222222222,4.245403218056927,4.377245171666489,4.437437652077032,4.545447606765231,53.77222222222222,5.453511744091127,5.297084058131036,5.6348172351422505,5.812671142480701,5.637940958428429
