,E007_Time[h],E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_Time[h],E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_Time[h],E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
883,73.8386111111111,0.5079708960210627,1.1215033446738605,0.3414724386386466,0.5641350983306498,0.5081000019929931,73.83888888888889,0.6645029633802431,0.6308404694818017,-0.2730487819539939,0.6108371245424518,73.83888888888889,-0.1017443128762459,0.4076537149123481,0.1869267966645809,-0.0206948720821311,-0.0913578389559512
884,73.92194444444443,0.508262684841854,1.134746723181843,0.3548084326420325,0.5629925127681363,0.5029567290708402,73.92222222222222,0.6638650279111873,0.6355392493759229,-0.281068437677419,0.6071275860115461,73.92222222222222,-0.114780944342911,0.3912209844795841,0.1864946087301455,-0.0317396999126777,-0.0990853209300388
885,74.00527777777778,0.5117088420344562,1.1430981313065849,0.3258030303417637,0.5612325996522477,0.5049659081002196,74.00555555555555,0.6685163635909945,0.6293451110799362,-0.2983325349762424,0.6089290249124496,74.00555555555555,-0.1206583774655603,0.3741735362689137,0.1739662184554281,-0.0496387471817355,-0.1072280238560488
886,74.0886111111111,0.5047088364751773,1.159556888986129,0.3268562149026774,0.5410550499862316,0.4983268860436473,74.08888888888889,0.6776562651724412,0.6240571818062965,-0.3278427611406528,0.6100406334192495,74.08888888888889,-0.1219751790082755,0.3627133363522471,0.1661426845280282,-0.0577905620454749,-0.1029844433564158
887,74.17194444444443,0.4952621362692248,1.1271223152593253,0.3019679697269781,0.5366595545559439,0.5012390087558865,74.17222222222222,0.6748840264088884,0.6188745872247915,-0.3530008068268262,0.6038616023093686,74.17222222222222,-0.127729911672589,0.372042356578218,0.1582250688943923,-0.0719936885258824,-0.0751530708768853
888,74.25805555555556,0.505168208750693,1.1255937282658346,0.3503382784542406,0.5288458039298396,0.5069016209839432,74.25555555555555,0.6797989400542751,0.6113964514625394,-0.3764083660569293,0.6009911209635503,74.25555555555555,-0.1405211340974784,0.3693625745721868,0.1456144367598215,-0.0808466665107563,-0.0769323936865208
889,74.34138888888889,0.4972265204825744,1.1003704452461212,0.3445671249614053,0.5236134884589674,0.5133140663670743,74.34166666666667,0.6790002978631189,0.612221897103995,-0.4008671362191205,0.5984283773658682,74.33916666666666,-0.1521474008593741,0.3632759737362385,0.1325118565884695,-0.1005480317537092,-0.0757208948777059
890,74.42472222222221,0.4856365372567525,1.0884517825414577,0.3368544933627833,0.5109622982769841,0.516875687436778,74.425,0.6782873905905221,0.6135500451909461,-0.4199788180675466,0.5977725581037224,74.425,-0.1564072624721535,0.3547845432491868,0.1251184001033384,-0.1056963158741633,-0.0819170533661456
891,74.50805555555556,0.4733977240940085,1.0736370555939272,0.27700036801005,0.5064919233001401,0.5097858256168066,74.50833333333333,0.6782595079921638,0.6117800152225124,-0.4371451157223452,0.59902284836784,74.50833333333333,-0.1590992653871427,0.3778902780665674,0.1026351422862881,-0.113490046357357,-0.085919343890859
892,74.59138888888889,0.4615095452440125,1.0649255789464194,0.2650047334922509,0.5006020532272876,0.5072438212231563,74.59166666666667,0.6793159388243025,0.6103109251551422,-0.4585677366696404,0.5963784319522766,74.59166666666667,-0.1630219519931193,0.3729951789206432,0.090663161378025,-0.115927746554338,-0.0861262370141883
893,74.67472222222221,0.451171464185332,1.03771666624263,0.2616675746357986,0.4994923775398822,0.5010490134640687,74.675,0.6750559708437792,0.6041418914026253,-0.4804483917615539,0.5852384912544106,74.675,-0.16677386061631,0.3767012523204033,0.076603538878109,-0.1212079356819686,-0.0879361991217893
894,74.75805555555556,0.4389829436254281,1.0414096302270646,0.2273888765044738,0.4851625855019736,0.5042007404400314,74.75833333333333,0.6628788908080154,0.5996720288360762,-0.5065887952161893,0.5824022072749527,74.75833333333333,-0.167953525520391,0.3880105105515627,0.0778573595449545,-0.1353291288229253,-0.0975476924226387
895,74.84138888888889,0.4253434455006545,1.0296037827450362,0.2215686243994263,0.470612366160216,0.5018983391437821,74.84166666666667,0.6605839844750112,0.5951004507839474,-0.525190664617644,0.5770687596179378,74.84166666666667,-0.1773594769064839,0.3917249716765599,0.0684257113958238,-0.1434898369256962,-0.1081591749490331
896,74.92472222222221,0.4140524309762606,1.026898434742663,0.2276068038591699,0.459441408343861,0.5037411454603054,74.925,0.6541705366033481,0.5846262690320242,-0.5538557209160024,0.569037326490728,74.925,-0.1887902409131646,0.3874466595345615,0.053109685706833,-0.1576885668045805,-0.1067691005565853
897,75.00805555555556,0.4075093604463877,1.0304928962668756,0.2221034006595914,0.4500494006647639,0.4971284941668303,75.00833333333333,0.6384378309521872,0.579848593823421,-0.5865856884273422,0.5591070847040123,75.00833333333333,-0.1906443396164553,0.3823776037414569,0.0409103770129518,-0.1677238211396923,-0.1091759189242241
898,75.09416666666667,0.3993136935340733,1.0137864764654083,0.2220584008139428,0.4374360315173751,0.4890597189328329,75.09166666666667,0.6297851502812698,0.5763665338585913,-0.6101822948337314,0.5524772096718071,75.09166666666667,-0.1923202910298271,0.3885198396898641,0.0320288831079999,-0.1751940984769579,-0.1069780755542029
899,75.1775,0.3996648890912474,0.9713784835868052,0.1654717905728431,0.4296009890787482,0.4809341523200393,75.17777777777778,0.6232117763509182,0.5669791962953143,-0.6306472711832259,0.5469468754114564,75.17527777777778,-0.1932166091041988,0.3938754085491263,0.0214663050446499,-0.1852978932281144,-0.10777401177209
900,75.26083333333332,0.3819624051987336,0.9378682249804156,0.2081435564242814,0.4155439613085345,0.4753511257824183,75.2611111111111,0.6227169899220331,0.5656856867487072,-0.6669823518898716,0.54351525454363,75.2611111111111,-0.1915318037279422,0.4016463572653088,0.0086237471344229,-0.2020336956707149,-0.1213621647267705
901,75.34416666666667,0.3768056991662485,0.9236550070963978,0.2070736850936133,0.403064635948987,0.4689099696661886,75.34444444444443,0.6175000707560985,0.5566851092912173,-0.688589274733705,0.5367815182923253,75.34444444444443,-0.2048643807268791,0.403634738561206,-0.007297683052305,-0.2137999919481217,-0.1507409673904515
902,75.4275,0.3751942275324058,0.9087381354857196,0.1974621635435618,0.3879627005249577,0.4666100132098139,75.42777777777778,0.6121602976151761,0.5487765664526278,-0.7116697808607535,0.5373448364848683,75.42777777777778,-0.2068128418642771,0.4250426109363382,-0.0236968746863039,-0.2257952640695135,-0.1641088485586572
903,75.51083333333332,0.37412744606471,0.885316914800156,0.2147089789742198,0.3838378423439033,0.4666505845440062,75.5111111111111,0.6112969482619091,0.5541591592200534,-0.7388256147830317,0.5302043775519096,75.5111111111111,-0.2091756848408516,0.436072038666951,-0.0241727136794959,-0.2362179899098783,-0.1782642328502305
904,75.59416666666667,0.3692048097595597,0.8727906487922877,0.2046141188230467,0.379489748495869,0.4636310106917241,75.59444444444443,0.6081092994595216,0.5474319870379389,-0.7696585243785466,0.5263593085274293,75.59444444444443,-0.2161514032947712,0.4437250918060118,-0.0315240826849476,-0.2502666432100217,-0.1734055407073304
905,75.6775,0.3706257728422504,0.8493586403155047,0.1925775707648699,0.3705181058535143,0.4687506175681719,75.67777777777778,0.6009966269718148,0.5451941478080659,-0.8021702608912938,0.5278087950487326,75.67777777777778,-0.2183384868016531,0.4510038461832192,-0.028349861096877,-0.2705396935765578,-0.1851311883954377
906,75.76083333333332,0.365789788766968,0.8376201913240044,0.1809993227118854,0.3591226010720882,0.4574087299808022,75.7611111111111,0.5957582055631728,0.5364447378895483,-0.8325625789312596,0.515752001356452,75.7611111111111,-0.2171354208745622,0.4037103834049952,-0.0370489250506472,-0.2816356064819139,-0.2246395880033497
907,75.84416666666667,0.3578963102167967,0.8289746028727911,0.1786793628136569,0.3513029205894432,0.4488046716293135,75.84444444444443,0.5979933089985608,0.5325828520988312,-0.8572372364744183,0.512588090294547,75.84444444444443,-0.2153406869640121,0.3608467908544849,-0.0402201474227724,-0.2889528432643306,-0.217129147443183
908,75.93027777777777,0.3545447891037083,0.8154211751176781,0.1650176794571143,0.3438587506260321,0.4419377651056501,75.92777777777778,0.5991012100435197,0.5212075837096943,-0.879395994862739,0.4979162233103078,75.92777777777778,-0.2097527624579691,0.3760151616915601,-0.0468623978309126,-0.2910898611278606,-0.2257982704503711
909,76.0136111111111,0.3547346765685729,0.7975592073152854,0.1870142612665562,0.342189777184906,0.4310073318940063,76.01388888888889,0.5886811804641767,0.5025180244532516,-0.8242406188041742,0.4923355604543439,76.01138888888889,-0.2101701206818443,0.3468175948528238,-0.0645745426338767,-0.3006451131423717,-0.2350453565836681
910,76.09694444444445,0.3450654229811534,0.7769879978230411,0.1824690971036511,0.3306956860517189,0.4130126923708209,76.09722222222221,0.5783324910272339,0.4933132645179449,-0.7795728763726709,0.4922452603805969,76.09722222222221,-0.2135912308984989,0.3386561950515948,-0.0717554449316225,-0.2970170482435424,-0.2184688012251461
911,76.18027777777777,0.3373364779401067,0.771106844099182,0.186382176067434,0.3211761627947228,0.3979531658047809,76.18055555555556,0.5742544114999786,0.4875923925495515,-0.7291945390081662,0.4846444803463383,76.18055555555556,-0.2170145583082472,0.3253330727779285,-0.0822039645652553,-0.2988041112328642,-0.2400669955801941
912,76.2636111111111,0.3357472902729848,0.7599150427027503,0.1937534874943082,0.3050308927647679,0.39522807035682,76.26388888888889,0.5686462106502738,0.4771544956511837,-0.6825073815165842,0.4691323762121611,76.26388888888889,-0.2214385640488483,0.3392503442985963,-0.0807189581170252,-0.300004742777644,-0.242238326677521
913,76.34694444444445,0.3244973080362314,0.7450118892935991,0.1761830209580431,0.2982595610953094,0.3842367230801172,76.34722222222221,0.5495071562465652,0.4781986593832863,-0.6419131820698418,0.4611081024419887,76.34722222222221,-0.2206617051955134,0.3002101316570991,-0.0892992789103363,-0.3032173794109963,-0.2427811773691535
914,76.43027777777777,0.3101859785151846,0.7097966786323862,0.1824707662697789,0.2858618527023989,0.3759784399200995,76.43055555555556,0.5414365150578786,0.468523967763636,-0.5972137222058427,0.4485708121030698,76.43055555555556,-0.2210824347608984,0.262214562673667,-0.0857437770097369,-0.3000404535318524,-0.2408939263304381
915,76.5136111111111,0.3066127482240786,0.696268704580578,0.1838167134780212,0.2766374522846868,0.3700525357144428,76.51388888888889,0.5304335528538187,0.4547295032673384,-0.5486107868284831,0.4449196568659793,76.51388888888889,-0.2172992016951121,0.2686657709452498,-0.092651299220924,-0.3022723934049532,-0.2283749480600368
916,76.59694444444445,0.2987770629060373,0.6522272601004506,0.1668208528686431,0.2597860443234267,0.3558583241930645,76.59722222222221,0.5162975344045712,0.44081434682684,-0.5049061642076481,0.4419537870046223,76.59722222222221,-0.2241104508857136,0.2173658958455262,-0.1062206890907425,-0.3091116231608567,-0.2260226128799337
917,76.68027777777777,0.2956783675330809,0.6242716372550838,0.1220831749648879,0.2513073130824719,0.3401951179781346,76.68055555555556,0.515427723480905,0.4271775778319142,-0.463701645979213,0.433872351396228,76.68055555555556,-0.2381146231577104,0.2139170825248998,-0.114450786907184,-0.31175656279593,-0.2260352869354283
918,76.76638888888888,0.2871161063061249,0.597401127208371,0.0994036705273662,0.2450009426082717,0.3270622285840678,76.76388888888889,0.5072233828541622,0.423618274129671,-0.4247990271450419,0.4268744975213563,76.76388888888889,-0.2481101552735554,0.1829214819104987,-0.1185404296993938,-0.3156056281723522,-0.2200113321951396
919,76.84972222222221,0.271089722654977,0.596415020225008,0.1129823305540548,0.2324666167298815,0.3176589664175238,76.85,0.5012837742962738,0.4159355120245487,-0.370800106072993,0.4209593714638889,76.8475,-0.2446954799331552,0.1551812507061771,-0.1222884512376613,-0.3134572310181216,-0.2023491064510056
920,76.93305555555555,0.2549986592383386,0.5907126056704994,0.1120191462803006,0.2199040190589485,0.3017846407774114,76.93333333333334,0.4862081585797448,0.407728366278323,-0.3177066844969079,0.4159261179110398,76.93333333333334,-0.2526690257738647,0.1112985513925178,-0.1290936820334225,-0.3197097789270402,-0.2074469633182814
921,77.01638888888888,0.2506423579438075,0.5678931720111571,0.096114109178818,0.2093128329897288,0.2960385598548858,77.01666666666667,0.475595795477664,0.3963959101101028,-0.2733205675166243,0.4147738801533454,77.01666666666667,-0.2382292173704859,0.0812755522268235,-0.1285549493392643,-0.3255616753587299,-0.2179032522355447
922,77.09972222222221,0.2462202598878725,0.538756006814104,0.0740672109596879,0.2002927416990703,0.2874200307333464,77.1,0.4716459437636949,0.3837372151963251,-0.232243563597965,0.4111018000846728,77.1,-0.2593744752352728,0.0839144272431263,-0.141471077148919,-0.3250113196386224,-0.2161163184646858
923,77.18305555555555,0.2419318054159152,0.5015003967472667,0.0908784435703602,0.1960434281464293,0.2761283593884476,77.18333333333334,0.453957861212089,0.3691513516707647,-0.189877484572745,0.3971090182022145,77.18333333333334,-0.2699032158179255,0.0780173562521889,-0.1604408861972679,-0.331257106957961,-0.220284503090915
924,77.26638888888888,0.2409764341022146,0.5039256275793851,0.0797477991956531,0.1803645750738556,0.2657628506880811,77.26666666666667,0.4505308045976715,0.3698373881245271,-0.1408241456387702,0.3865946736064892,77.26666666666667,-0.2772138515055957,0.0335865248414875,-0.1612631939603427,-0.3456974283738055,-0.2466061430227653
925,77.34972222222221,0.2413535847499424,0.4860309841800001,0.0802752702577515,0.1656558650060028,0.2533228083923912,77.35,0.4345640296958519,0.3599943916060493,-0.1010853653598337,0.3711579040013474,77.35,-0.2675047906228832,0.0004241243752363,-0.1669368146553217,-0.3519306708090256,-0.2580795709920829
926,77.43305555555555,0.2356626953911638,0.4774157505194632,0.0664608494162074,0.1661169802501208,0.2470075351537681,77.43333333333334,0.4310567912826188,0.3526214276211038,-0.0548629656657226,0.3645978456939598,77.43333333333334,-0.2769744374318389,-0.0074676480056331,-0.1722605592405314,-0.3567552170523016,-0.273103115554033
927,77.51638888888888,0.2303032032868368,0.4576792096689355,0.0331045295679438,0.1473476028960626,0.2346163325168466,77.51666666666667,0.4178083431345412,0.3431175601327976,-0.0099587718522115,0.3527136335948272,77.51666666666667,-0.2732211921319611,0.0027134106165379,-0.1792332354154434,-0.3627694457581311,-0.2582751010871055
928,77.60249999999999,0.2204745449268154,0.4362206438003836,0.0232063038472494,0.1443474148162797,0.2285485009185091,77.6,0.4048179380287653,0.3398818515615659,0.0294253874189371,0.340504401217779,77.6,-0.2682434508601971,0.0331695089361351,-0.1874536476206829,-0.3627717314468248,-0.2635938477931
929,77.68583333333333,0.2001761560298479,0.4194393341865811,0.0197661656257809,0.1395160976658226,0.2174033396878857,77.6861111111111,0.3854848277430225,0.3347133627851775,0.0746876801199687,0.3233692806799694,77.6836111111111,-0.2778396056909428,-0.0184971385757291,-0.1867205970380173,-0.3611604445045009,-0.2900576716971391
930,77.76916666666666,0.1898074715435741,0.3881345612011109,0.0047841085125628,0.1220533328823446,0.2003801470463551,77.76944444444445,0.3780082630556232,0.3284111531387378,0.1136262708571371,0.309707402701881,77.76944444444445,-0.2776080446360475,-0.0696843116712176,-0.1942328815903665,-0.356333951183093,-0.2936648846476639
931,77.85249999999999,0.1799679256445296,0.3825056043183629,0.013260126353989,0.1011588016860971,0.1904782201075416,77.85277777777777,0.3639874937454537,0.3223742804146837,0.1492393208707096,0.3013178966073222,77.85277777777777,-0.2839471516448025,-0.058589784325772,-0.1919892959417946,-0.3522906136003508,-0.2808137943164347
932,77.93583333333333,0.1668569517381417,0.3673517421135359,0.0045942132338211,0.0896321850799327,0.1838968548773137,77.9361111111111,0.3550217685919862,0.3144018008627853,0.1885249880349602,0.2883998903234304,77.9361111111111,-0.2896553066039546,-0.1024113247380996,-0.1921886314975206,-0.3496287897398316,-0.2805027041985288
