,E007_Time[h],E007_6803_deltaKaiC3_rep1,E007_6803_deltaKaiC3_rep2,E007_6803_deltaKaiC3_rep3,E007_6803_deltaKaiC3_rep4,E007_6803_deltaKaiC3_rep5,E008_Time[h],E008_6803_deltaKaiC3_rep1,E008_6803_deltaKaiC3_rep2,E008_6803_deltaKaiC3_rep3,E008_6803_deltaKaiC3_rep4,E011_Time[h],E011_6803_deltaKaiC3_rep1,E011_6803_deltaKaiC3_rep2,E011_6803_deltaKaiC3_rep3,E011_6803_deltaKaiC3_rep4,E011_6803_deltaKaiC3_rep5
502,41.98305555555555,0.6137729681298818,0.8572952099404529,0.0018182287547136,0.5783347325813801,0.6061832680911979,41.98333333333333,0.6523939310680031,0.6755521482922517,0.5315714934950904,0.7044942639067072,41.98333333333333,-0.3548310404890378,0.0549951790181904,-0.2857048355903449,-0.4000685124008965,-0.3198426319057948
503,42.06638888888889,0.6123639132454106,0.8552443996615076,-0.0006041471937158,0.5759276825331558,0.6031251147541136,42.06666666666666,0.6481071826272187,0.6654711782032814,0.5373697810069763,0.700691718347749,42.06666666666666,-0.3577670779051135,0.0473746700527732,-0.2881183157105069,-0.3956119884153157,-0.319499042739253
504,42.14972222222222,0.6054554706966543,0.8526952874832302,-0.0173442317499121,0.5750052122747658,0.6017876083478486,42.15,0.6383056757515128,0.6665175605530351,0.5363215380513384,0.7004062946045069,42.15,-0.3605943439777456,0.0400107480124517,-0.2965942082319459,-0.3936619874259379,-0.3228399010859817
505,42.23305555555555,0.6010474031513463,0.8512475359359241,-0.0248021321862058,0.5727670956388735,0.593970517888857,42.23333333333333,0.6239890859725918,0.6724910103101251,0.5296263597801545,0.6952377169834664,42.23333333333333,-0.352712953302871,0.0299031780366749,-0.3057326960896485,-0.3938186327142779,-0.337665293884081
506,42.31638888888889,0.6019394725061153,0.8461008066507003,-0.0315779555375588,0.5692131062407432,0.5882736112858409,42.31666666666666,0.6193570878227431,0.6749912409004958,0.5280838379794113,0.6947857083944391,42.31666666666666,-0.3547230164138767,0.0242517310416132,-0.3007339589597485,-0.3898820434276649,-0.3393753038949693
507,42.39972222222222,0.5991314398864831,0.8392547603594768,-0.0316718086015641,0.5603430174782371,0.5910966553397505,42.4,0.6050093548348313,0.6688179642074243,0.5288935610691067,0.695049990350564,42.4,-0.353824639781597,0.0198561837201645,-0.3013981732595295,-0.387652334579239,-0.3357700097033841
508,42.48583333333333,0.5982230656468677,0.8447090568949809,-0.0350837979384494,0.5553566025318193,0.5906394157437811,42.48333333333333,0.6003455595423042,0.6595708905715202,0.5246551141032489,0.6934302829683087,42.48333333333333,-0.3594179258143168,0.0179163185419525,-0.2969255121474209,-0.3753296170479547,-0.3380494857173823
509,42.56916666666667,0.5960141093705784,0.8412633551907465,-0.0468140298710728,0.5534536343645519,0.5951016570833755,42.56944444444444,0.5903653734791884,0.6576497287907267,0.5175680787698553,0.6875263049674645,42.566944444444445,-0.3509029728577695,0.0136319237533262,-0.2989161455230022,-0.3725139975785777,-0.3414138021683368
510,42.6525,0.5963043298698194,0.8413173132811165,-0.0554626104849251,0.5460338857221003,0.5944831428362223,42.65277777777778,0.5820684671800915,0.6560541861203194,0.5118320333909543,0.683937773671153,42.65277777777778,-0.3514798751951388,0.0110027933773591,-0.3045702400270006,-0.3694055787816865,-0.3456630251109401
511,42.73583333333333,0.592693485185688,0.8316705883012384,-0.0562296456281285,0.5396971291327268,0.5919836353722596,42.73611111111111,0.5716545101802005,0.6507839682729076,0.5020465529225828,0.6754644050058219,42.73611111111111,-0.3499487230470571,-0.0003712727861483,-0.3060879590412907,-0.3704044591336742,-0.3359972164232038
512,42.81916666666667,0.5941813325881766,0.8321228364870706,-0.0651152409114383,0.5352431369072954,0.5888028959536702,42.81944444444444,0.5683231710152841,0.641238779418432,0.49321120895479,0.6671059135012443,42.81944444444444,-0.3559096025716041,-0.0012904691606707,-0.3120694626888946,-0.3723107329767453,-0.3246164338064579
513,42.9025,0.5891676285761713,0.8282737131753783,-0.0745195017082403,0.5282716811392683,0.5857406847348849,42.90277777777778,0.5522741172216892,0.6328183221841692,0.4823255697116331,0.6640620122905225,42.90277777777778,-0.3465625958643112,-0.0043549843929554,-0.3131149078339849,-0.3727244905189162,-0.325120730785349
514,42.98583333333333,0.5858521288774512,0.8241228728037334,-0.0736425331545536,0.5217825337047091,0.5855967607625794,42.98611111111111,0.5399070153363441,0.6181222976547247,0.47498920005118,0.6505324131100848,42.98611111111111,-0.3465077809581583,-0.0147650013530273,-0.3200244480818794,-0.3752458178340186,-0.3407101567078444
515,43.06916666666667,0.5834345884486897,0.8174699689105177,-0.07988444014903,0.5119754662622816,0.5843708819756792,43.06944444444444,0.5294215308967573,0.6089504053720413,0.4708016614655099,0.6367168262996868,43.06944444444444,-0.3503452318235747,-0.0215206971341831,-0.3259982337790462,-0.3768747968616936,-0.3257847567452295
516,43.1525,0.5861147614754549,0.817714654134917,-0.0828453273529527,0.5068502502532479,0.5792628052053552,43.15277777777778,0.5140173284410171,0.6035023433353911,0.4567625120807105,0.6260149608024106,43.15277777777778,-0.3518750183684369,-0.0258222430529946,-0.3346364120131007,-0.376211505407398,-0.2975445718921065
517,43.23583333333333,0.5818924013722074,0.8102565802169285,-0.0991252991902366,0.4970066569014719,0.5782722861750252,43.23611111111111,0.4988940715077937,0.6005778080013813,0.4426713066568806,0.6202265241646664,43.23611111111111,-0.3540972064380729,-0.0328698046493076,-0.346939126612806,-0.3786560171423992,-0.315389638966398
518,43.32194444444444,0.5705672607823039,0.8008953979973559,-0.1095244598474289,0.4852444572134166,0.5727990795003526,43.31944444444444,0.4866514226363351,0.5875764942839499,0.4291275965881289,0.6147512225361906,43.31944444444444,-0.3486118578152598,-0.0408635416862415,-0.3553065181480731,-0.3816084016037792,-0.3733199906093443
519,43.405277777777776,0.5615390915779928,0.7900307574178113,-0.1134429132737091,0.4815634219781455,0.5696429386892501,43.40555555555555,0.4672890433664712,0.57589809555437,0.4105309299025731,0.5941887606700474,43.403055555555554,-0.3542190302202226,-0.0560036081501926,-0.3561387239299615,-0.3790687241944307,-0.3761356552855039
520,43.48861111111111,0.5622076448604163,0.779662307520713,-0.1266807631808894,0.4753633217673209,0.5706036161418759,43.48888888888889,0.4544065942386104,0.5547423036412471,0.4000808512623416,0.5847388419226278,43.48888888888889,-0.3513187773106357,-0.0660901522508305,-0.3698358780106805,-0.3828370461830617,-0.3490366572827525
521,43.57194444444444,0.5593726709596116,0.7727896964492869,-0.1340381130434122,0.4648439269352061,0.5614808631506352,43.57222222222222,0.4408037347937441,0.5339088088305186,0.3911769019635733,0.5692011682536484,43.57222222222222,-0.3601111486816244,-0.0747233164210985,-0.3677981111835841,-0.3827134247041915,-0.3440230167122871
522,43.655277777777776,0.5516339194345103,0.765412571447568,-0.1487150660983542,0.4566050076186641,0.5518744299001807,43.65555555555555,0.4204801235734423,0.5147972998654564,0.3740186199364171,0.5541754402261545,43.65555555555555,-0.3593961898657618,-0.0871032373172141,-0.3792255509831757,-0.3898979127581515,-0.3418947495086217
523,43.73861111111111,0.5497911390729366,0.757330578860399,-0.1651117253454231,0.448646333737158,0.5437840654674099,43.73888888888889,0.4026354181198546,0.5044074639466635,0.3602055397450323,0.5404613570065184,43.73888888888889,-0.3587739423330696,-0.0968300458186706,-0.3865183216851086,-0.3955905592110873,-0.3448518674295894
524,43.82194444444444,0.5502440778916089,0.7549433641334287,-0.1802281935469591,0.4411676749927508,0.5286095178214705,43.82222222222222,0.390469274975711,0.4877389867320766,0.3427371925875866,0.5226586163644394,43.82222222222222,-0.3600444434910195,-0.1093038670282345,-0.3988765443061823,-0.4019914087949548,-0.3518943780563387
525,43.905277777777776,0.5409924831361407,0.7484505718131153,-0.1876645732279343,0.4325688008701049,0.526750533823754,43.90555555555555,0.3771813496843235,0.4741915523369664,0.3406131062962589,0.5099669146729437,43.90555555555555,-0.3554077266845337,-0.1211248202719463,-0.4091003366043442,-0.4103005021075257,-0.3500222847933412
526,43.98861111111111,0.5366361012810371,0.7466518455467248,-0.2000209666759531,0.4258494806364839,0.5180068592279005,43.98888888888889,0.3623712967895834,0.4605648433339348,0.3324328053372386,0.4953859469083839,43.98888888888889,-0.3712638211959807,-0.1378930190991224,-0.4119898130786908,-0.4103178756123822,-0.3534355868683837
527,44.07194444444444,0.5275746780296994,0.7431468280823288,-0.2152974759412513,0.4194094833417491,0.5081782386797962,44.07222222222222,0.3488387698359615,0.447258540752918,0.3221958108107248,0.4787154066504404,44.07222222222222,-0.3712127522451799,-0.1494085712823522,-0.4169450849694659,-0.4042435616389213,-0.4205342793325735
528,44.15805555555556,0.5196079583144217,0.7395351612688081,-0.2228942028366976,0.4096485778183651,0.4936644157175751,44.15555555555555,0.3321834213685092,0.430072324081184,0.3077016404509266,0.4645549860821198,44.15555555555555,-0.366254540989401,-0.1672715788174997,-0.428966260258062,-0.4070775883823507,-0.4295183530603332
529,44.241388888888885,0.5061356862963919,0.7310164860558526,-0.207611248937792,0.3975665326813944,0.4854651327716177,44.24166666666667,0.3166049029328592,0.416405871263334,0.2903498086260623,0.4503043759897575,44.23916666666666,-0.3813892045233609,-0.1768821379237045,-0.4264534436670193,-0.4016199799036918,-0.4823877947494076
530,44.32472222222222,0.4961576053656922,0.7239904424939569,-0.1948487155826678,0.3943631163285002,0.4787801311645503,44.325,0.2999028650752233,0.3968588587013033,0.2779398263383626,0.4335632657630144,44.325,-0.3760167558792261,-0.1810403390433794,-0.425406736660026,-0.3998707561297801,-0.4803425869208574
531,44.40805555555556,0.4832734581412985,0.7086566697344258,-0.1872067038720894,0.3822380969399441,0.4694091511112471,44.40833333333333,0.2768769573423928,0.3744309612543582,0.2560712012240657,0.410131343394879,44.40833333333333,-0.3765372040266129,-0.1867462668422121,-0.4294262374419191,-0.3958299328532605,-0.4781827079190633
532,44.491388888888885,0.4708829864710812,0.6998148060293705,-0.1696853146694531,0.3725912424785886,0.4575519317188294,44.49166666666667,0.2581268282817409,0.3579218522391005,0.237743437553421,0.3980082954816661,44.49166666666667,-0.3761505538725873,-0.1892000002091635,-0.432312040958683,-0.3924975217325943,-0.4811081319117243
533,44.57472222222222,0.4641859314318033,0.689064488731711,-0.1466846486007893,0.3644223206898984,0.4442082109866649,44.575,0.2390521254412202,0.3313312034294625,0.2255560362306886,0.382393807223019,44.575,-0.3758568062616632,-0.2104016122564701,-0.4334642388974493,-0.3906735302920521,-0.4881188288898561
534,44.65805555555556,0.4547820333291219,0.6812053542951737,-0.1422048060547576,0.357931099101934,0.4263777258063677,44.65833333333333,0.2200524953693637,0.3102586850567098,0.2125084947941372,0.3576875624219069,44.65833333333333,-0.382255957975804,-0.2229511703196425,-0.4464829196864998,-0.3901579619217211,-0.4890147646677945
535,44.741388888888885,0.4408710316975885,0.670437038274293,-0.1370458871826532,0.3465173450253589,0.4108602119617998,44.74166666666667,0.1949275836152854,0.2939039658094424,0.1962003074160463,0.3434892434846249,44.74166666666667,-0.3847480017344224,-0.2340487359574661,-0.4567681684952618,-0.3845508158774977,-0.4901959008831937
536,44.82472222222222,0.4354526653006502,0.6521591753244123,-0.1246079918983992,0.3353808255534366,0.4000554041290703,44.825,0.1816770347286772,0.2730667128335915,0.1818309649027065,0.3227985314207988,44.825,-0.3847329261943809,-0.2470943649519995,-0.461920067234313,-0.3836520872810923,-0.4836621949970253
537,44.90805555555556,0.4197266721306448,0.6375713992016803,-0.1116912198785542,0.3243213075620283,0.3909630358765329,44.90833333333333,0.1575004922598143,0.253146591732422,0.1649999546944161,0.3042151058433789,44.90833333333333,-0.3770107159499906,-0.2564881073085764,-0.4691386945553786,-0.3860617671200288,-0.4808136002935799
538,44.994166666666665,0.4114927894088055,0.6196733427630557,-0.0968956705623072,0.3043385577095975,0.3749828396647913,44.99166666666667,0.1363975987595499,0.2333432665665316,0.1445067608654858,0.280538644968643,44.99166666666667,-0.3757813515330115,-0.2626300072558047,-0.4824241258513309,-0.385179842247643,-0.4786500658804675
539,45.0775,0.3973507535852599,0.6012646379663046,-0.0806214431514798,0.2938323424372063,0.3571145468466934,45.077777777777776,0.1135679957793193,0.2096563998538516,0.1303508641242348,0.263968825616195,45.07527777777778,-0.372444809412654,-0.2673201032455672,-0.4823764332561912,-0.3850062953830844,-0.4867715366886147
540,45.16083333333333,0.3897003003390291,0.5891449158700006,-0.0714686366105252,0.2768024279685167,0.3471578876673353,45.16111111111111,0.0910113238711362,0.1874856525696441,0.1189317418129928,0.2377053232089672,45.16111111111111,-0.3678010619955761,-0.275158427953021,-0.4891956856451289,-0.3841411051113141,-0.4745779534722686
541,45.244166666666665,0.3757411645780275,0.5711138066335231,-0.0764373496665297,0.2692485803097915,0.33471259126406,45.24444444444444,0.0707272225875952,0.1792306841465074,0.1044488679081007,0.2157478117732175,45.24444444444444,-0.367050077625887,-0.2897450082765971,-0.4938819486344615,-0.3821842458831066,-0.4768692528089928
542,45.3275,0.3610730804390648,0.5503709395170626,-0.0587276808092116,0.2503705652498936,0.3207783856664573,45.327777777777776,0.0479153304818718,0.1656911524743691,0.0855017130199081,0.1984959639385333,45.327777777777776,-0.3753918205851431,-0.3022798653380005,-0.5030352845816528,-0.3825356880150486,-0.48244536709967
543,45.41083333333333,0.3438957812878415,0.5415159428816134,-0.0551397282909204,0.2337681483602861,0.3087549977963638,45.41111111111111,0.0287752851077213,0.1474667139004929,0.0716897443927752,0.1869494509378272,45.41111111111111,-0.3752262510923514,-0.3135630144822131,-0.5062557525853175,-0.3881953976895409,-0.4969062245685034
544,45.494166666666665,0.3500089997189571,0.523148444188982,-0.0470735901266392,0.2174410949950302,0.2934421534678622,45.49444444444444,0.0077067230194783,0.1253570232294748,0.0534124259050713,0.1689079426073395,45.49444444444444,-0.3791533253039676,-0.3271944652774869,-0.507343408485216,-0.3887633369547956,-0.4946517492630112
545,45.5775,0.3308124675559004,0.5032680700017796,-0.040729364093981,0.1985891702907891,0.2832395773872834,45.577777777777776,-0.0092907202279401,0.1047617337232418,0.0352692180691781,0.146771107386637,45.577777777777776,-0.381372995313896,-0.3377742215153512,-0.5068983048622591,-0.391639463724838,-0.497481861054033
546,45.66083333333333,0.3109059158510559,0.4836744459834246,-0.0353071477331929,0.1898121391668248,0.2663469931532048,45.66111111111111,-0.029417410079039,0.086480497101055,0.0210595780314844,0.1279386123186133,45.66111111111111,-0.4002852091534902,-0.348102281210609,-0.5095204910385032,-0.3930237317795059,-0.5021964756357243
547,45.744166666666665,0.2928890748857021,0.4701671968981453,-0.0226070383471529,0.1725097663249991,0.2567641232564497,45.74444444444444,-0.0498737129777426,0.0663129635395096,0.0059829595723908,0.1152101230494905,45.74444444444444,-0.4060899107915542,-0.3623786366013372,-0.522010013077154,-0.3909160907644503,-0.4947955045255605
548,45.83027777777777,0.2719616741700106,0.4483459466109771,-0.0132291330013715,0.1576818162497741,0.2376906890800895,45.827777777777776,-0.0736599963673934,0.0562587816725317,-0.0157611868936913,0.0951853038288167,45.827777777777776,-0.4159870401343397,-0.3684032741488892,-0.525966913782566,-0.3855164861911351,-0.4772788550643354
549,45.91361111111111,0.2525234424430483,0.4302103180877613,-0.0085735285239918,0.1483280532082133,0.2259264108994411,45.91388888888888,-0.0891766286907558,0.0333175985913811,-0.0293734143183434,0.0742638175094673,45.91138888888889,-0.4227765330255499,-0.3797761745378898,-0.5323912327002405,-0.3866248594368364,-0.5006464304161606
550,45.996944444444445,0.2313741076727752,0.4155599333951507,-0.0204403215057892,0.1296482412499775,0.2076710078820709,45.99722222222222,-0.1026239793900119,0.0108890598446504,-0.051454279019133,0.0506453255476445,45.99722222222222,-0.4206583212463345,-0.3958973126762402,-0.5386830061168282,-0.3820411477446436,-0.5018981295684687
551,46.08027777777777,0.2177133970560442,0.4001944137006019,-0.0126296083001688,0.1170421442073304,0.1941241980877887,46.08055555555556,-0.1204024189067651,-0.0128271905617339,-0.0692043406796204,0.0303294880028777,46.08055555555556,-0.4272323325152933,-0.4141666576951149,-0.5462422670601252,-0.3841652842234578,-0.5002338473320072
552,46.16361111111111,0.1947410370186038,0.3877133792723812,-0.0063414850231709,0.1013095256951341,0.1794856984686534,46.16388888888888,-0.140512318682038,-0.0346315101645132,-0.0810241623493556,0.0085159635380232,46.16388888888888,-0.4266984904884753,-0.4237841729489634,-0.5586690452990786,-0.3865971978479952,-0.4898534743408425
553,46.246944444444445,0.1770567532150949,0.3713164494795621,0.0092239524465343,0.0832501491108493,0.1647552248689711,46.24722222222222,-0.1695540511562724,-0.049524258043096,-0.0961143104438764,-0.0089955905807353,46.24722222222222,-0.4256567147593807,-0.4391498160155112,-0.5619633673437825,-0.396136813458781,-0.4923568970523609
554,46.33027777777777,0.159860270529054,0.3542032427920254,0.0336666084676425,0.0646637776345382,0.1443324920252924,46.33055555555556,-0.1833279897693309,-0.0671057948195579,-0.1140753547447127,-0.0344055184838869,46.33055555555556,-0.4287069208589559,-0.4572635386957541,-0.5581252564454787,-0.4017840517621562,-0.4837439977472672
555,46.41361111111111,0.14115131307291,0.3287733767804617,0.0363863876362199,0.0421501742288651,0.1326172135664179,46.41388888888888,-0.201634508960495,-0.0883764826586412,-0.1273078683993844,-0.0547141656985947,46.41388888888888,-0.4316490202555973,-0.4649252870139651,-0.5609547325965577,-0.3997388293302743,-0.4874146545295837
556,46.496944444444445,0.1213296041879869,0.3098264681163665,0.0365831947856985,0.0255091016390897,0.1224091020133934,46.49722222222222,-0.2210739841684666,-0.1057366852677569,-0.1438124279213997,-0.0865218791486934,46.49722222222222,-0.4292829203551513,-0.4719350012176909,-0.5774518125305577,-0.3990010586010993,-0.4909687413266533
557,46.58027777777777,0.0989948664445024,0.2979621325720445,0.0482569349868776,0.0167403223930752,0.0979078687795102,46.58055555555556,-0.2368467918313662,-0.1275867678969803,-0.1635896131902569,-0.1106290071546909,46.58055555555556,-0.4286085245009138,-0.4846926157777523,-0.585816509722165,-0.4029706478784113,-0.4952061278891346
558,46.66638888888889,0.0715468216415656,0.2679799850206081,0.0612075135479266,-0.0003564011987172,0.075913224170309,46.66388888888888,-0.2589533093867364,-0.1511270973390555,-0.1854400074514461,-0.1342358994337702,46.66388888888888,-0.4254257319736285,-0.4925980593882463,-0.597448834387214,-0.4034475013318008,-0.4691266797910054
559,46.74972222222222,0.0523851908071822,0.2486796394359767,0.0778348360143814,-0.0181813070432239,0.050424877383576,46.75,-0.2803939152715369,-0.1749580419293938,-0.2053641973164457,-0.1541429070997834,46.7475,-0.4335344379914886,-0.5060512549665408,-0.6057487934826874,-0.4016315189966707,-0.4693302584295622
560,46.83305555555555,0.0263096941982514,0.2268607088928787,0.0867388081691472,-0.0391346332647848,0.0326425365093452,46.83333333333333,-0.3045689889221491,-0.2022799715460718,-0.2175627727627249,-0.1717503826632589,46.83333333333333,-0.4351345337101377,-0.5198521196532813,-0.6143163907067164,-0.3997225967742395,-0.4498167210254206
561,46.91638888888889,-0.0014799486994331,0.2111228055668489,0.0933193360324951,-0.0568166182051365,0.0159659085298962,46.91666666666666,-0.3266789107743729,-0.2222932576098361,-0.2316363271337422,-0.1920586800313965,46.91666666666666,-0.4314259062226676,-0.5274005648123858,-0.6225516264985789,-0.395920626431535,-0.4559859206225132
562,46.99972222222222,-0.0275840191711852,0.1882655407342305,0.1029763258620658,-0.0762275004234184,-0.0024053006802436,47.0,-0.3501240622634289,-0.2383982730840978,-0.2471854571389474,-0.2090681545080686,47.0,-0.4292084385596189,-0.5366964960310481,-0.6310544980387034,-0.3992254956013989,-0.4604377060880921
563,47.08305555555555,-0.0470027992734241,0.1684885247721742,0.1091096841528661,-0.0963675186961675,-0.0220713863543003,47.08333333333333,-0.3673048258239568,-0.2575953924749359,-0.266010762853777,-0.2373791627938221,47.08333333333333,-0.4340820096889825,-0.5555398131197364,-0.6386249992486615,-0.399837087782488,-0.4605719221127287
564,47.16638888888889,-0.0763365718336762,0.1461913671586388,0.0995193176372719,-0.1160369120173229,-0.0376326448332529,47.16666666666666,-0.3848215848900164,-0.2752849918310971,-0.2803128477196606,-0.2639920629858746,47.16666666666666,-0.4298464945161981,-0.5685304101121922,-0.6376631207911783,-0.4029552823392681,-0.4333884092103107
565,47.24972222222222,-0.100585620450572,0.1267736764723896,0.1076051332850277,-0.1366359195982219,-0.0614893735658339,47.25,-0.4058747238950874,-0.2902674487439952,-0.2956923185440172,-0.2805072145781191,47.25,-0.4255017638841547,-0.5768681752654305,-0.6447688500701253,-0.3981799545020204,-0.4430870037180449
566,47.33305555555555,-0.12455022949385,0.1012350603930026,0.0995670383032449,-0.155364780867603,-0.0814418711085287,47.33333333333333,-0.425264628272068,-0.3153431423477099,-0.3141497855002547,-0.2981249784611198,47.33333333333333,-0.4242476845731903,-0.5879529910597427,-0.6527421712305193,-0.401510975366839,-0.461467537796459
567,47.41638888888889,-0.1468306841043533,0.0729751257008576,0.1064049401364029,-0.1782237354716048,-0.1020904371255753,47.41666666666666,-0.4395916844532776,-0.3363124533189898,-0.3296858621277704,-0.321045716922115,47.41666666666666,-0.4228841193010912,-0.6029847341986931,-0.6547830651585287,-0.4019482118956273,-0.4657298394293951
568,47.5025,-0.1646272701940318,0.0509934782771445,0.1191187464663487,-0.1926130232737657,-0.1192353723889656,47.5,-0.4564562798704555,-0.3499757638772479,-0.3403011653319544,-0.3448697936450152,47.5,-0.4204109267230944,-0.6173632756091219,-0.6636915094814704,-0.4002915269161059,-0.4680737324240169
569,47.58583333333333,-0.1853402744459423,0.0278897231038605,0.1261083652122976,-0.2163328843550235,-0.1418769787784445,47.58611111111111,-0.4740588029547599,-0.3683334577845665,-0.3489963153841842,-0.3629975737104043,47.58361111111111,-0.4176279614318861,-0.626288480441143,-0.6696674785678045,-0.4047407791218064,-0.4682990364108047
570,47.66916666666666,-0.2129699843142469,0.0054634642638098,0.1329737045308336,-0.2415835590137161,-0.1694155592815091,47.66944444444445,-0.4915996431367683,-0.3855859203456953,-0.3631719359218271,-0.382829423595539,47.66944444444445,-0.4151350739576003,-0.6405602080681434,-0.6741109435271437,-0.399495823072071,-0.5042055668435591
571,47.7525,-0.236716688024212,-0.0134856950593938,0.1269146728159062,-0.2593652877655822,-0.1868514179934116,47.75277777777777,-0.5084791908464793,-0.3927335384080482,-0.383828653948243,-0.4025657111743471,47.75277777777777,-0.4111321107678213,-0.6515783120867862,-0.6816218722102486,-0.3985565091920569,-0.4909931349993962
572,47.83583333333333,-0.2599806745722133,-0.0405581525813322,0.1401311786988349,-0.2708783113437616,-0.2015848601171556,47.83611111111111,-0.5278978375133103,-0.4007767003617102,-0.3993670998327792,-0.4196068057174326,47.83611111111111,-0.4090189142675819,-0.6599426403170089,-0.680000229209025,-0.3985226837727345,-0.4896615479787539
573,47.91916666666666,-0.281962233725731,-0.0587543069167758,0.1502231310483062,-0.2883228706987908,-0.2132161919634976,47.91944444444445,-0.5420559755660993,-0.4241157961394294,-0.4143879073107729,-0.438353077892071,47.91944444444445,-0.4099953227993654,-0.6750530348020204,-0.6754459758565293,-0.3941941889708852,-0.4920106087053857
574,48.0025,-0.3066616560233511,-0.0822745575796891,0.1655904389703754,-0.3104992069986085,-0.2295457209509491,48.00277777777777,-0.5629539984331031,-0.4379512172166239,-0.4304917134835528,-0.4584048997622103,48.00277777777777,-0.4078611706431024,-0.6833093318083088,-0.6751590702269636,-0.3929708628091055,-0.4890401159263671
575,48.08583333333333,-0.328479232774768,-0.1041193049832286,0.1776330118084649,-0.3302075616285541,-0.251773755605772,48.08611111111111,-0.5807923005419993,-0.4586833566113779,-0.4494791588184364,-0.4747626447884717,48.08611111111111,-0.4096162880161744,-0.6917113618256326,-0.6853394671356825,-0.3868525391758033,-0.4893498642120874
576,48.16916666666666,-0.3582152560607783,-0.1278889504397442,0.1863507591433659,-0.3510481761913658,-0.2709006055619845,48.16944444444445,-0.5945712773198831,-0.473912608884441,-0.4653508871487316,-0.4944266878281492,48.16944444444445,-0.4042605010734104,-0.6944589495670278,-0.6937871181391848,-0.3880390478251974,-0.4867396439562577
577,48.2525,-0.3818700187332882,-0.1465838961607766,0.2017435907932354,-0.3704212925071815,-0.2847265815613558,48.25277777777777,-0.6126913251932731,-0.4986393701392336,-0.4877075456737356,-0.5105974051352111,48.25277777777777,-0.4077936319070915,-0.7065519139688008,-0.7057019715351169,-0.4005302143773225,-0.5082092413759067
578,48.33861111111111,-0.402643814415308,-0.1774045452570589,0.2086114168136009,-0.3937271526135399,-0.2940519954534089,48.33611111111111,-0.6271528415881047,-0.5142640380218393,-0.504549784958736,-0.5286751743602971,48.33611111111111,-0.4174154985469431,-0.7111900681905365,-0.7122839723622759,-0.3945258603180241,-0.3619584385113819
579,48.42194444444444,-0.4285369375009548,-0.2023513017385174,0.1947541474973558,-0.4107659987653805,-0.3082771601954202,48.42222222222222,-0.6447562249297347,-0.5385870117210106,-0.521878258935011,-0.5534603745507196,48.41972222222222,-0.4159259149601451,-0.7263732196150898,-0.7199330624006064,-0.3952258029989611,-0.3599870132263481
580,48.50527777777778,-0.4535496831554513,-0.22962457051427,0.1807716933747621,-0.4293380734350408,-0.3266023898524171,48.50555555555555,-0.6665018746429383,-0.5528086919681686,-0.5386936248998285,-0.5709533861504658,48.50555555555555,-0.4181246910513237,-0.7391011698485961,-0.7294491801711986,-0.3954298556376051,-0.3132947392077891
581,48.58861111111111,-0.4748823473151269,-0.2486247573926265,0.1618639652134498,-0.441643619312259,-0.346027999597184,48.58888888888889,-0.6845901911519088,-0.5713294810373987,-0.5445965435164442,-0.5939545910001944,48.58888888888889,-0.4224116326625539,-0.7471737147204585,-0.7330322609362959,-0.4013378273172419,-0.314681385966009
582,48.67194444444444,-0.4961352266874177,-0.2679522690810897,0.1416308740184166,-0.464082879304174,-0.3653543057102551,48.67222222222222,-0.703421575880264,-0.5883497827454557,-0.558587678814107,-0.6168643723372368,48.67222222222222,-0.4247865415733621,-0.7585906442833596,-0.7364822366992827,-0.405749522986966,-0.2939467188346258
583,48.75527777777778,-0.5159086187508654,-0.294207513186356,0.1062723310320285,-0.4880560965353263,-0.3829816255799191,48.75555555555555,-0.7141964312510369,-0.5936700024517592,-0.5722676981880546,-0.6348831147955987,48.75555555555555,-0.4232492155007223,-0.7565517428132541,-0.7407990362046986,-0.4100647434616884,-0.2888904989705815
584,48.83861111111111,-0.5406028217551158,-0.3183908982143105,0.0897882477340192,-0.507163514347653,-0.3961102777022175,48.83888888888889,-0.7289151606866854,-0.6078905470583971,-0.5832372723995132,-0.6500112044059576,48.83888888888889,-0.4151994480990583,-0.7640567888093706,-0.7485825849382264,-0.4058832854221322,-0.2859124833541323
585,48.92194444444444,-0.5684181347209232,-0.3369028335700334,0.0781785358414901,-0.5238053763004931,-0.4069405816809454,48.92222222222222,-0.7371781686090817,-0.6260118250101249,-0.5930970755756994,-0.6644490285956637,48.92222222222222,-0.4224370289602427,-0.7731055549942125,-0.7538328051266985,-0.4088049414148333,-0.2820124247888542
586,49.00527777777778,-0.5931548574401477,-0.3523437295577973,0.0554431073089107,-0.5417819261705856,-0.4212728582276501,49.00555555555555,-0.7535858604395216,-0.6386342462943628,-0.6022477852098217,-0.6743969761887412,49.00555555555555,-0.4231617436135979,-0.7828978083135583,-0.7543496157380958,-0.4000294998521378,-0.2893900719016425
587,49.08861111111111,-0.6052132904757559,-0.371713997381065,0.0291818743281185,-0.5530934079520691,-0.441507429161633,49.08888888888889,-0.7623386425987186,-0.6609582224412014,-0.6092900821610754,-0.6906554374058881,49.08888888888889,-0.4269733735258944,-0.7900333099364605,-0.7579329324815474,-0.3935567450122074,-0.2626451691427098
