,E007_Time[h],E007_6803_deltaKaiA3C3_rep1,E007_6803_deltaKaiA3C3_rep2,E007_6803_deltaKaiA3C3_rep3,E007_6803_deltaKaiA3C3_rep4,E007_6803_deltaKaiA3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3C3_rep1,E008_6803_deltaKaiA3C3_rep2,E008_6803_deltaKaiA3C3_rep3,E008_6803_deltaKaiA3C3_rep4,E011_Time[h],E011_6803_deltaKaiA3C3_rep1,E011_6803_deltaKaiA3C3_rep2,E011_6803_deltaKaiA3C3_rep3,E011_6803_deltaKaiA3C3_rep4,E011_6803_deltaKaiA3C3_rep5
154,12.885833333333332,-2.2710943711225022,-2.2126588715554893,-2.479629312169218,-2.177410347007389,-2.068082043535492,12.886111111111113,-2.3067641259531584,-2.3992799074401763,-2.2778138916161774,-1.773763783767625,12.886111111111113,-4.089279997309814,-2.73153602868646,-2.8908341860960203,-2.859440769056747,-3.015507981558652
155,12.969166666666666,-2.248550534095406,-2.179589296175039,-2.4645995980067337,-2.1477024112941754,-2.0094026343274614,12.969444444444443,-2.2745433782442497,-2.379758792229598,-2.2561079297570408,-1.7551798921033663,12.969444444444443,-4.026421319443083,-2.6865580414309416,-2.839057826869526,-2.81942310274828,-2.9789364881773297
156,13.0525,-2.2210537913705237,-2.149134314217229,-2.4425475822100906,-2.1192544424161293,-1.9810591116412093,13.052777777777775,-2.2411118730282915,-2.3516422788668683,-2.2358215965493824,-1.7463477576275943,13.052777777777775,-3.958493682874578,-2.6468426290424576,-2.797122769843714,-2.7706420064439445,-2.9363839114827828
157,13.135833333333332,-2.1894041640449746,-2.1188941439525752,-2.425672324609441,-2.0906664246161872,-1.944850719430821,13.136111111111113,-2.2128702970816674,-2.327730916856429,-2.211155246915775,-1.7496672760296827,13.136111111111113,-3.892299524051696,-2.609590969882281,-2.752630481869166,-2.72369890463807,-2.909251693712823
158,13.221944444444444,-2.157201674019745,-2.0846690039120706,-2.409572888009797,-2.0567383429446555,-1.9175767041073528,13.219444444444443,-2.19181933594826,-2.3016252549086973,-2.195309235546218,-1.706538343122316,13.219444444444443,-3.818841271471799,-2.5638042390011684,-2.70878242569633,-2.6683952178866424,-2.8565412732662074
159,13.305277777777777,-2.1250463439996827,-2.0486591128871843,-2.387848338191031,-2.0266701832592044,-1.8884363145388283,13.305555555555555,-2.1567596739394537,-2.269525840940072,-2.1680839168981376,-1.6929608548414894,13.303055555555556,-3.738521345682212,-2.5078836081393536,-2.656980059975517,-2.616132362807304,-2.8114540847026337
160,13.38861111111111,-2.0961381974935,-2.0124646899298657,-2.363697743907877,-1.9936619322248732,-1.8350288020502408,13.388888888888888,-2.127291994134131,-2.241033222072927,-2.1408796451963843,-1.6629347072465102,13.388888888888888,-3.65094215928022,-2.4532302457265525,-2.5942248392569,-2.5689117520793525,-2.7719915587427417
161,13.471944444444444,-2.065677258813773,-1.96968595435254,-2.343120176889929,-1.9633135773140684,-1.7871534204235529,13.47222222222222,-2.086616978378676,-2.212547944635618,-2.114696774433236,-1.6252597965199962,13.47222222222222,-3.5665061169130707,-2.4032453168819616,-2.542918213990516,-2.519734794443747,-2.7375551222681125
162,13.555277777777777,-2.0242635530769406,-1.935723125728109,-2.3175147118416444,-1.931625106806561,-1.7532094258976938,13.555555555555555,-2.064335307286971,-2.1812705541624755,-2.0851356583683964,-1.6199360189678766,13.555555555555555,-3.493015615277977,-2.346329983414255,-2.493461630526264,-2.4704028947031005,-2.692946198321266
163,13.63861111111111,-1.9856971062033055,-1.8973764238899544,-2.29188042644234,-1.88639650978949,-1.707196077168563,13.638888888888888,-2.0324476602404,-2.15500159539381,-2.050396650528993,-1.6191632710193922,13.638888888888888,-3.4052730431221114,-2.284285403821589,-2.4420565311139093,-2.421917453721683,-2.6479662061056684
164,13.721944444444444,-1.951177944917037,-1.8592460689319337,-2.259216401346194,-1.8438277761573607,-1.6865126353890303,13.72222222222222,-2.0011547153878446,-2.119141612275911,-2.017880104209585,-1.5957414492270938,13.72222222222222,-3.3304807812426107,-2.2303127332916013,-2.386704353903078,-2.360279868425422,-2.606216560985725
165,13.805277777777777,-1.9109060967461649,-1.8165322812083824,-2.2363217201822447,-1.806318896612048,-1.648358364168932,13.805555555555555,-1.9654571496456872,-2.077891147961044,-1.979586372472152,-1.5380704502668443,13.805555555555555,-3.256241202486573,-2.174413123701407,-2.331806532943259,-2.3064915318019032,-2.550098674486783
166,13.88861111111111,-1.8742815900225844,-1.7766352813341122,-2.2103954695543933,-1.7624698626627897,-1.611732529575074,13.888888888888888,-1.931355638697812,-2.038850744807455,-1.935915808146102,-1.4925501709378175,13.888888888888888,-3.1845566717510607,-2.123587723617603,-2.272364498183808,-2.248153832900368,-2.4994139542951324
167,13.971944444444444,-1.8369044538820536,-1.7275552901844136,-2.1868367390414,-1.721080666626193,-1.5470344001312326,13.97222222222222,-1.8852508569956,-1.9980209443793684,-1.9000687638282687,-1.4165805081624991,13.97222222222222,-3.0868295459830977,-2.069037678296268,-2.208379675473939,-2.1892681568317136,-2.436363804258004
168,14.058055555555557,-1.7979747182641952,-1.6872925288950549,-2.157844621196888,-1.6775513016262322,-1.47326324681815,14.055555555555555,-1.843743477757934,-1.9568022874469853,-1.859645591882912,-1.3909613589866845,14.055555555555555,-3.0024621741796684,-1.9947641296829568,-2.1588534865627342,-2.132435884768497,-2.376349624383568
169,14.141388888888889,-1.7578924139124943,-1.6428472188622805,-2.1300182115493387,-1.6386817615942464,-1.4250183430735397,14.141666666666666,-1.8012341729711954,-1.9173953139864857,-1.8210466444417184,-1.3514926205794815,14.139166666666666,-2.909056897387724,-1.9403682164127096,-2.1013873490991357,-2.0702583939449317,-2.3205728108409414
170,14.22472222222222,-1.7200575723743028,-1.6002195817428126,-2.102356608602097,-1.5996720412689438,-1.3938989647920832,14.225,-1.757123613389266,-1.872200563180028,-1.7762722734038,-1.3371741902333083,14.225,-2.816016048704173,-1.8762510738100435,-2.040382676631949,-2.0113370576568848,-2.27063475596018
171,14.308055555555557,-1.676270226000833,-1.5516098394538524,-2.07465891383337,-1.550522136196398,-1.3391043903254305,14.308333333333334,-1.7182124685335274,-1.831418573415749,-1.7393228304356931,-1.2770059653638948,14.308333333333334,-2.716741953275892,-1.815013833888956,-1.9796408786098447,-1.9540732452618863,-2.218336848232278
172,14.391388888888889,-1.629330407947163,-1.503018214173076,-2.0355242316962228,-1.5050320427300496,-1.2902339004822014,14.391666666666666,-1.6801014066928626,-1.790649882287764,-1.6983986669713629,-1.2323878435102826,14.391666666666666,-2.6108369282997157,-1.7394576253529257,-1.916563360381358,-1.8898683221791173,-2.1512804723091783
173,14.47472222222222,-1.5866381521722337,-1.452444928338638,-2.0055516696185816,-1.4614017580307073,-1.2576867785279835,14.475,-1.640191094923653,-1.752495026596165,-1.6609001342122005,-1.2039197223348226,14.475,-2.5121032830224426,-1.680583573594911,-1.8521515231948824,-1.83092364988942,-2.0872670090037606
174,14.558055555555557,-1.5463934934388504,-1.4074902046491715,-1.9727403380032351,-1.4082312800665453,-1.1970623101853335,14.558333333333334,-1.5902821990497769,-1.7069545423470245,-1.6214275831270195,-1.1374014996231792,14.558333333333334,-2.4061433187408348,-1.6223928006973507,-1.787806764198678,-1.7662405859352908,-2.033897835289846
175,14.641388888888889,-1.493796467313682,-1.356954266063786,-1.9416893502278327,-1.3619206076131056,-1.1387597836337786,14.641666666666666,-1.553175383662619,-1.6644289647523922,-1.5743813644520643,-1.088033073284326,14.641666666666666,-2.297959328801616,-1.5600864254321642,-1.7229304764408675,-1.699220483920885,-1.9793743243022004
176,14.72472222222222,-1.44364711016726,-1.308637335802069,-1.9039978226448864,-1.3090697402532956,-1.0857784895098124,14.725,-1.505671312121058,-1.6135188282302968,-1.530561828691003,-1.037014341350549,14.725,-2.1911535986014727,-1.494065563260751,-1.654324048869438,-1.631864693512016,-1.9150978453365288
177,14.808055555555557,-1.3875454591739822,-1.261539637344085,-1.871064874581765,-1.260078678377392,-1.041517720906898,14.808333333333334,-1.4605706465514752,-1.5590246664047438,-1.4735693261149292,-1.0019452019774455,14.808333333333334,-2.091328405587054,-1.4253313263339895,-1.5831888663322389,-1.5695745604361508,-1.8578697638494788
178,14.894166666666663,-1.3394915523121078,-1.209861394430376,-1.835489628340702,-1.2057474231830358,-0.9869767733754684,14.891666666666666,-1.4068740478477515,-1.5049470121057178,-1.4276042067623642,-0.9484255534439224,14.891666666666666,-1.984486019254971,-1.361084823492242,-1.5113263095769829,-1.5131514264824153,-1.80369144145864
179,14.9775,-1.2914854283637625,-1.1600028310619606,-1.7986712091987904,-1.1518759766752362,-0.933754944922924,14.977777777777778,-1.3471821756712687,-1.4596863973691825,-1.3784668204392534,-0.9068552941521996,14.975277777777777,-1.876428701151798,-1.279927160265346,-1.436337755251245,-1.4395966295015934,-1.7341642359425429
180,15.060833333333331,-1.239127126914932,-1.1085641715003376,-1.7674087454079852,-1.1024643416663684,-0.8776515360136357,15.06111111111111,-1.291895688450906,-1.4074433534370794,-1.3269575167189696,-0.8656343226278076,15.06111111111111,-1.7641587048740706,-1.211059438872624,-1.3604245759024651,-1.380911503406124,-1.6626895012406595
181,15.144166666666663,-1.1850166883554687,-1.05554564026748,-1.7239013681951012,-1.050112521776176,-0.829665849568942,15.144444444444444,-1.242015243383043,-1.359018410757327,-1.282476644942311,-0.8411625375195867,15.144444444444444,-1.6556782760682889,-1.137882758222876,-1.2841881399779476,-1.3120973781701042,-1.5942685874534055
182,15.2275,-1.132354153879088,-1.0013474621458398,-1.6855482117618146,-1.0010205214317698,-0.7897971909671506,15.227777777777778,-1.1915414964315605,-1.309412098983824,-1.2304245542175023,-0.7728398375996904,15.227777777777778,-1.545989652430913,-1.064198213914381,-1.2078298118248556,-1.2437555798292874,-1.5265028408421353
183,15.310833333333331,-1.0811395654833689,-0.9543698621783469,-1.649948413284664,-0.9495883458676244,-0.727244868043538,15.31111111111111,-1.144875102327838,-1.256424946976447,-1.1684015934201952,-0.7094661217635816,15.31111111111111,-1.4332950637083677,-0.9866068982349032,-1.135950951690219,-1.171287430481085,-1.4583936038291467
184,15.394166666666663,-1.0297729659697543,-0.9008130656684076,-1.6133011129150474,-0.8976160011255847,-0.6670081910903506,15.394444444444444,-1.0926167145707564,-1.2040574828010495,-1.1114081111934653,-0.6518412890300365,15.394444444444444,-1.3183967316970395,-0.9117099001616816,-1.0707529157209312,-1.1002942482845657,-1.397142214997679
185,15.4775,-0.9768543989435506,-0.8484772981799065,-1.577205453779224,-0.8485034940548597,-0.6072864728568008,15.477777777777778,-1.037166985426694,-1.143710233729465,-1.0488444559478158,-0.6057652385411401,15.477777777777778,-1.2000968702432775,-0.8405083053614384,-0.9982370559637472,-1.0345773474604534,-1.3437500090919146
186,15.560833333333331,-0.923783908813928,-0.8003627855372044,-1.5390605819783143,-0.7922508323120268,-0.5468790285490732,15.56111111111111,-0.9725265659295314,-1.0811837262395034,-0.9927109758611746,-0.5498378695622911,15.56111111111111,-1.0845976852433932,-0.7772031961903764,-0.9270047203652864,-0.97133803829113,-1.2738183170169732
187,15.644166666666663,-0.8715615407939219,-0.7530697538251414,-1.5042656465883,-0.7416580243610296,-0.4779851758303201,15.644444444444444,-0.9164961058806472,-1.0274784860149562,-0.9378080188788972,-0.4660590814821967,15.644444444444444,-0.96970137464366,-0.7047956516941769,-0.8474572527720312,-0.9001776271206341,-1.1979484658389203
188,15.730277777777776,-0.8155873409004301,-0.6999984293890336,-1.4700197996600235,-0.6897250794731802,-0.4328042348206608,15.727777777777778,-0.8586762538489205,-0.9719950379455892,-0.8861359327137659,-0.4386287738128773,15.727777777777778,-0.8588101284403148,-0.6266867476080022,-0.7723959929303266,-0.8324974163546626,-1.1339417787847617
189,15.813611111111111,-0.7630613559542139,-0.6439490388346754,-1.419322196219189,-0.6364520077271554,-0.3877355280971866,15.813888888888888,-0.8030676571707311,-0.917733906127149,-0.8336950648459854,-0.3981468461896635,15.811388888888889,-0.7391261286795571,-0.5590775563564949,-0.6952222764863825,-0.7618987044605683,-1.0677995752424454
190,15.896944444444443,-0.7047836335798986,-0.5893218090283383,-1.3773719942663605,-0.5812388200089996,-0.3275783806939554,15.897222222222222,-0.748270961949957,-0.8612956138613591,-0.7814857625231892,-0.3610131983711967,15.897222222222222,-0.634051549457548,-0.4837691470537782,-0.6275374349862699,-0.690582785967361,-0.9907231707608606
191,15.980277777777776,-0.6409542222059742,-0.5303169670967711,-1.344768354776963,-0.5264855280121252,-0.2717321201019947,15.980555555555554,-0.6874868130579779,-0.7934806836559228,-0.7249083727604373,-0.3162277302394308,15.980555555555554,-0.5149885569204116,-0.4277625855034557,-0.5573427958759247,-0.6189509514657078,-0.9229138770498378
192,16.06361111111111,-0.5851731710647926,-0.4807347404271999,-1.3097104417012844,-0.4787921442373094,-0.2053960762693012,16.06388888888889,-0.6195158541336718,-0.73328963722452,-0.6687632423402139,-0.2433903417996301,16.06388888888889,-0.4353393092642346,-0.3514589341986095,-0.4796396825011458,-0.5480044876079324,-0.8631730019801489
193,16.146944444444443,-0.530040530192573,-0.4267753566673283,-1.269997421964472,-0.4261586819926986,-0.1547695816008385,16.147222222222222,-0.5645587275834173,-0.6749229954868106,-0.6118507178124302,-0.1709009331803703,16.147222222222222,-0.373505956735065,-0.2842592523218047,-0.4016294141075951,-0.4765446771080162,-0.7979018495835091
194,16.230277777777776,-0.4771563504293948,-0.3678390437253384,-1.2354284654665344,-0.3765851553938039,-0.0976519709585423,16.230555555555554,-0.5004160745810924,-0.6093812785684323,-0.5537711454944245,-0.1131594046335381,16.230555555555554,-0.298290641628917,-0.2145645957450846,-0.3207133058407976,-0.3981727987415968,-0.7331017200525737
195,16.31361111111111,-0.4269206834192027,-0.3161260297698882,-1.1942027450823407,-0.3140715793635051,-0.0420425816613155,16.31388888888889,-0.443088535068075,-0.554065005801,-0.4925248714709588,-0.0617656565343311,16.31388888888889,-0.2272954982917621,-0.1359760170299733,-0.2414926687461422,-0.3194901273459692,-0.6667739097409413
196,16.396944444444443,-0.3689335816098048,-0.2600365432301137,-1.161719436661622,-0.2552179696320467,-0.0003407534850285,16.397222222222222,-0.3791767477532442,-0.4915746957221076,-0.4433122415942231,-0.0201195893812582,16.397222222222222,-0.1473226531195381,-0.063094565427475,-0.1633688097688809,-0.244297933820086,-0.5933197111631506
197,16.480277777777776,-0.314395098252873,-0.20417081279563,-1.1215777190289704,-0.2046243427370426,0.060254171337477,16.480555555555554,-0.3212813501129766,-0.4289108660753279,-0.3795336014838327,0.0307788962038602,16.480555555555554,-0.0737742245581448,0.011878713121925,-0.0913430317541286,-0.171797485124556,-0.5331404129946816
198,16.566388888888888,-0.2585052874039439,-0.1435290674165278,-1.084776773983839,-0.1490907160234716,0.1343428481163928,16.563888888888886,-0.2632029783911508,-0.3618740338102113,-0.3189892965268283,0.1035298994758925,16.563888888888886,-0.0008523231034421,0.0845427759882625,-0.0006166334468639,-0.097990044281645,-0.4514373000719576
199,16.64972222222222,-0.2074642039224159,-0.0961115363033737,-1.0439157863005404,-0.0976171076436809,0.1767259297049404,16.65,-0.1995422675991442,-0.2986647150822866,-0.259879671877678,0.1719335195663966,16.6475,0.0646409486987443,0.1538965838520926,0.0738090905080719,-0.0252768703752764,-0.3806116533923427
200,16.733055555555556,-0.1516719034715538,-0.0425184489272154,-1.01019394372825,-0.0386035365573836,0.2238040664993715,16.733333333333334,-0.1410998515158331,-0.2344834252530605,-0.1992050724582751,0.2131898554836185,16.733333333333334,0.1509034962526272,0.2277391007044884,0.1469328495659732,0.0463407814489692,-0.3092647501141425
201,16.816388888888888,-0.0939284425184837,0.0090499649804238,-0.9722104369910034,0.0139499774683396,0.2729779064389706,16.816666666666666,-0.0786763626875966,-0.1699306788900186,-0.1387658429579395,0.2768990061124941,16.816666666666666,0.2149332329124594,0.3000692938470451,0.2137533572822724,0.1178616599838556,-0.2513978635566053
202,16.89972222222222,-0.0390338783341968,0.0643934754275441,-0.9329644597876978,0.0698434138590433,0.3260480950060534,16.9,-0.0146724324283098,-0.103606989766625,-0.0797623278334171,0.3172610702146453,16.9,0.2851280799825276,0.3704861338918773,0.2792693313125375,0.1946845179604877,-0.18541226319992
203,16.983055555555556,0.0174117310064514,0.1221118521616663,-0.8964552087920907,0.1222767512329132,0.3770152752259664,16.983333333333334,0.046511309180649,-0.0437128708623216,-0.0209948713088792,0.3674761464283863,16.983333333333334,0.3632859667171579,0.4367885947616179,0.3526794934124734,0.2638081120483155,-0.1169092146852165
204,17.066388888888888,0.0704083266247431,0.1810048646698349,-0.8612818836528016,0.1706499674007683,0.4312800876670862,17.066666666666666,0.1112742332904031,0.0239511656374717,0.0435361826240764,0.4393443332687183,17.066666666666666,0.4140048303207141,0.5053756536894214,0.4215825694379226,0.32843120285513,-0.0492899798145686
205,17.14972222222222,0.1307558488380953,0.2298722821786166,-0.8286436869933096,0.2161630393660603,0.4618431704408217,17.15,0.1678157122845756,0.088384608341356,0.1046304902064266,0.5074657291273325,17.15,0.4748826159475965,0.5784462912189601,0.4919772893448629,0.3975525549270662,0.0226441834490094
206,17.233055555555556,0.1838542371600624,0.2793138736541002,-0.8019398244119554,0.2650159433248753,0.5025051592016141,17.233333333333334,0.2269351197792912,0.143986946651954,0.1690877079117208,0.5930404322726075,17.233333333333334,0.5585172767022437,0.6517994912044276,0.5688623871894101,0.4645709367486017,0.0878920209815629
207,17.316388888888888,0.234703430300334,0.3391294078018982,-0.7661695044819419,0.3118086546659312,0.5520666871469322,17.316666666666666,0.285631830623172,0.1999576707659114,0.2279074924460834,0.6520685408496114,17.316666666666666,0.628906773639131,0.7266342408105368,0.6394366011278158,0.5336851207425576,0.1658522824981923
208,17.4025,0.287503366164737,0.3865186530671449,-0.7385319387513317,0.3613411479705805,0.59452838501728,17.4,0.3495052208973431,0.2634962716738941,0.290289500748212,0.7333501528801007,17.4,0.7190490757627714,0.8031495305125207,0.7086986734164691,0.5938938832700978,0.2225237215530603
209,17.485833333333332,0.3338539818552339,0.4286813776344977,-0.7056263417430483,0.4138133970128083,0.6374908810961896,17.48611111111111,0.4051546679154285,0.3258022411605905,0.3448333899893796,0.796485366262521,17.48361111111111,0.7855421600277157,0.860744354096131,0.7752473504118962,0.6535960046307292,0.2893050955393851
210,17.569166666666668,0.3897552136699233,0.4724173494281352,-0.6764519309548773,0.4586253747592316,0.6513548012102255,17.569444444444443,0.4643795502235515,0.3862750718047116,0.4005388175734313,0.8550742787720076,17.569444444444443,0.8525840113385528,0.9236177086576396,0.8376813825707581,0.7219902690623008,0.3477951656894447
211,17.6525,0.4350069971030399,0.5217263361117594,-0.6508079268594644,0.5109770533691024,0.6939207687289828,17.65277777777778,0.5101792476003363,0.443714256978988,0.4586054411367874,0.926316988060384,17.65277777777778,0.9139726225499069,0.9885685946038392,0.9029995244498544,0.7910754647410057,0.4217926970745748
212,17.735833333333332,0.4824092668449554,0.5644081050885965,-0.623693552904317,0.5560684041943053,0.7263894045650889,17.73611111111111,0.5721531410569076,0.5021192908501733,0.5196329185484413,0.9762135916561624,17.73611111111111,0.9893059944664424,1.0529960156520406,0.9702005347061198,0.8580503837813795,0.4832964586051679
213,17.819166666666668,0.5293619567821763,0.6066624235013925,-0.5397080355118032,0.5962993977793567,0.7619613271742012,17.819444444444443,0.6295006128368903,0.5650896683790425,0.5728209079099608,1.0367641869645428,17.819444444444443,1.0609821358428593,1.1114989788300758,1.0352831760966268,0.9293138222363012,0.5425052230306784
214,17.9025,0.5724649999973468,0.6498890582324172,-0.4682506040791514,0.6430700038614073,0.8082371525550089,17.90277777777778,0.6860210464164085,0.6166248853203921,0.6323690675554886,1.091568871267416,17.90277777777778,1.1301990633838956,1.1674764944762943,1.0968462154785843,0.9924645800969928,0.6178177669396165
215,17.985833333333332,0.6123183287692466,0.6952877759034634,-0.3829204909784516,0.6867801913702416,0.8670174942492324,17.98611111111111,0.7431138265040875,0.6711244382230408,0.68807705605174,1.14662774172336,17.98611111111111,1.219354801744328,1.2233275762395688,1.1624884238093394,1.0529014612930183,0.6782328707595513
216,18.069166666666664,0.6595218745727925,0.7414583428758452,-0.2997169315566554,0.727829928428276,0.9025029633416218,18.069444444444443,0.7967783390410518,0.7273878244298286,0.7419445321980035,1.181940895367643,18.069444444444443,1.2956473835289677,1.2796512410792888,1.2244085761463732,1.1122232736922848,0.7465493187571093
