,E007_Time[h],E007_6803_deltaKaiA3C3_rep1,E007_6803_deltaKaiA3C3_rep2,E007_6803_deltaKaiA3C3_rep3,E007_6803_deltaKaiA3C3_rep4,E007_6803_deltaKaiA3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3C3_rep1,E008_6803_deltaKaiA3C3_rep2,E008_6803_deltaKaiA3C3_rep3,E008_6803_deltaKaiA3C3_rep4,E011_Time[h],E011_6803_deltaKaiA3C3_rep1,E011_6803_deltaKaiA3C3_rep2,E011_6803_deltaKaiA3C3_rep3,E011_6803_deltaKaiA3C3_rep4,E011_6803_deltaKaiA3C3_rep5
484,40.4775,0.6674086959051033,0.6366431383366784,0.8232784793948793,0.7044956118730348,0.3752569835360808,40.477777777777774,0.5179344127083949,0.5199388269767762,0.6203346400609033,0.8122512492953535,40.477777777777774,-0.407645455914345,-0.4973776300801603,-0.5437349287895086,-0.5693339421838789,-0.4206111619977599
485,40.560833333333335,0.6732950958296283,0.6457020939643927,0.8244485769552068,0.708478012548218,0.41975328971869,40.56111111111111,0.5161385673345866,0.5224241297239955,0.6204765386340918,0.8126858995910561,40.56111111111111,-0.4141082090075382,-0.483368226349421,-0.5332813122988205,-0.5639383561040541,-0.4243886295462045
486,40.64416666666666,0.6744838016566133,0.65606028688095,0.8423897418694197,0.7147618183082178,0.3834298279768214,40.644444444444446,0.5209937495317741,0.5255665976264263,0.6258943093833775,0.8053965212580896,40.644444444444446,-0.4176744632555442,-0.4654305451418145,-0.5293304827798506,-0.5522356302077589,-0.4298525489785669
487,40.7275,0.6831745270138891,0.6643174128582778,0.8415019326032309,0.7223467784790292,0.3746865435566664,40.727777777777774,0.5270996792486233,0.5293659432067913,0.6321876741355916,0.8391831779143955,40.727777777777774,-0.4287440315933917,-0.4625646723470981,-0.5206825540380668,-0.5440258893361352,-0.4268030956434148
488,40.81361111111111,0.6943669847254222,0.6734731674078243,0.8267851046474909,0.7298326415792811,0.3335233792474482,40.81111111111111,0.5328560776662994,0.524821879781836,0.6431563549501365,0.8250459330546015,40.81111111111111,-0.4425167190060709,-0.4483706905445097,-0.5137376357787997,-0.5387092543919836,-0.4220404410502538
489,40.89694444444444,0.7044608868113154,0.6835272457805597,0.8324392105181915,0.738819155320235,0.3763402753814218,40.89722222222222,0.5416626671984677,0.522734121462327,0.6348000741189892,0.8487848500500261,40.89472222222222,-0.4403923225285358,-0.4112486790027684,-0.5106958336072444,-0.5324858423397616,-0.4143647528695322
490,40.98027777777778,0.7060559444878094,0.6838793429669782,0.8580641997564612,0.746706066605785,0.3953371698338722,40.980555555555554,0.5413191714912956,0.5289023831530533,0.6389185541667021,0.8353999921486739,40.980555555555554,-0.4593706312457003,-0.4045987136800715,-0.5057572490284565,-0.526755766205584,-0.4127761949326378
491,41.06361111111111,0.7047518681672795,0.6895291536970966,0.8512600189285695,0.7494931215324587,0.3929139980231159,41.06388888888889,0.5446253154234479,0.528926380552824,0.6421115178504001,0.8568914224752426,41.06388888888889,-0.4576514262924444,-0.3914208672240988,-0.4979219794473585,-0.5175191350772208,-0.4108749272319022
492,41.14694444444444,0.7117483674582366,0.6912763724404526,0.853626611625923,0.7541800653894167,0.3856706929105016,41.14722222222222,0.544980825106091,0.5220058301544719,0.6351786881597823,0.8830592040311158,41.14722222222222,-0.4674344808536078,-0.3759152089720095,-0.489990118168734,-0.5107760541040995,-0.4130611059205995
493,41.23027777777778,0.7116451511653287,0.6943206934061077,0.8629639184650677,0.7631666426584532,0.3908071850004077,41.230555555555554,0.5443854278828923,0.5191404492448497,0.6329197883171227,0.9375033996943636,41.230555555555554,-0.4715195601639935,-0.3726818049504424,-0.48056175439723,-0.5013266244973068,-0.398334883312944
494,41.31361111111111,0.7158419272893406,0.7088618105426455,0.8682718770876903,0.7618525970139964,0.4085234023402441,41.31388888888889,0.5386388523300174,0.5131299559048328,0.6275345417772675,0.9266240722197504,41.31388888888889,-0.4855064215083671,-0.3685207178755172,-0.4792369732373572,-0.4957709435295829,-0.4044964078840945
495,41.39694444444444,0.7157384030271925,0.7080994175381732,0.8335504221606147,0.7646376713231049,0.405019270520452,41.39722222222222,0.5439408282561323,0.5125740690093186,0.6250226722276371,0.9262212842387249,41.39722222222222,-0.5119948142214575,-0.3610320071528343,-0.4694158556934895,-0.4935091045353284,-0.3941458242701463
496,41.48027777777778,0.7109342847719415,0.702833207820319,0.8507994853758039,0.7651216076454737,0.376894712674505,41.480555555555554,0.5380910867024051,0.5156725082272258,0.6173839035882284,0.9316950982594278,41.480555555555554,-0.5271844796879541,-0.3542157288774722,-0.4676984786698637,-0.4943411969105996,-0.3998832732681393
497,41.56361111111111,0.7024292781127803,0.7054628745562347,0.8392189954503597,0.7643041472334275,0.388149649478905,41.56388888888889,0.5348893599425021,0.5056249940214944,0.6126179600116088,0.973445576666686,41.56388888888889,-0.5062751513425126,-0.3552719358339925,-0.4620849149705811,-0.4844673061131085,-0.4031088918360552
498,41.64972222222222,0.6966230878350376,0.7037881106525945,0.8030088781265233,0.7589850305319262,0.4009839991531876,41.64722222222222,0.5393353814825901,0.5076312476490863,0.6093245658829223,0.9642727817220168,41.64722222222222,-0.5150665546697462,-0.3532006774964356,-0.4659752332996049,-0.4758875136622255,-0.4130228130928191
499,41.73305555555555,0.6909154179201789,0.7042086087555945,0.7581690561716762,0.7527639971785627,0.391597677459919,41.73333333333333,0.5402288860613369,0.5042909911609852,0.6143034458198857,0.9687767755636264,41.73083333333333,-0.5367584072042342,-0.3458020000283221,-0.4595694982607614,-0.4708018971389777,-0.4176251663182944
500,41.81638888888889,0.6819059715458058,0.7023240612509544,0.7362994493783374,0.7516407860035637,0.3853905977046961,41.81666666666666,0.534169609649909,0.5014039474021977,0.6117543246727886,0.9589576202064096,41.81666666666666,-0.547350418530517,-0.3418759462826534,-0.4566677703577426,-0.4672105301860501,-0.4187160769532869
501,41.89972222222222,0.6763944510856567,0.7033341602639158,0.7543999745641652,0.7452151350297875,0.3687626707361468,41.9,0.5233572894519746,0.4933698400117496,0.6022769275244971,0.9550153775419504,41.9,-0.5510422902830976,-0.3378225558019095,-0.4508701059941012,-0.4615134825077838,-0.4154956665995479
502,41.98305555555555,0.6723805581096042,0.6920385976592431,0.7002705455719559,0.7378867814727269,0.3529138049459308,41.98333333333333,0.5127916639037018,0.4899883934226919,0.5898709796904492,0.9259501093385198,41.98333333333333,-0.5574337161464427,-0.3372418648180535,-0.4443765574732544,-0.4571108198701757,-0.4221640530197629
503,42.06638888888889,0.6646639933836599,0.6846370650412221,0.6943110732696465,0.7274554617405065,0.3590439062687384,42.06666666666666,0.5072724726737569,0.4828593328620927,0.5907362067186581,0.9031618772410784,42.06666666666666,-0.5629243818549792,-0.3357339062525278,-0.4419871729984817,-0.455602604100883,-0.4321213501375649
504,42.14972222222222,0.6628444568699701,0.6767292537536627,0.6813214655503117,0.7213209114338845,0.396352878182291,42.15,0.4995994566633102,0.4727823843510457,0.5878723343897095,0.9154507427712768,42.15,-0.5639139651930991,-0.3332987097162526,-0.434901996672927,-0.4539888930892164,-0.4297676680375281
505,42.23305555555555,0.6613216477268169,0.6717148548798961,0.679301627332166,0.7200828653462533,0.4118406217073417,42.23333333333333,0.4897723580060285,0.4645572747046644,0.5786790887167652,0.8906167673274558,42.23333333333333,-0.5750021359951545,-0.3161363015096315,-0.4425210684995977,-0.4470697407861457,-0.4203031129651668
506,42.31638888888889,0.6494952643086197,0.666193559242777,0.6748514605585627,0.7087410574636377,0.4169070354076732,42.31666666666666,0.4909909200680801,0.455383731532085,0.5735561959455586,0.9228600121846398,42.31666666666666,-0.5755885561454623,-0.3164467046225462,-0.4346444243813624,-0.448245197204297,-0.4207277873269374
507,42.39972222222222,0.6435650041659324,0.6581650574046833,0.6739708641979933,0.6966952209646942,0.3987520153901025,42.4,0.4824548874481337,0.4462614832364641,0.5597033825543993,0.917980538494546,42.4,-0.5756728795783009,-0.3136299387343598,-0.4310720961209552,-0.4431153084179534,-0.4320417896902364
508,42.48583333333333,0.6351305640454468,0.6528290396675134,0.6742597342440888,0.6959450882207144,0.3813754553044746,42.48333333333333,0.4721640059773574,0.4423902590149821,0.5591203752541699,0.9317784072855806,42.48333333333333,-0.5970547522779105,-0.3034860202139157,-0.4290041114209725,-0.443880116563056,-0.424445214783405
509,42.56916666666667,0.629391639889991,0.6441851960726898,0.6433179637156201,0.6864903907956212,0.3671772463436665,42.56944444444444,0.4651180227194204,0.4351697888588386,0.5462069009883257,0.8998536794628376,42.566944444444445,-0.613133812278495,-0.297414962119538,-0.4324404938838739,-0.4389396598372009,-0.4289381534957232
510,42.6525,0.6209479268385287,0.6516332164011571,0.6679454426564962,0.6731308594459735,0.3731572772435882,42.65277777777778,0.4545166859704915,0.4269998035532568,0.5397626869328964,0.939606415808099,42.65277777777778,-0.6347096896642198,-0.3018167741990288,-0.426781263011984,-0.4386939724996433,-0.4309206928774171
511,42.73583333333333,0.6111991192261593,0.6409727901733826,0.654342058135764,0.6698662241209612,0.3941154342831774,42.73611111111111,0.4401597452592398,0.4194800346774819,0.5281874604964869,0.9146366769798384,42.73611111111111,-0.6205820065692136,-0.296491462889673,-0.4206264342074877,-0.4315430848712948,-0.4273929161396512
512,42.81916666666667,0.5973449105841195,0.6360036066493562,0.6547076942476122,0.6608962139624073,0.3938516012844067,42.81944444444444,0.4280469513468348,0.4046102146047785,0.5252809493202764,0.8959445235132146,42.81944444444444,-0.6347503771775671,-0.2968390313182339,-0.4155760187724354,-0.4276870233347234,-0.4301549026545314
513,42.9025,0.5903849936397808,0.6359253548285901,0.6246422321113654,0.6542205573047689,0.3907656596122777,42.90277777777778,0.4189780562269448,0.3799900765024345,0.5098428812780158,0.876730015820077,42.90277777777778,-0.633614407723333,-0.2948594793009562,-0.4160300239087394,-0.4261258103341533,-0.440206727955105
514,42.98583333333333,0.584519060316652,0.6321377234501186,0.5973455498714896,0.6538389816751353,0.3690574881748225,42.98611111111111,0.4063528131257403,0.3672193543317597,0.4950729844760317,0.8465932141889652,42.98611111111111,-0.6591736964905281,-0.2975528033435654,-0.4107884527181761,-0.4190594643754691,-0.4453484637353613
515,43.06916666666667,0.5813468017343791,0.6264404009925004,0.6082175226975874,0.6375512137932295,0.3695269634231064,43.06944444444444,0.38637097650189,0.3500977828480857,0.4763709872532242,0.8079341787851047,43.06944444444444,-0.670827833813131,-0.2949189966412654,-0.4084513042023855,-0.4134880000262087,-0.4587801778502324
516,43.1525,0.5766679082087421,0.6106330756738133,0.5788580227844022,0.6351569795714069,0.3669739593512244,43.15277777777778,0.3724323020465636,0.3346250976007648,0.4589366181810672,0.786352969650411,43.15277777777778,-0.6623764020750825,-0.2911580490787417,-0.3992185732628707,-0.4130114279155698,-0.4731019343155918
517,43.23583333333333,0.569882069251658,0.6009154354516617,0.5530669193518168,0.6328560041146569,0.3955983474963025,43.23611111111111,0.3593365466834325,0.322601034933172,0.4473696060636088,0.813049646703489,43.23611111111111,-0.6614189757102854,-0.2898699472301586,-0.4040902507009974,-0.4118297547344037,-0.4795137933082531
518,43.32194444444444,0.5605889735711798,0.5936871680231699,0.5290440786448511,0.6264480117206019,0.405599996938499,43.31944444444444,0.3488834685686663,0.3172253319827028,0.4296696799374703,0.8058242697396336,43.31944444444444,-0.6775551212026066,-0.2916546743591635,-0.4022663232179946,-0.4157429832352222,-0.4866158111659745
519,43.405277777777776,0.5493883090714979,0.585547960824985,0.5443893639336665,0.6183327258794977,0.4101787743010024,43.40555555555555,0.3360728270909351,0.301297726680775,0.4148365690718477,0.7994768984308256,43.403055555555554,-0.6901843970858736,-0.2879122104188809,-0.4075467734149561,-0.4167511122321929,-0.4974080403874558
520,43.48861111111111,0.5406797628529387,0.5758975010332772,0.54070263551356,0.6083098692742319,0.3875345437500326,43.48888888888889,0.324704382871409,0.2880179577528291,0.3908700029685118,0.7712075923257362,43.48888888888889,-0.6993063539438786,-0.2904425320519174,-0.4057315797928373,-0.41845413660114,-0.5006905296323333
521,43.57194444444444,0.5258630212119642,0.5609354755637392,0.4967837507049706,0.5955791637803266,0.4212671669948409,43.57222222222222,0.3051778977637588,0.2701857647183259,0.3691697113618053,0.7756164108497261,43.57222222222222,-0.714320534410375,-0.2900456125903599,-0.4032207167524581,-0.4190520472795442,-0.5062633237211895
522,43.655277777777776,0.5107377696411715,0.5508615710715882,0.4968325638534743,0.5853403304659363,0.4285765032877102,43.65555555555555,0.2894931348541548,0.2512008878907487,0.3597354242186465,0.7159034133048452,43.65555555555555,-0.7102264731690786,-0.284921422055774,-0.4072141545945004,-0.4159448312665444,-0.5111264636355491
523,43.73861111111111,0.500303692829296,0.5438754739515597,0.489848926329787,0.5701930895918493,0.4104624094239537,43.73888888888889,0.2738498584612683,0.2414630683776026,0.3361668717385268,0.7332686588698287,43.73888888888889,-0.7302236969536668,-0.280069927159206,-0.40571185951951,-0.4185324716229372,-0.5100799865178743
524,43.82194444444444,0.4933604746612082,0.532576870337915,0.4914326865297642,0.5499371606114865,0.4007247397419147,43.82222222222222,0.2532478341362691,0.2259720480804143,0.3184637843535111,0.7085122066001053,43.82222222222222,-0.7459117245477823,-0.2708910913011845,-0.4051137936278957,-0.4166149474711739,-0.517523925671573
525,43.905277777777776,0.4741077982179155,0.5231654461044353,0.4331836898743996,0.5407722621709021,0.4163633461229702,43.90555555555555,0.23928682866283,0.2145275696947315,0.2990258927282402,0.7164341154277905,43.90555555555555,-0.787690066785027,-0.2679848745717168,-0.4082199149199306,-0.4185922339953647,-0.534458310560995
526,43.98861111111111,0.4561453457765612,0.508640886864428,0.4153017788098259,0.5288981121087826,0.4231780779915263,43.98888888888889,0.2251666100571214,0.2013293767101246,0.2824529277599262,0.7236344441616858,43.98888888888889,-0.8037582265489686,-0.2697512337502899,-0.4076301772957504,-0.4198643024412758,-0.5398831668114275
527,44.07194444444444,0.4478727988104231,0.4974028779707207,0.3905867928073133,0.5163144274564486,0.4183687823150214,44.07222222222222,0.2070869475678143,0.1847772134101835,0.2703446205783572,0.6941132514872868,44.07222222222222,-0.8035156987731351,-0.2719901223058724,-0.4035445305553543,-0.4210311201163302,-0.5323985162091032
528,44.15805555555556,0.4314898379889184,0.4856511045156632,0.3348385683632739,0.5040209244378544,0.4111353036039245,44.15555555555555,0.1914476116760813,0.1676708248725235,0.2479007025458943,0.6636705959667721,44.15555555555555,-0.8455619704410167,-0.2735014903969113,-0.402562920398604,-0.4278926503896094,-0.5408043767011946
529,44.241388888888885,0.4199961431775983,0.4695852513311295,0.2890569389992578,0.4882173184695866,0.4068774839117364,44.24166666666667,0.1708483740955939,0.1450099569687789,0.2331209052574732,0.6835065360390171,44.23916666666666,-0.8818965205860689,-0.2748852848713363,-0.4102852884252246,-0.4270488526918502,-0.542500762395818
530,44.32472222222222,0.4035913934381517,0.4516050029885154,0.2834417352619528,0.4691033241608644,0.4077951628349885,44.325,0.1558890077725233,0.1303943563646065,0.2214049605406031,0.7230211300195776,44.325,-0.8953188202917066,-0.2685414492665557,-0.4111115721348056,-0.4314996825154481,-0.549887683562028
531,44.40805555555556,0.3884752670284018,0.4413100437987383,0.2561927847231869,0.4550786553135409,0.4078881775132422,44.40833333333333,0.136969286885543,0.1184237705196845,0.2059526004553671,0.7050144361007028,44.40833333333333,-0.9000283326913079,-0.2506699238094574,-0.4106417049267992,-0.4228450914144543,-0.5589651466298261
532,44.491388888888885,0.3730474414023098,0.425100057812239,0.2265099119799259,0.4373430249221021,0.406756362629092,44.49166666666667,0.119288986845823,0.0974979476877136,0.1863635572944226,0.7024865123513291,44.49166666666667,-0.9040245129682148,-0.2470706454164121,-0.4092756161005212,-0.4244850270045771,-0.5661331541901479
533,44.57472222222222,0.3527075932099717,0.4045747288189805,0.1803929386542757,0.4206961451736676,0.4013995504081632,44.575,0.0982478842970369,0.0692166369164156,0.1660375635830009,0.666637416717084,44.575,-0.8963068083557311,-0.2511435476932683,-0.41281323085515,-0.4148194329631827,-0.5647917049948767
534,44.65805555555556,0.3358553982976207,0.3879337403484491,0.1804416833934823,0.4005377274479885,0.3832175706191109,44.65833333333333,0.0758457571153571,0.0447795880475346,0.1431743520789066,0.656467207020281,44.65833333333333,-0.9046746581371234,-0.2528885609353556,-0.4070544702897268,-0.412448249029294,-0.5807407939568368
535,44.741388888888885,0.3168905317076264,0.3733767756696526,0.1462559618699282,0.3826674823174519,0.3546102505736243,44.74166666666667,0.0640823844094564,0.0291865517168348,0.1197736557725178,0.6275759409599231,44.74166666666667,-0.9051274936456196,-0.2567056121274839,-0.4099992514031578,-0.4069714110035893,-0.587580412149793
536,44.82472222222222,0.297012667678494,0.3535035177911229,0.1350355867811356,0.370885119547075,0.3781774151264195,44.825,0.0443575465205072,0.0092372793541032,0.0978352078867893,0.5727636761117048,44.825,-0.9160647382644094,-0.264594624943943,-0.4102474870942114,-0.4127888507484051,-0.5893105468084507
537,44.90805555555556,0.272221479644864,0.330513649460913,0.0889803678497668,0.3549903480945103,0.3749188866752465,44.90833333333333,0.0234710250221827,-0.0118684768168505,0.0781587418772468,0.5084304699280061,44.90833333333333,-0.9246858074266496,-0.2611555197485034,-0.4165990861615188,-0.4141004961877366,-0.5969311813284577
538,44.994166666666665,0.2513166402375151,0.310206853166599,0.0520901118236219,0.3393828761100425,0.3992344851608865,44.99166666666667,-0.0001773972793443,-0.028330963778197,0.0537439914319903,0.488376379737898,44.99166666666667,-0.9429901086154556,-0.2665882135944172,-0.4116539533035763,-0.4127062713072349,-0.6008422952664041
539,45.0775,0.2344978212833621,0.2831828111352795,0.0053646224756403,0.3190624109365895,0.3765240280671506,45.077777777777776,-0.027987936345401,-0.0463504277180836,0.0381906904716967,0.455801462747139,45.07527777777778,-0.9585770413639044,-0.2992926202244143,-0.4120119891187409,-0.4168060961542063,-0.6124438643398225
540,45.16083333333333,0.2187646938054541,0.2646412053335755,-0.0179962993960992,0.3032286591097018,0.361987330420882,45.16111111111111,-0.0395608069048136,-0.068127114030636,0.0116985731496137,0.4117057760381759,45.16111111111111,-0.9496459972550404,-0.2964686500707062,-0.4156730901052355,-0.4153998868376147,-0.6269358604271855
541,45.244166666666665,0.2041169280229769,0.2487817174676306,-0.0611928559683798,0.2884813263575638,0.3500242047919553,45.24444444444444,-0.0614962224539083,-0.0928612673159593,-0.0103326261484361,0.3630893765701454,45.24444444444444,-0.9579963599218648,-0.293316210254984,-0.4132371486611436,-0.4178875555280843,-0.6311182515679088
542,45.3275,0.1899541933512546,0.2316040289831111,-0.1090252523928449,0.2684201176009942,0.3466344612932741,45.327777777777776,-0.0757943952565113,-0.1091531313801359,-0.0253031728040557,0.3593523211788725,45.327777777777776,-0.9730275050473436,-0.2948352045884178,-0.4191040530844145,-0.4200690104578928,-0.6289910019623488
543,45.41083333333333,0.1756761584017454,0.2115078210652056,-0.1294936967959978,0.2478447369534417,0.3312179075807765,45.41111111111111,-0.0920555363439495,-0.1236029492352277,-0.0424133319662744,0.301494666576874,45.41111111111111,-0.9941388003644072,-0.2918255335716616,-0.4286736875728598,-0.4211441559209749,-0.6423540719718022
544,45.494166666666665,0.1526824909820442,0.1852927746386261,-0.1525984002792056,0.2333548877209911,0.2969743488534297,45.49444444444444,-0.1100798555150492,-0.137410963099273,-0.0604633685515486,0.2941164693533504,45.49444444444444,-0.995529605655946,-0.2868870943948468,-0.4231459322241545,-0.4265128922729247,-0.6366074181185086
545,45.5775,0.1369728580958826,0.1679585703676063,-0.1783395769186955,0.2127502724023584,0.2853035878532322,45.577777777777776,-0.1296675613361355,-0.1611774143962892,-0.079453547243759,0.264817785974194,45.577777777777776,-0.9907992727548144,-0.2860197809375858,-0.4243206630358367,-0.4219751159309926,-0.6569509930856525
546,45.66083333333333,0.1223469259431283,0.1553048886559018,-0.1931174437655539,0.1964305926888939,0.292605424865213,45.66111111111111,-0.1442188611410346,-0.1779025437562724,-0.0939841324942134,0.2075986727819849,45.66111111111111,-0.999747145543829,-0.2880234837689715,-0.4253977519053064,-0.4211307193740828,-0.6563847457173546
547,45.744166666666665,0.1086043599197842,0.1355314096467922,-0.1983322208457297,0.1779955494645806,0.2740796577174345,45.74444444444444,-0.1597339610310711,-0.1927865910151969,-0.1154553885216447,0.1362591859959945,45.74444444444444,-1.0217725599557668,-0.2852980901475773,-0.4279770666298299,-0.4253795911427614,-0.6639086210186821
548,45.83027777777777,0.0943448246179912,0.1172378132230788,-0.2023841311600324,0.1680448428060346,0.2947260817809873,45.827777777777776,-0.1842130658750709,-0.2108297952150157,-0.1378675793122139,0.1169993817121802,45.827777777777776,-1.0104748439733713,-0.2838434840214562,-0.4204584709065346,-0.4331216158392488,-0.6643225601556384
549,45.91361111111111,0.078567983826025,0.0960237790070861,-0.2150734006841332,0.1505781719825053,0.2771444899699955,45.91388888888888,-0.2020563793093605,-0.2270323946036594,-0.1630209686195067,0.0854193159031887,45.91138888888889,-1.021653317629346,-0.2744595460281407,-0.419441824332411,-0.4313566741274224,-0.6664265004551732
550,45.996944444444445,0.059273500528298,0.0760889863606596,-0.2160002583685638,0.1423952354558749,0.2655346727416131,45.99722222222222,-0.2258641037377639,-0.2459946266350364,-0.1859158199645336,0.0535190444183546,45.99722222222222,-1.0433072930063565,-0.2737461534946452,-0.4167269824043143,-0.4302846427328178,-0.6738203754051761
551,46.08027777777777,0.0376610369053594,0.0598331143851695,-0.2525649361387172,0.1288957308806586,0.2278964180960256,46.08055555555556,-0.2342364403316053,-0.2635167279690348,-0.1989523966357334,0.0228986229837061,46.08055555555556,-1.0736360742370328,-0.2769031804374633,-0.420513796518963,-0.4331053944426271,-0.6787041146544794
552,46.16361111111111,0.0183302543338931,0.0460558419215076,-0.2545676688948469,0.1096793551040055,0.23322951157645,46.16388888888888,-0.2487735890297113,-0.2829989344715206,-0.2163309616889697,0.0369581072019547,46.16388888888888,-1.1072389575039645,-0.2743304975625698,-0.4156021139729375,-0.4352187981056983,-0.6812776440128556
553,46.246944444444445,-0.0057191866132796,0.0303568475500888,-0.2744086945120676,0.0903458041656974,0.2187337362691343,46.24722222222222,-0.267875748538405,-0.3022414812143371,-0.2432517779475322,0.0446975525525043,46.24722222222222,-1.1271152310397077,-0.2724279722654181,-0.4155917779626821,-0.435424718632537,-0.6929408854510206
554,46.33027777777777,-0.0310876261672012,0.0115358095908491,-0.3160882538403546,0.0692947732981493,0.2046088728033569,46.33055555555556,-0.2825431163315124,-0.3196446024753062,-0.2599151080021372,0.0085170143914443,46.33055555555556,-1.146464175126777,-0.2725954686309449,-0.4194826275845036,-0.4363230169953074,-0.7088937571006289
555,46.41361111111111,-0.0591754053627789,-0.0084075938967523,-0.3620065907045455,0.0473259569264083,0.1842546993514278,46.41388888888888,-0.2913758886503568,-0.3322085317382285,-0.2743212142109277,0.0160165479515545,46.41388888888888,-1.1572850620976536,-0.2796328474335637,-0.4170744978345743,-0.4349135502278279,-0.7305361732542809
556,46.496944444444445,-0.0725828660387827,-0.029873685113733,-0.376363951904338,0.0256390486681563,0.1392709916286892,46.49722222222222,-0.3115742605037632,-0.3465335016928835,-0.2928703586994695,-0.0166037916576932,46.49722222222222,-1.1445771563347766,-0.2807399661371704,-0.414967219608929,-0.4271961714255776,-0.7390680443655157
557,46.58027777777777,-0.0907103508378463,-0.0542627865215901,-0.399360587214291,0.0080337413337084,0.1396575228935128,46.58055555555556,-0.3221384256680544,-0.3658197442350276,-0.3055628033607585,-0.0213439494501427,46.58055555555556,-1.1631397142705509,-0.2795166788951394,-0.4053606197034634,-0.4289707297456892,-0.738889277048816
558,46.66638888888889,-0.1129582032064672,-0.074375220842294,-0.4263967493838236,-0.019490273073989,0.1478140639473028,46.66388888888888,-0.3440685766870552,-0.3816674904663968,-0.3273988098552147,-0.0264038705629469,46.66388888888888,-1.1685719843873448,-0.2877628365503261,-0.3974545208139398,-0.427037070406953,-0.7505997740796039
559,46.74972222222222,-0.137926767395009,-0.1004113110582968,-0.4380726941372182,-0.0435333033593552,0.1443403831344935,46.75,-0.3641649048720898,-0.3998769706947043,-0.344578639610684,0.0012164997434296,46.7475,-1.1794732072174845,-0.281278286635067,-0.3908487415359809,-0.4329950346898176,-0.7601994343942449
560,46.83305555555555,-0.1646163884576958,-0.1309713804125251,-0.517988680173616,-0.059095659134176,0.1028362463425506,46.83333333333333,-0.3786276003019815,-0.4184484144336422,-0.3649025538224376,0.0115172160852102,46.83333333333333,-1.179442615343263,-0.279262873371179,-0.3875430963650751,-0.4324444599363876,-0.7588881530900443
561,46.91638888888889,-0.1896274122526159,-0.1616557524083852,-0.5307449691670194,-0.081177650817605,0.0693014170019714,46.91666666666666,-0.3920568518230538,-0.4343820504028811,-0.3797708134531761,0.0312983329553082,46.91666666666666,-1.176079433396933,-0.2833164376699585,-0.3899373956965729,-0.4337851795504253,-0.7652658214252511
562,46.99972222222222,-0.209160185441724,-0.1818647508097594,-0.5661418257662938,-0.1027795896361622,0.0595356560862839,47.0,-0.4046528470491306,-0.4468781065280691,-0.4005836792330226,0.0397599047233255,47.0,-1.1975828780607138,-0.2788388171321833,-0.3840314458256876,-0.4274170229973493,-0.7709323268190547
563,47.08305555555555,-0.237015055490836,-0.2069986996410087,-0.564979517595163,-0.1233017876237344,0.0427387221120468,47.08333333333333,-0.4230157723615343,-0.4573368099408335,-0.4145414116595274,0.0269019856355531,47.08333333333333,-1.2309521580667844,-0.2758298460481074,-0.381625048947497,-0.4225398158042361,-0.7782875528515871
564,47.16638888888889,-0.2637923706696335,-0.2378579231869704,-0.5892583152522138,-0.155144557621575,0.0193103711388513,47.16666666666666,-0.4381458129090878,-0.4729583869787793,-0.4246442709976671,0.0399246298149715,47.16666666666666,-1.2325864741972827,-0.2728893553974699,-0.3789180031569423,-0.4251533795598192,-0.774931379263922
565,47.24972222222222,-0.2928924800516603,-0.26364274599296,-0.625778492310892,-0.1725082132783056,0.001850356769319,47.25,-0.4484431526081146,-0.4893430631854899,-0.4352925172798453,0.0462278912612463,47.25,-1.2336850192843154,-0.2652171728494874,-0.3767101024488261,-0.4288575319144878,-0.7704636819580748
566,47.33305555555555,-0.3191157335143242,-0.2815534928647686,-0.6507403253195059,-0.2055930690499131,-0.0100415698508979,47.33333333333333,-0.4683079741424369,-0.5016910633105278,-0.4444864103058902,0.0720118238507381,47.33333333333333,-1.218446978209948,-0.2744131227628577,-0.3844011367178165,-0.4276520865802888,-0.771684332997002
567,47.41638888888889,-0.3428624817388976,-0.3063904888686677,-0.6819440938012258,-0.2365994401997521,-0.0241656600331143,47.41666666666666,-0.4827404589633778,-0.5142026113094319,-0.4622262096430566,0.0352764813364932,47.41666666666666,-1.2350715279062103,-0.2770770261857603,-0.3765908917584431,-0.4235368533309288,-0.772393200604601
568,47.5025,-0.3661330762105154,-0.3325540593314038,-0.6947900802540806,-0.2631276427985436,-0.0477221675456164,47.5,-0.4967407872897598,-0.5396779303437207,-0.4755121746260236,0.056821917348244,47.5,-1.2303578373550943,-0.2800087008558523,-0.3746791492651005,-0.4227116380017657,-0.7655901491657113
569,47.58583333333333,-0.3833278692181773,-0.3526445298402026,-0.7146785701509634,-0.2941779937243755,-0.0577113486136576,47.58611111111111,-0.5119091381079055,-0.5587172427808907,-0.4839445643568988,0.0208481853924148,47.58361111111111,-1.2451050675885544,-0.2800079612002712,-0.3682656868320441,-0.4251762424898192,-0.7654750392261138
570,47.66916666666666,-0.4040472138547472,-0.3782622262427653,-0.7280098519396239,-0.3195508106627032,-0.0817334619194608,47.66944444444445,-0.524645689171636,-0.577520770194417,-0.4983236377052166,0.0337553388521199,47.66944444444445,-1.271112371688506,-0.2816746183356371,-0.3691502779533943,-0.4209304647537641,-0.7778477274925348
