,Time[h],6803_WT_rep1,6803_deltaKaiA3_rep3,6803_deltaKaiC3_rep1,6803_deltaKaiA3B3_rep3,6803_deltaKaiB3C3_rep1,6803_deltaKaiA3B3C3_rep3,6803_WT_rep2,6803_deltaKaiA3_rep4,6803_deltaKaiC3_rep2,6803_deltaKaiA3B3_rep4,6803_deltaKaiB3C3_rep2,6803_deltaKaiA3B3C3_rep4,6803_WT_rep3,6803_deltaKaiB3_rep1,6803_deltaKaiC3_rep3,6803_deltaKaiA3C3_rep1,6803_deltaKaiB3C3_rep3,6803_deltaKaiA1B1C1_rep1,6803_WT_rep4,6803_deltaKaiB3_rep2,6803_deltaKaiC3_rep4,6803_deltaKaiA3C3_rep2,6803_deltaKaiB3C3_rep4,6803_deltaKaiA1B1C1_rep2,6803_deltaKaiA3_rep1,6803_deltaKaiB3_rep3,6803_deltaKaiA3B3_rep1,6803_deltaKaiA3C3_rep3,6803_deltaKaiA3B3C3_rep1,6803_deltaKaiA1B1C1_rep3,6803_Wilde_WT_rep1,6803_deltaKaiA3_rep2,6803_deltaKaiB3_rep4,6803_deltaKaiA3B3_rep2,6803_deltaKaiA3C3_rep4,6803_deltaKaiA3B3C3_rep2,6803_deltaKaiA1B1C1_rep4,6803_Wilde_WT_rep2
173,14.475,-2.506883278489884,-1.6732939988062592,-1.7479779525245773,-1.9430410928302997,-1.5652718369590717,-1.9601026604466774,-2.4105608280990785,-1.549187338969817,-1.718598458544584,-1.8307505292854522,-1.4955835670179503,-1.8889519537916257,-2.4400519065960973,-1.0623289431591187,-1.3558707248363682,-1.6401910949236527,-1.3274700868322138,-0.5987336930705311,-2.4617182886631657,0.019958413150123762,-1.6365788880752516,-1.752495026596165,-1.1828154796631605,-0.11088615722146769,-1.4702752016782932,-0.6355126291194588,-1.8096447996677072,-1.6609001342122003,-1.787746787387108,-0.7105226943078661,-35.14306042599034,-1.375392148298523,-0.8485215924750347,-1.720312833504826,-1.2039197223348226,-1.7743424768428975,-0.7121599666354563,276.21034259332
174,14.558333333333334,-2.525893064573634,-1.640778173443708,-1.7005369675520758,-1.9095908904007555,-1.5289616505262777,-1.9126068626484198,-2.4283041649454105,-1.5065992642991444,-1.6688115902935055,-1.798279510860577,-1.4460837438538858,-1.8414128659511229,-2.456638659134944,-1.05320755493102,-1.307180676827144,-1.5902821990497769,-1.2792450660529777,-0.5959663574588081,-2.4894226468990475,0.04898407896247114,-1.586515237660056,-1.7069545423470243,-1.1437342210071675,-0.10621503517180159,-1.4306461487623312,-0.6308974910858248,-1.7703845665675673,-1.6214275831270197,-1.7421949368483234,-0.7123284520728974,-35.00468860332242,-1.3358924859693087,-0.8378267347536846,-1.680305925103398,-1.1374014996231792,-1.7241582678779601,-0.7104585355667609,276.05354648512525
175,14.641666666666666,-2.542739887202204,-1.6063139890483162,-1.6585582444472604,-1.8767391738244328,-1.4817235732984504,-1.8567312842843247,-2.4436899670304957,-1.4806780101730892,-1.6182873379591365,-1.7584169765101205,-1.3986547584787647,-1.7940948431980215,-2.4708582492338778,-1.0433777195611786,-1.2605866870496274,-1.553175383662619,-1.2352880203237895,-0.594182662778129,-2.4987840554253022,0.07680151606324137,-1.5387195806536995,-1.6644289647523922,-1.1021016902686682,-0.09960747371543802,-1.399523443918333,-0.6204951924873936,-1.730720041161479,-1.5743813644520643,-1.7052127276488909,-0.7102804058603094,-34.509130070797084,-1.3001556827020342,-0.8279030834723998,-1.6387498393661213,-1.088033073284326,-1.6744594853059267,-0.7136619909408193,275.9758127458035
176,14.725,-2.5594210684949257,-1.5777013717983683,-1.6042417788693242,-1.838286520597924,-1.4331574553607287,-1.8036764780573824,-2.4667154909493134,-1.4468232654781379,-1.558025479035397,-1.716363288335844,-1.340896401715197,-1.7397982979030142,-2.4855079903400177,-1.033039300864276,-1.2084880529411521,-1.5056713121210579,-1.1943987721902987,-0.5991824453423095,-2.497599602641838,0.1040111305481472,-1.486591733244299,-1.6135188282302968,-1.060116501458026,-0.10586313339784692,-1.3657065349525725,-0.6091049829580456,-1.6900515634503464,-1.530561828691003,-1.6625995431310936,-0.7111785530231934,-34.7428105444302,-1.2627807242535822,-0.8099497273950343,-1.5930444094539924,-1.037014341350549,-1.6226459507161333,-0.7061704745582806,276.36100650260903
177,14.808333333333334,-2.5717339388994325,-1.5373402491280066,-1.556387567476881,-1.793233507524201,-1.385263148218859,-1.7524429959514858,-2.4839780017319444,-1.4200347209626707,-1.5090257925588744,-1.6827188083589277,-1.282408466073906,-1.6933236420763953,-2.506385204293503,-1.0285921638164268,-1.1616840753050424,-1.4605706465514752,-1.149977145563514,-0.6005655413406862,-2.5248663859018325,0.13041332718569243,-1.432131513016642,-1.5590246664047438,-1.01517727259512,-0.09878167429240717,-1.3193948721240827,-0.6033261142917749,-1.6471794734780953,-1.4735693261149292,-1.6209547686091277,-0.7078228905455426,-35.04515565419249,-1.2253665998348464,-0.8009657584877576,-1.5541894700099228,-1.0019452019774457,-1.5703174870018208,-0.7073841276809236,276.16819177595363
178,14.891666666666666,-2.589875837191659,-1.5016305497272318,-1.5067956079279665,-1.751580710712619,-1.3384405047991934,-1.701831389231428,-2.5000747728435693,-1.3865120692369637,-1.4544880591088232,-1.6426838985199697,-1.22859074575373,-1.6404712873680636,-2.520087221327498,-1.0142361745551784,-1.102774058310613,-1.4068740478477517,-1.102422965719807,-0.6015317868381158,-2.5409815115117276,0.16420850941717083,-1.3825387389521895,-1.5049470121057178,-0.9672826257093463,-0.10076275600040971,-1.2813879081446542,-0.5973578404426856,-1.6081041113316679,-1.4276042067623642,-1.5880777913691047,-0.7054134150422492,-35.35759094400965,-1.1957123021107305,-0.7925502719190602,-1.5159848571587424,-0.9484255534439223,-1.5146739183601376,-0.7081030910316497,275.81763147940615
179,14.977777777777778,-2.6050441104758395,-1.4803722035419027,-1.4600658988800321,-1.714728705578914,-1.2858893794486936,-1.643642208442904,-2.513603086184471,-1.352455004773187,-1.4128120608071641,-1.594058920678985,-1.1758430366416208,-1.5898416450675164,-2.530611380068189,-1.0009712003795106,-1.050757309493168,-1.3471821756712687,-1.0513360593009105,-0.5944810177749786,-2.558542094731231,0.18819707935666805,-1.3350132314290757,-1.4596863973691825,-0.926631186839616,-0.09900603765105712,-1.2486850981788369,-0.5845994175249942,-1.5678258171410284,-1.3784668204392534,-1.544968000669051,-0.7041501227591054,-35.72354187176225,-1.1618168272001488,-0.7817023660597441,-1.480230408507198,-0.9068552941521996,-1.46031507029214,-0.7083275047944915,275.41838741969286
180,15.06111111111111,-2.615036114184511,-1.4481651417737358,-1.4061984399899514,-1.6742780668452037,-1.245409627934926,-1.5968760034125107,-2.5301602320900294,-1.3162632239054053,-1.360997581318486,-1.556244236615405,-1.1223651363126446,-1.5364351261038562,-2.539155027534787,-0.987397109749836,-0.9972331397540006,-1.291895688450906,-1.0021162543139153,-0.5936130699671747,-2.580345259773315,0.21637943779105887,-1.281754812222107,-1.4074433534370794,-0.8814215860343544,-0.10171117790146367,-1.2198858998439408,-0.5792501038130271,-1.5231449310791585,-1.3269575167189696,-1.4936247877389064,-0.7060330095728045,-35.97203380928579,-1.1266791746760272,-0.7700211424829295,-1.4423259631439551,-0.8656343226278076,-1.4104407696027912,-0.7086575086146059,275.26092029669735
181,15.144444444444444,-2.6222492120785104,-1.4094092968803058,-1.357993231914016,-1.640829368539988,-1.1912011074460656,-1.5531333232477433,-2.543543509330728,-1.277136424829579,-1.307844405850045,-1.510840208028081,-1.0731568440299801,-1.4846521410457854,-2.5539155191395246,-0.9733137722879996,-0.9466008633603952,-1.242015243383043,-0.9553633801312769,-0.5863277791061261,-2.592588139804221,0.23815598418000977,-1.2293633045027639,-1.359018410757327,-0.843052457351503,-0.09987783493665302,-1.1819897732100322,-0.5757091597412236,-1.4920617933620595,-1.282476644942311,-1.450447545780525,-0.7070620709909388,-35.953692042370676,-1.0958983475652997,-0.763505705964054,-1.3996713616395948,-0.8411625375195867,-1.3562508444009613,-0.7056932415982783,275.0588897034604
182,15.227777777777778,-2.6300807762469747,-1.3709046025750453,-1.30965027630794,-1.5985831839981473,-1.145063676590894,-1.4968147163370022,-2.5577502251121498,-1.2392743076035613,-1.2505523211517626,-1.4704471965352803,-1.0188179607449221,-1.431693100101609,-2.556490218687657,-0.9537210587772795,-0.8894597979456245,-1.1915414964315603,-0.9006772674908096,-0.5864249807587743,-2.6006678769434544,0.26492711665597857,-1.1764385328391977,-1.309412098983824,-0.7997224388585196,-0.10290566646956177,-1.1453961807999375,-0.5657758479041346,-1.4541767442487539,-1.2304245542175025,-1.4010356699676743,-0.706237302152001,-36.190141770762224,-1.057273352348913,-0.7553551644808701,-1.3570664460466162,-0.7728398375996904,-1.304945124099427,-0.7062348423129197,274.43955412618027
183,15.31111111111111,-2.6467281871073425,-1.3312509938272437,-1.2571695758268557,-1.5585400858609466,-1.0883971953987985,-1.443120730349586,-2.5693776950749765,-1.1964765741471008,-1.194521115516229,-1.4250655636746892,-0.9649482890968765,-1.3789584131192347,-2.5790764983774634,-0.9462188411623866,-0.8294092645089529,-1.144875102327838,-0.8464577484956901,-0.5869045103675836,-2.606381622263785,0.29469323202421244,-1.124180323196236,-1.256424946976447,-0.7516301726323761,-0.10239432974103818,-1.1141045875892432,-0.5540494330564215,-1.418490124041281,-1.1684015934201952,-1.357188557446038,-0.6995586978253844,-36.48760810816068,-1.0146031989618227,-0.7467686292134469,-1.3097110598994346,-0.7094661217635816,-1.256723439414873,-0.7048824487870695,273.55217094421243
184,15.394444444444444,-2.6547888334053518,-1.28924840686205,-1.2049511341253143,-1.507500646076029,-1.0312015253197755,-1.388051912235695,-2.5748232432949916,-1.1583429282418407,-1.141750578778701,-1.3796956709034105,-0.9033476334133652,-1.3202484895861732,-2.5904717388002467,-0.9324069925494631,-0.7746485874156344,-1.0926167145707564,-0.7957046566144559,-0.5783662032505397,-2.6105265357912515,0.31585472576275014,-1.065188502935376,-1.2040574828010497,-0.7057743047595622,-0.0981434815198396,-1.078114461006293,-0.536129182112858,-1.3694022730847015,-1.1114081111934653,-1.3019056073332127,-0.6960262524113816,-36.66131608222118,-0.9778869007929978,-0.734145214544171,-1.2666050482143847,-0.6518412890300365,-1.1995856223678891,-0.7104361985103924,272.8287964300696
185,15.477777777777778,-2.6632601122150446,-1.2472967791604699,-1.1397949558572882,-1.465665435897422,-0.9670765292244277,-1.3336088082264324,-2.58248420228308,-1.1152730755313185,-1.0926405023171033,-1.3347378795979647,-0.849015799710023,-1.2583637386295345,-2.5868733289403307,-0.9124853872060867,-0.7157770943969122,-1.037166985426694,-0.7424178266810053,-0.5770098946011484,-2.6126997865051553,0.34841199202242057,-1.0062629008147908,-1.143710233729465,-0.6551534853360803,-0.09495277810263712,-1.0432252709321896,-0.5202143641483278,-1.3271135317670946,-1.0488444559478158,-1.2485862207187104,-0.6948399599411872,-37.020690634553794,-0.942723474685414,-0.7262840380577453,-1.2269482574897155,-0.6057652385411401,-1.1401315062829753,-0.7034962284336814,271.7396857494218
186,15.56111111111111,-2.6713394289387606,-1.2115960494593683,-1.0837010466761685,-1.4216350258855328,-0.9122220714039649,-1.2715919638338014,-2.5871579129852256,-1.0806667235209666,-1.0315906790520257,-1.2907925510542906,-0.7915525956905984,-1.2013045690160316,-2.594678666175065,-0.892453900561265,-0.6679941165500196,-0.9725265659295314,-0.6865970948945976,-0.580035419488437,-2.6150985523380665,0.3711654236268428,-0.9450033469893226,-1.0811837262395034,-0.60456636846745,-0.09682187531401223,-1.004836489700795,-0.5085042503978283,-1.2810242405195598,-0.9927109758611746,-1.1978298006639545,-0.6851998140768926,-37.38475662072349,-0.9069119409360593,-0.7133842205411876,-1.182940535705596,-0.5498378695622911,-1.0857609257885374,-0.7006626749688554,270.4138929610966
187,15.644444444444444,-2.684224197307142,-1.178346157751466,-1.0272694132347677,-1.3790099859071523,-0.8542380175702043,-1.2194019238507061,-2.596841724782513,-1.0453235815781121,-0.9854009034467266,-1.2444600464877453,-0.7369578307469553,-1.148871389151981,-2.5996851562748198,-0.8861124092054393,-0.6090989883381803,-0.9164961058806471,-0.627842298819853,-0.579642612856955,-2.6291200201758187,0.3943154120724271,-0.8832096730104912,-1.0274784860149562,-0.5514116122687055,-0.10015042850645625,-0.9675475920987286,-0.504198114256466,-1.2343347398162146,-0.9378080188788973,-1.1452357522022862,-0.684705808111492,-37.34293881025016,-0.8706513232959332,-0.7096448859838328,-1.14618173232411,-0.46605908148219677,-1.0318737168168886,-0.7049356739889612,269.2406710170786
188,15.727777777777778,-2.6917118393791313,-1.1441470452853442,-0.9743000631853166,-1.3421908851354505,-0.7979242348555697,-1.1628392323509533,-2.5983329954911274,-1.0068433609319762,-0.9276709715071304,-1.195140727033102,-0.6862313159590693,-1.0942646070833004,-2.6114902134029903,-0.8794607908904846,-0.5574910475906081,-0.8586762538489205,-0.5835532773867537,-0.5786313095267719,-2.627161385857514,0.41406234752837556,-0.8276817118264861,-0.9719950379455892,-0.5122878788643974,-0.1011380925603744,-0.9337580553653713,-0.4954952312794605,-1.185845370174197,-0.8861359327137659,-1.1000034823389586,-0.685157934968879,-38.093261886608616,-0.839740648970045,-0.7038651615773333,-1.1042716982892609,-0.43862877381287735,-0.9750697166042479,-0.709115360828173,267.9604717625097
189,15.813888888888888,-2.704799785541972,-1.1041986545654399,-0.9197930051794653,-1.2971782920499806,-0.7394805918130923,-1.1093044326892496,-2.6076290913623534,-0.9770257746736748,-0.8704006807818303,-1.1518349537445522,-0.6315728640950314,-1.0356846304955092,-2.6144912601159924,-0.8660989245297066,-0.5023696355025044,-0.8030676571707311,-0.5305298708906427,-0.5874013441934784,-2.6380198541755178,0.437006618836679,-0.7740192977821705,-0.917733906127149,-0.45599383438859187,-0.10138452188408179,-0.8940673591928605,-0.48279487918214237,-1.1371564721536642,-0.8336950648459854,-1.05033240005114,-0.6863561872038467,-38.40855044722855,-0.7995789486174135,-0.6906441777156564,-1.063810286026968,-0.39814684618966356,-0.9221487636907422,-0.7066018702817904,266.77194593568925
190,15.897222222222222,-2.7106854745112074,-1.0693009293520497,-0.8739482488682848,-1.2517727744366767,-0.6879069584164095,-1.0521980675012033,-2.6219273870825783,-0.940870537756219,-0.8157898303620846,-1.1095430875957055,-0.5737822896110467,-0.9727318667137295,-2.6164857273632673,-0.8622266901978446,-0.4489340966350642,-0.748270961949957,-0.4727719209922223,-0.5847525514281869,-2.645092638875462,0.45234861351212124,-0.7156222666190817,-0.8612956138613591,-0.4099281489848696,-0.10888937041380314,-0.856074985726093,-0.471096337839954,-1.1010683863577921,-0.7814857625231892,-1.000621916287913,-0.6821005570020894,-38.584629003494605,-0.7705652563510688,-0.6831810679950869,-1.0235973494450679,-0.3610131983711967,-0.8583106979204059,-0.7045953366062412,265.97454316807386
191,15.980555555555554,-2.716966353330683,-1.0328538146613264,-0.8129658049022659,-1.2097748993878565,-0.6326032060597667,-0.9983206787033244,-2.627625265773288,-0.9039773669945137,-0.7606382208818196,-1.0732654894795883,-0.5282594086514317,-0.9120067227026843,-2.623271054487278,-0.8548439691310716,-0.40478377891546985,-0.6874868130579779,-0.4150792707175587,-0.5836847656775314,-2.6379769626562455,0.46928871774227476,-0.6534904554754277,-0.7934806836559228,-0.36628949680632766,-0.11165229161367801,-0.8199804195627249,-0.4657988892884489,-1.0585814534327773,-0.7249083727604373,-0.9528714439702741,-0.678791036180201,-38.69632198074632,-0.7424986097380526,-0.6750749692142254,-0.982832743933314,-0.31622773023943085,-0.8113553604411802,-0.71209589351908,264.8049119842774
192,16.06388888888889,-2.7252398773725446,-1.0012572567652822,-0.7574456849313176,-1.1599852333022183,-0.5621692075580169,-0.9410728074930236,-2.6315201189910686,-0.860545981065359,-0.7037456545176299,-1.0320025202086454,-0.46840403904861977,-0.8545096050666999,-2.6342446892235114,-0.8407506437269916,-0.3445180336368952,-0.6195158541336718,-0.3622517644580777,-0.5769978212636659,-2.647070057170032,0.4918273163875032,-0.594023702886092,-0.73328963722452,-0.31707655601557727,-0.1134729384757544,-0.7839831477531713,-0.45770181772329094,-1.0134960140678364,-0.6687632423402139,-0.9002803979911346,-0.6734276161856738,-38.86865371827815,-0.7025780497994152,-0.6597250213739889,-0.9357163263633789,-0.2433903417996301,-0.7502825937049132,-0.7087036741989869,263.0332998020711
193,16.147222222222222,-2.726303510337239,-0.970911203191786,-0.7079879016047705,-1.1130043418848403,-0.4988048371466196,-0.8858549943486129,-2.6308093467276072,-0.8183761005074479,-0.6471119349887751,-0.9845545405147386,-0.409816000323157,-0.800040920049705,-2.635004087700476,-0.8301465975446423,-0.28153621545850227,-0.5645587275834173,-0.306489247970566,-0.570491552384267,-2.646569163022252,0.5047647929809606,-0.5310218487826293,-0.6749229954868106,-0.2760880087847463,-0.10895096351999325,-0.7478826598006053,-0.4452044095002574,-0.9712124089952019,-0.6118507178124302,-0.8506481952153193,-0.6700102880969021,-38.98424846933946,-0.6654026210102171,-0.6477303676776112,-0.8928479550888488,-0.17090093318037036,-0.6934922414673601,-0.7068188112857712,261.7907529323834
194,16.230555555555554,-2.7279547242535136,-0.9298156027245668,-0.6439924685713745,-1.0720327901471856,-0.43910997048164047,-0.8298677790293058,-2.637690357409692,-0.7816674477213708,-0.5883368675571825,-0.940521911049147,-0.35669511368370227,-0.739601073535229,-2.6205467144397048,-0.8178317153044935,-0.22463768240544538,-0.5004160745810924,-0.25219156837717244,-0.5691657931125316,-2.639071529771601,0.5189015297285935,-0.47428473449326775,-0.6093812785684323,-0.22452254129547933,-0.11308601879426544,-0.710278447660958,-0.4315059531352361,-0.9297309789901291,-0.5537711454944245,-0.8031742544795667,-0.6667390426231803,-39.18373040113454,-0.6271713712995324,-0.6350901545306422,-0.8484274899452311,-0.11315940463353812,-0.6277841487881843,-0.7034414368803681,260.32371657930014
195,16.31388888888889,-2.736190999478415,-0.8869704054032096,-0.5876594004792988,-1.0274711424070957,-0.3768844846397529,-0.7715117005752161,-2.6363605678992106,-0.74561974696961,-0.5348202590274473,-0.8935049923825693,-0.30324120202702975,-0.6879904710464028,-2.613870042355752,-0.8048058828884479,-0.17002179586886654,-0.44308853506807505,-0.19795857416540552,-0.5634203773971774,-2.641974415930041,0.5514379075091367,-0.4182122027429081,-0.554065005801,-0.17917884373893322,-0.11127775587435407,-0.6631700057429217,-0.4302057393042267,-0.8920520648708916,-0.49252487147095886,-0.7498579965925324,-0.6680138701047035,-39.01372359482257,-0.5904833520504434,-0.6198035315409491,-0.8112547922499483,-0.06176565653433115,-0.564558162030955,-0.7051716825448398,259.0722348400644
196,16.397222222222222,-2.7318098246972933,-0.8481755625231572,-0.532188712976132,-0.9823199622887967,-0.31552825811823804,-0.713387297307361,-2.6258174034931523,-0.699632724376544,-0.4781619177468304,-0.8513041450051202,-0.24845408993802692,-0.6310095177459623,-2.6035715527561982,-0.7986689873398416,-0.11388792060589936,-0.3791767477532442,-0.13679011518813505,-0.5594551390624452,-2.6438750889627984,0.5727743058741177,-0.35660409765312484,-0.4915746957221076,-0.13405561031578353,-0.11452582586395363,-0.6305568309079466,-0.42330306084333896,-0.8501760074987819,-0.4433122415942231,-0.6938988443347823,-0.6648347605125643,-38.144652045517674,-0.5563376181000428,-0.6066696515187133,-0.7717297248023398,-0.020119589381258275,-0.4994141288631484,-0.7050096793023755,257.3901507050767
197,16.480555555555554,-2.731608696923799,-0.8024310266357114,-0.4717804227088847,-0.9349798127228945,-0.2642411708349833,-0.6494951068276562,-2.6196582979236043,-0.6653061079284455,-0.4289616536052615,-0.8027197293263333,-0.18193360368969563,-0.5674586184362425,-2.6030487353416434,-0.7844209168634426,-0.06243542473966557,-0.32128135011297665,-0.08628604266359255,-0.5604699118080941,-2.643970825288368,0.5949111030478529,-0.2968602647421643,-0.4289108660753279,-0.09315153923621985,-0.11262987939466892,-0.5906384224702406,-0.41259721274879635,-0.8011031477781133,-0.37953360148383275,-0.6416962224588001,-0.6544017034487579,-38.26773966228887,-0.5157332277394346,-0.5932876704764349,-0.7326521518836637,0.0307788962038602,-0.44215189825614987,-0.6995555576372919,255.55310605789458
198,16.563888888888886,-2.726985121499882,-0.7657367515480312,-0.41503454732398404,-0.8892512559463768,-0.20562310412848359,-0.5900356660189205,-2.618880693357757,-0.6278396274734815,-0.36721927803533627,-0.7579521056751577,-0.11927957124315043,-0.5051381775591817,-2.5880990882057135,-0.7744615608254519,-0.004663679759278238,-0.2632029783911508,-0.03544620917537068,-0.5580645292094073,-2.6450589102785074,0.575248675927451,-0.23898055092494658,-0.3618740338102113,-0.04286533271994734,-0.10618956662601717,-0.5588142821967709,-0.40128749217693127,-0.7552338266562171,-0.3189892965268283,-0.594049557688981,-0.6539146881461783,-37.50461026816008,-0.477669242713734,-0.5834567476289292,-0.6896219392570941,0.10352989947589256,-0.3799713204852488,-0.6984094474950314,253.75534167523318
199,16.65,-2.7197366120957946,-0.7178926923231339,-0.3439511054672779,-0.8425348535026137,-0.14647394075784104,-0.5326095110448735,-2.6194820403978993,-0.5868330147217138,-0.30473460401231656,-0.7230016342999626,-0.055291822247621386,-0.4444485991963204,-2.585920117835056,-0.7643908097535024,0.044627939480159855,-0.19954226759914429,0.020529531327575994,-0.5580388247171868,-2.6417366382582426,0.556787400082811,-0.1843648045130654,-0.29866471508228665,-0.0017956969961861772,-0.10080453724542635,-0.5246839143072639,-0.3937731984441902,-0.712368385123445,-0.259879671877678,-0.5469582787216358,-0.6463737034686197,-37.163287600110166,-0.4369447282220642,-0.5707760453933279,-0.642038954167723,0.17193351956639663,-0.3230722471296447,-0.6947714782821635,252.0724972269648
200,16.733333333333334,-2.7124606907100883,-0.6756988052798957,-0.28793011678403635,-0.7988311662413565,-0.08659356490276407,-0.474417177350136,-2.607059798081422,-0.5484860032450991,-0.2433074460541332,-0.6802686753685327,0.005629811959548488,-0.38739028706880146,-2.5685093391093408,-0.7502085553366606,0.09804005475755559,-0.1410998515158331,0.08464132353093438,-0.5521926316577578,-2.639401312505865,0.5437276497566215,-0.1284128752147855,-0.2344834252530605,0.049458657696327686,-0.10367444046823562,-0.4916468254742056,-0.3834536330271291,-0.6581071642131675,-0.19920507245827512,-0.49702181622498975,-0.642578737910777,-36.46499530907289,-0.4027587529175617,-0.5614447293890792,-0.5981030653425599,0.21318985548361857,-0.2646545310724419,-0.6918417788663856,250.43521127611905
201,16.816666666666666,-2.7021548876696166,-0.6371550479930479,-0.230571601918946,-0.758740754318739,-0.023181862163568615,-0.40845919966023037,-2.593811433880814,-0.5019983284774874,-0.18353762022138315,-0.6359535889680723,0.06908549835290304,-0.3289636445373689,-2.5690642753012627,-0.7403146904254259,0.15237328448582788,-0.07867636268759662,0.1424893107550283,-0.5459257832329649,-2.625250245252931,0.5262697978643629,-0.07152461413504699,-0.16993067889001867,0.09309901710934149,-0.10259892503769562,-0.45210252482283964,-0.3743280995624164,-0.6172505050017745,-0.1387658429579395,-0.4434396028391818,-0.6371297795982449,-35.99375695993692,-0.37411038890737247,-0.5496619684379491,-0.5526141429905307,0.2768990061124941,-0.20711802650065256,-0.6864204775765222,248.31272127888286
202,16.9,-2.692616741629534,-0.5926613792931825,-0.1684755825161155,-0.7132641771972765,0.03576128043882096,-0.35033611198157943,-2.5867344237036676,-0.46416972771462506,-0.12522494411733195,-0.588056735105202,0.1340754022188716,-0.26516907460236877,-2.537782458076537,-0.7229091090317297,0.20762824371190333,-0.01467243242830982,0.2068736349548211,-0.5348381125201758,-2.619880757684264,0.5048142159943061,-0.012499873775460787,-0.10360698976662508,0.14152666298508812,-0.09997763922496757,-0.4090505239311686,-0.36059590384683105,-0.567998748608675,-0.07976232783341719,-0.3972110731762654,-0.6304268162875187,-36.16859603154584,-0.33759871175265177,-0.5374269345640179,-0.5003720588024783,0.31726107021464534,-0.14586258890519693,-0.6837077022025239,246.60066358460045
203,16.983333333333334,-2.6868437995732934,-0.5522177592667489,-0.10924208121907175,-0.6644019936458643,0.10123597446287663,-0.29184844760150797,-2.577426251892674,-0.41979994011415167,-0.06136923688790948,-0.5427784737059609,0.19759968715576948,-0.20420697990374986,-2.526461427493905,-0.7057917063289363,0.2672055441167197,0.04651130918064901,0.26879443671991476,-0.5303294524722781,-2.595090179937951,0.4841612744075125,0.043861491965688934,-0.04371287086232161,0.189942873056286,-0.09761023082912527,-0.36389033682995303,-0.3542563538372653,-0.5171522361962992,-0.020994871308879278,-0.3475356638202078,-0.6256698353659924,-36.24693591669816,-0.3056228004685676,-0.5337388029936827,-0.4559766859511649,0.36747614642838633,-0.08748807508090085,-0.6811035799954687,245.2342734357734
204,17.066666666666666,-2.675433616812653,-0.512024149256052,-0.049871121670762096,-0.6141547617397805,0.16304233004645952,-0.23319673908824218,-2.5666844112256237,-0.38008870669560235,-0.0033703192217138106,-0.4961191646158046,0.2618585150737974,-0.13587776272106322,-2.5258987320051283,-0.6889623786518422,0.32350579401522456,0.11127423329040319,0.3292518552745505,-0.5253996359176807,-2.5860758511053485,0.46671134203783404,0.09895962779344457,0.023951165637471777,0.23714892104613594,-0.09509634717715199,-0.33062148000271446,-0.33850875965072047,-0.4707113089700956,0.04353618262407645,-0.29601281332689094,-0.6208588238519614,-36.336399922147294,-0.2619817375242968,-0.5219967521556588,-0.39982789909126787,0.4393443332687183,-0.026594343126499387,-0.6780082376675609,243.24158496806047
205,17.15,-2.6591837569876677,-0.4676805118592594,0.011037271486446606,-0.5671230388606853,0.22578045590682527,-0.1721815182909082,-2.56230640291541,-0.3456357703404053,0.05417198664998973,-0.4546791675996071,0.329252046195044,-0.07918182497346019,-2.5170919284549935,-0.6794210234966771,0.37412959835637594,0.1678157122845756,0.3922460284776078,-0.5220484955603143,-2.5738351192310756,0.4504647864919125,0.15299467701617445,0.088384608341356,0.28374607666832413,-0.09263563512394467,-0.2966434723857314,-0.3295524335643111,-0.42447630817853077,0.10463049020642666,-0.24864196222411117,-0.619393768394621,-36.014011268601564,-0.22767460884302748,-0.508999963680976,-0.35352557435938203,0.5074657291273325,0.037018747555367604,-0.675021801392133,241.18563121027785
206,17.233333333333334,-2.6572917920666947,-0.42578681093039195,0.0664830726107679,-0.5215073816966196,0.28405045934062306,-0.11960331633953405,-2.5504897366100243,-0.30684087579188496,0.1114578569532676,-0.4128588423416608,0.387980439053483,-0.02011956821969742,-2.509838582081309,-0.6685675395211035,0.4234775587231417,0.22693511977929126,0.4435770928226073,-0.5172758639796297,-2.568565341313018,0.42602197404918324,0.2155667815455756,0.14398694665195405,0.3207356056270211,-0.09062774105230927,-0.2645558353680433,-0.31898669001526203,-0.3792475751130925,0.16908770791172084,-0.21322255301157833,-0.6208746552740659,-35.57459309072422,-0.19410050380195798,-0.49454762240298106,-0.30886958937401976,0.5930404322726075,0.09175133625815175,-0.6683443968036437,239.14304408439892
207,17.316666666666666,-2.6589553023463917,-0.38594301157933075,0.12386625506099487,-0.48530834624200736,0.3460524462238938,-0.06026266364504995,-2.54003193039256,-0.27790376965525987,0.167087466371521,-0.3702585484456757,0.4494438504949725,0.03170860634186985,-2.499936266514907,-0.6582018265442161,0.4783502733324997,0.285631830623172,0.4984451834377048,-0.5148815736306012,-2.5502638833023275,0.4033832696618695,0.26807608189667165,0.19995767076591148,0.3673187696168829,-0.09407231087296464,-0.22055809279144498,-0.30641084560091114,-0.3316254511082868,0.22790749244608347,-0.16275403016091783,-0.6197014704012911,-35.150568437133416,-0.16585851523229733,-0.48483891635733734,-0.270259823235611,0.6520685408496114,0.1482035609713982,-0.6655761489976795,237.1278544055545
