,E007_Time[h],E007_6803_deltaKaiA3B3C3_rep1,E007_6803_deltaKaiA3B3C3_rep2,E007_6803_deltaKaiA3B3C3_rep3,E007_6803_deltaKaiA3B3C3_rep4,E007_6803_deltaKaiA3B3C3_rep5,E008_Time[h],E008_6803_deltaKaiA3B3C3_rep1,E008_6803_deltaKaiA3B3C3_rep2,E008_6803_deltaKaiA3B3C3_rep3,E008_6803_deltaKaiA3B3C3_rep4
649,54.27472222222222,-0.7412211206557886,-0.8760975824373142,-0.7710115789815252,-0.794533689810845,-0.8488456574090875,54.275,-1.2473583446546246,-1.0206323293783397,-1.0907769048500473,-1.1402567494494036
650,54.35805555555555,-0.7363935263861716,-0.8786723568604631,-0.7648980577410931,-0.7905492352110763,-0.8544113185145383,54.35833333333333,-1.2516647518417192,-1.0186320162055702,-1.080744160735195,-1.1341257580561352
651,54.44138888888889,-0.7316724765749321,-0.8788048604435513,-0.7655251042106563,-0.7899014133331388,-0.8519198465555358,54.44166666666666,-1.2502701962006022,-1.0157796126483256,-1.0729134285636022,-1.1309713772128154
652,54.52472222222222,-0.7364584740719421,-0.8836954096875993,-0.7716929939638835,-0.7951906288046308,-0.8513715822033796,54.525,-1.2631749997047388,-1.0148755609557285,-1.062684918747249,-1.1261938477407183
653,54.60805555555555,-0.730552023880336,-0.8911443217027388,-0.761602003332285,-0.7962172874774602,-0.8459668671283507,54.60833333333333,-1.242779486299506,-1.0093203046808057,-1.062258840979022,-1.1177934101007176
654,54.69138888888889,-0.739553633156508,-0.8955519142082059,-0.7524524094052084,-0.7893817964278428,-0.8423060439997081,54.69166666666666,-1.2456839819021996,-1.0111142886804934,-1.0566354042327022,-1.1111703043932912
655,54.77472222222222,-0.734463811210115,-0.8913185055323473,-0.7488444900298425,-0.7824845639563056,-0.8445894564856913,54.775,-1.2516888144020264,-1.0104579591156342,-1.0544148167629783,-1.1001247703585169
656,54.85805555555555,-0.7248830695040751,-0.8860444146126164,-0.7491785238112147,-0.7849259995876849,-0.8384174492535182,54.85833333333333,-1.220794313660108,-1.01295176345098,-1.046797286105436,-1.0926570473760766
657,54.94138888888889,-0.7244119216545655,-0.8871299609955773,-0.7510547901121924,-0.7819065140711261,-0.838790367969386,54.94166666666666,-1.2044008115094824,-1.0111961504551847,-1.0401830190765646,-1.085967374465254
658,55.0275,-0.7262508834310264,-0.8831754648369017,-0.7550735690534817,-0.7802265193800855,-0.8353085592984721,55.025,-1.176708641755098,-0.9983915702008144,-1.0305722217737516,-1.0750559902849333
659,55.11083333333333,-0.730000472756159,-0.8751812469013682,-0.7540351415136293,-0.7822864287123268,-0.8299723709049314,55.11111111111111,-1.1359181401738203,-0.99693847406434,-1.0179650995752896,-1.0601231331336014
660,55.19416666666667,-0.7216612097059256,-0.8747476285628661,-0.7555397891290194,-0.7836866564899241,-0.8235821514518991,55.19444444444444,-1.1218296445144291,-0.9992373147261396,-1.00756185714037,-1.0439690409493476
661,55.2775,-0.7158336165095496,-0.8638749318043906,-0.7565877942938768,-0.7870276183592607,-0.8235382506014908,55.27777777777778,-1.129643494497618,-0.9948885461704988,-0.996562698409086,-1.0353939513098631
662,55.36083333333333,-0.714318217549514,-0.8593634792180475,-0.7495794401602661,-0.7773097311910304,-0.8164410190148,55.36111111111111,-1.1065600318159936,-0.989492623685612,-0.9787678266024324,-1.0207981014324428
663,55.44416666666667,-0.709115539361567,-0.8508135940050496,-0.7411150106380899,-0.7785334130802368,-0.8140908083518998,55.44444444444444,-1.089779600134078,-0.984850003863577,-0.9743774442223054,-1.0083817281739806
664,55.5275,-0.7032261106347137,-0.8418255999757192,-0.7327947903950913,-0.7756990833461912,-0.8108879712718428,55.52777777777778,-1.0567025450883083,-0.9663611446004008,-0.9633917530515016,-0.9947450680309748
665,55.61083333333333,-0.6986504622112228,-0.8369998215494863,-0.7268190648568528,-0.7724071625325172,-0.8112328614326603,55.61111111111111,-1.0507292142870346,-0.9540265050959984,-0.9610109541537192,-0.9870883571395244
666,55.69416666666667,-0.7011891270866234,-0.8317365837548888,-0.7187881202067957,-0.7662580724071444,-0.8033258334913651,55.69444444444444,-1.034859957310521,-0.9372465458541884,-0.946635247873556,-0.9788118312753308
667,55.7775,-0.6950426404097058,-0.8362362122295738,-0.7071022433861806,-0.7628522359623144,-0.7953672431039454,55.77777777777778,-1.0432951257109453,-0.924421728682702,-0.927464833836515,-0.9587157258536982
668,55.86361111111111,-0.6958115394825213,-0.8330990332202967,-0.6935617220941084,-0.7681900774145781,-0.7879574469253716,55.86111111111111,-1.0168350730124025,-0.9087525166931728,-0.9134999109489964,-0.9524002759295318
669,55.94694444444444,-0.686096363760383,-0.8273253735829214,-0.684366844787519,-0.7742720222047955,-0.7882968026095936,55.94722222222222,-1.0000801547108988,-0.906039374301143,-0.897540677398305,-0.9420657161973393
670,56.030277777777776,-0.6812976548518647,-0.8193155607824192,-0.6793179006811921,-0.7626984969981356,-0.7861856688095387,56.03055555555555,-0.9738307282743572,-0.8930827672260627,-0.8881873306526447,-0.9271122809912314
671,56.11361111111111,-0.674215956518802,-0.8184699228928721,-0.6678151797477445,-0.7548699296840783,-0.7768244051771157,56.11388888888889,-0.9694871531426116,-0.8852831624912889,-0.8786400674611209,-0.9105402042849202
672,56.19694444444444,-0.6680518146762905,-0.8127887885974681,-0.6624589727176358,-0.752186749376412,-0.7746133723632104,56.19722222222222,-0.9498497907274124,-0.8770410284240844,-0.8754990838537409,-0.8981497196917182
673,56.280277777777776,-0.6604057773926895,-0.8082724871885042,-0.6630495710791628,-0.7392493864132353,-0.7643529320176892,56.28055555555555,-0.9365190044124244,-0.8721568346556208,-0.868164575141412,-0.8883410604645425
674,56.36361111111111,-0.6508783948896156,-0.7965213485673862,-0.6487872670784625,-0.7292582723569557,-0.7522434467893978,56.36388888888889,-0.9152951595532256,-0.8658310521209753,-0.861036735915945,-0.8745144594959116
675,56.44694444444444,-0.6432702195419495,-0.7929357032446281,-0.6460723537195107,-0.7210138399942906,-0.7410852803261602,56.44722222222222,-0.9163786234773096,-0.8546641530591349,-0.8519157600500502,-0.8594701493179439
676,56.530277777777776,-0.6379818058778319,-0.788115882339853,-0.6309051247641237,-0.7191165233362664,-0.7326787972747811,56.53055555555555,-0.8961697654840827,-0.8410566110129902,-0.8306018406973377,-0.8426083621023627
677,56.61361111111111,-0.6320137105786655,-0.7850622175817912,-0.6308858747319563,-0.7139667576182198,-0.7280243632810445,56.61388888888889,-0.861668956844868,-0.829808900829341,-0.8134951702923232,-0.8263293296604921
678,56.69972222222222,-0.6279664924791133,-0.782575041308282,-0.6272148989005025,-0.7105649792997968,-0.7259223449897123,56.69722222222222,-0.8448765708028991,-0.8203214986588934,-0.7955959405504208,-0.8070332834432586
679,56.78305555555556,-0.6186407125670997,-0.7782546864662728,-0.617692493305096,-0.7103116260649533,-0.723773110044527,56.78333333333333,-0.8539929825733263,-0.8109948819562609,-0.7759043424679439,-0.7929204545411902
680,56.866388888888885,-0.6070369339838108,-0.7665014866118205,-0.6143189547389103,-0.7018071368219541,-0.7219770270882108,56.86666666666667,-0.8534185693432141,-0.8074295294799665,-0.7594205663221114,-0.7833910736844182
681,56.94972222222222,-0.5981557220236937,-0.7593157759100878,-0.6094945807529577,-0.6982519517033734,-0.711334465762462,56.95,-0.8365537102715405,-0.8012259212924353,-0.750744801671041,-0.7684453712426743
682,57.03305555555556,-0.5799976441344559,-0.7496978891353486,-0.5998196696560906,-0.6864465120660946,-0.6958457967079621,57.03333333333333,-0.8271987864891974,-0.7899845387600023,-0.738277237353752,-0.7570835772252933
683,57.116388888888885,-0.5673632699170669,-0.7404481616709839,-0.5958945205150004,-0.6767912604913136,-0.6777113915643698,57.11666666666667,-0.8411541810989922,-0.778505864552911,-0.726818061490164,-0.7465059212812108
684,57.19972222222222,-0.5566531711257581,-0.7329669295094836,-0.585519433154217,-0.6696866407845317,-0.6647316229703246,57.2,-0.7956202791756477,-0.77099038264531,-0.7091674614810992,-0.7233126326989661
685,57.28305555555556,-0.5518679216680193,-0.7248545292524462,-0.5780947081561114,-0.6623330979755615,-0.6549068645634432,57.28333333333333,-0.8093974677657968,-0.7536385783152538,-0.6869256240082815,-0.6947039404067004
686,57.366388888888885,-0.5488080976046041,-0.708311298110577,-0.564220646860893,-0.6561310783185257,-0.6422374909803235,57.36666666666667,-0.7760861358879907,-0.7310509381447067,-0.6708927350343352,-0.6698800729721561
687,57.44972222222222,-0.5430742771495274,-0.7073375739036916,-0.5546975513666121,-0.6438810292918566,-0.6333238778565415,57.45,-0.7340866745326912,-0.7158279500195416,-0.650068979802784,-0.6580412586026776
688,57.53583333333333,-0.5326670406700635,-0.6975336950607126,-0.5393257245291552,-0.6421833995982955,-0.6279664018266535,57.53333333333333,-0.7067994766622786,-0.7037701031295344,-0.6356545428380572,-0.644187725145213
689,57.619166666666665,-0.5249869706867487,-0.6877000006196717,-0.5253054699622506,-0.6322386391648926,-0.613565440524193,57.61944444444444,-0.7104249372110433,-0.6974778879683698,-0.6202496079454815,-0.6359197000863097
690,57.7025,-0.5134346518733817,-0.6708368302277081,-0.5166370920374653,-0.6156471991430084,-0.6067213725816762,57.702777777777776,-0.7035634530851926,-0.6853517963336391,-0.6078543582112863,-0.6274374105521199
691,57.78583333333333,-0.5132106710570202,-0.6519445241410717,-0.5023208958842078,-0.6090095319083138,-0.5928345776305954,57.78611111111111,-0.7094154231628469,-0.6701923213268419,-0.6008689760026025,-0.6165410833083971
692,57.869166666666665,-0.4987156172179847,-0.6360234232251186,-0.4833571873897212,-0.5977260910607873,-0.5841054363014236,57.86944444444444,-0.6949812482940421,-0.6575999573533843,-0.5832936429674613,-0.608030944760495
693,57.9525,-0.4699500814898552,-0.6242738689543139,-0.4681462731990929,-0.5851973314247185,-0.5703343302236131,57.952777777777776,-0.6684613313007286,-0.6425752001225796,-0.572328540034796,-0.5919072209533713
694,58.03583333333333,-0.4637146571594747,-0.6186962034122305,-0.4638884607152461,-0.5820237090487057,-0.5605216420255956,58.03611111111111,-0.6144560769767673,-0.634318546647648,-0.5583738474144413,-0.5751701375715855
695,58.119166666666665,-0.4640099396669473,-0.609490769291551,-0.4589840580989461,-0.5698056812056574,-0.5542677553347832,58.11944444444444,-0.5635658920879376,-0.6262304952457158,-0.5444297445971326,-0.5588199199392994
696,58.2025,-0.4450365266056372,-0.6004579098940658,-0.4426333742687968,-0.5531437063927915,-0.542373054777565,58.202777777777776,-0.5691911853719313,-0.6137115455378195,-0.5240964103545049,-0.5436567930202749
697,58.28583333333333,-0.4393950177221701,-0.5841979691306746,-0.4370367189012411,-0.5426382443316339,-0.5316379259793094,58.28611111111111,-0.5229323675383528,-0.5989621984488999,-0.4997740227390979,-0.5254809814178786
698,58.371944444444445,-0.4312860149164329,-0.5743112915213824,-0.4315944024305606,-0.5286897559680215,-0.5182627555643673,58.36944444444444,-0.4955898512687241,-0.5783829562078053,-0.4818627590843518,-0.5030927093750766
699,58.45527777777777,-0.4151101222415736,-0.5613982221953059,-0.4247067360488774,-0.5222987034721017,-0.5050479311560647,58.45555555555556,-0.4903640512164798,-0.5569743223472916,-0.475562796004606,-0.4908922007744397
700,58.53861111111111,-0.4062679459040021,-0.5468591068906679,-0.4173740317061528,-0.51386555023833,-0.4847938413767101,58.53888888888888,-0.4408553840069714,-0.5415368017040221,-0.4636743093951022,-0.4744796791381394
701,58.621944444444445,-0.3973600942633886,-0.5340942919548026,-0.4079966021101872,-0.4995907608854707,-0.4691008758475893,58.62222222222222,-0.4340642682374589,-0.5242709004185675,-0.4481974744319815,-0.4572553676279492
702,58.70527777777777,-0.3859871778326648,-0.5127041243441501,-0.3919747607266204,-0.4808748012565984,-0.451369425188969,58.70555555555556,-0.3729911244771198,-0.5049771259354039,-0.4319324655722916,-0.4344194890452455
703,58.78861111111111,-0.3749498092780238,-0.4996889516242579,-0.3859088217789321,-0.4655181384190995,-0.4385998810200944,58.78888888888888,-0.3718363752670484,-0.4914559870029172,-0.4126794565539731,-0.4153722658310048
704,58.871944444444445,-0.3610486034189195,-0.4840491219697852,-0.3799991002484411,-0.4585212406646667,-0.4291926359591897,58.87222222222222,-0.3494004451202487,-0.4711079936733985,-0.4006386203958768,-0.3955139200658076
705,58.95527777777777,-0.3528841772280675,-0.478384984164497,-0.3800459118743067,-0.4508845775093039,-0.4159480836234589,58.95555555555556,-0.3460837605216431,-0.4583336573030455,-0.3846101293977496,-0.3734446734698359
706,59.03861111111111,-0.3546571498314433,-0.4606968876012686,-0.366249573153524,-0.4490086196933242,-0.4082666186290847,59.03888888888888,-0.331086749928064,-0.4417334905519637,-0.3699941551402415,-0.3563647474028725
707,59.121944444444445,-0.3461681425082862,-0.4469851822820814,-0.3496104013409314,-0.4398938391813499,-0.3953486365912302,59.12222222222222,-0.3364098437682593,-0.4273080073841665,-0.3587908684848994,-0.3394743628643042
708,59.20805555555555,-0.3308177786910933,-0.4228502188180263,-0.3321287144492056,-0.4335407091623136,-0.3791945341240366,59.20555555555556,-0.3524534744428956,-0.4190577230675741,-0.3436004395741795,-0.3185737404931192
709,59.29138888888889,-0.3210066839656254,-0.4046923484293043,-0.3152048312488615,-0.4177497040494563,-0.3638047088406257,59.29166666666666,-0.3340180763245484,-0.4081831541740134,-0.3340230378314313,-0.3094631005679075
710,59.37472222222222,-0.3143354860709031,-0.3955119229452216,-0.2980390712682556,-0.3991212994803294,-0.3535795593530976,59.375,-0.3127040857577082,-0.396084818579218,-0.3256588319609104,-0.2977426630068616
711,59.45805555555555,-0.307604814899209,-0.3835092948041951,-0.282631754793581,-0.3826559723167957,-0.3427194852725315,59.45833333333333,-0.2903119410587828,-0.3805632354628314,-0.3169079899477721,-0.2860126473677756
712,59.54138888888889,-0.2956153024960879,-0.3728848170537494,-0.2689832028688728,-0.3693542006450218,-0.3300248872089864,59.54166666666666,-0.2856420825160909,-0.3664189253083977,-0.3077706790580727,-0.2668732728480447
713,59.62472222222222,-0.2919675830603427,-0.3676388433505181,-0.260493737296003,-0.3520164637754902,-0.3212961667715009,59.625,-0.269694952389866,-0.3490524099033747,-0.2882470658387685,-0.2551247582846694
714,59.70805555555555,-0.28226229294404,-0.3563717279602425,-0.2573636806346861,-0.3386432422429891,-0.3095337265680924,59.70833333333333,-0.2718709949122569,-0.3428642123391252,-0.2731373161177205,-0.2377673221542481
715,59.79138888888889,-0.2721000706525071,-0.3512838257577723,-0.2415933562024719,-0.3318350178066168,-0.2935379702057579,59.79166666666666,-0.2575706562873267,-0.3324548570109177,-0.2516415950036892,-0.2202011825729844
716,59.87472222222222,-0.2640815568443316,-0.339975492227065,-0.2339830880747542,-0.3207922734497826,-0.2843093022904727,59.875,-0.2513943846910524,-0.3184248696179328,-0.240760066886336,-0.2032265572966825
717,59.95805555555555,-0.2634073943313644,-0.3278470834611888,-0.2247332010847646,-0.3023154933802049,-0.2780481284271936,59.95833333333333,-0.197942630271326,-0.3055747771632492,-0.2302928954362246,-0.1900436637207495
718,60.04416666666666,-0.2558782280787143,-0.3138989561623176,-0.219044020823572,-0.2866051630299113,-0.2625548552198543,60.04166666666666,-0.206615845147952,-0.2977051079538616,-0.2134402436048176,-0.1648527188801936
719,60.1275,-0.2458947052047541,-0.2989314676417327,-0.2015158736400855,-0.2652617690552375,-0.2448298902713693,60.12777777777777,-0.2028144834126498,-0.2770163916006676,-0.1956022736244803,-0.1446539394496253
720,60.21083333333333,-0.2372574749811162,-0.2887449758198303,-0.1877490866410551,-0.2516857993368307,-0.2240736421836319,60.21111111111111,-0.1491390011290536,-0.2633091590184724,-0.1775791470084791,-0.1304475417432574
721,60.29416666666666,-0.2231671888326947,-0.275939839226107,-0.1803439876910699,-0.2424777429796477,-0.2178865205575143,60.29444444444445,-0.0831898563327137,-0.2447839424259884,-0.1619710245509817,-0.1232337417149043
722,60.3775,-0.212024500337646,-0.2627164169991729,-0.1641009054125562,-0.2314380903129539,-0.1994689359928687,60.37777777777777,-0.0753675090310911,-0.2318412753458359,-0.1497780663270579,-0.1064127549579834
723,60.46083333333333,-0.2006300652273854,-0.2550750688867443,-0.1502201691857829,-0.2281673328903246,-0.1892213000885262,60.46111111111111,-0.0180724212035612,-0.2230816926045408,-0.1378004316926787,-0.0909847967055137
724,60.54416666666666,-0.1905845413865911,-0.2474161552456481,-0.1395021091488553,-0.2244659634896441,-0.1821440254422983,60.54444444444445,-0.0179050568014178,-0.2017057303325363,-0.1232382792847126,-0.0731500818301155
725,60.6275,-0.1860885888532022,-0.2355400370418171,-0.1211470561977211,-0.2229344761131056,-0.1738375256509751,60.62777777777777,0.0233341182521361,-0.1939139259641617,-0.1056917670209352,-0.0563088248440133
